event_id,game_id,date,team,player,seconds,start,pts,plus_minus,comment
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Wendell Carter Jr.,1608,1,12,-3,
CHI_2020_21_G011,0022000142,2021-01-10,CHI,Zach LaVine,2516,1,45,-3,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Amir Coffey,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Daniel Oturu,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Ivica Zubac,933,0,5,6,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Kawhi Leonard,2293,1,35,-3,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Lou Williams,1410,0,21,16,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Luke Kennard,1093,0,5,3,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Marcus Morris Sr.,1504,0,11,1,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Mfiondu Kabengele,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Nicolas Batum,1652,1,8,-4,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Patrick Beverley,1519,1,7,-12,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Patrick Patterson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Paul George,2397,1,28,12,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Reggie Jackson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Serge Ibaka,1587,1,10,-2,
CHI_2020_21_G011,0022000142,2021-01-10,LAC,Terance Mann,13,0,0,-2,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Coby White,2664,1,22,-6,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Daniel Gafford,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Denzel Valentine,926,0,4,14,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Garrett Temple,1211,0,8,3,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Lauri Markkanen,2101,1,16,-8,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Otto Porter Jr.,1509,0,8,3,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Patrick Williams,2159,1,14,-7,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Thaddeus Young,805,0,2,9,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Wendell Carter Jr.,1974,1,16,-4,
CHI_2020_21_G012,0022000184,2021-01-15,CHI,Zach LaVine,2551,1,35,-14,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Aleksej Pokusevski,744,0,5,-17,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Darius Bazley,1653,1,9,-21,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Darius Miller,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,OKC,George Hill,1973,1,8,20,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Hamidou Diallo,839,0,2,-14,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Isaiah Roby,1540,1,14,3,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Josh Hall,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Justin Jackson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Kenrich Williams,1638,0,14,21,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Luguentz Dort,2387,1,21,21,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Mike Muscala,1623,0,11,-1,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Moses Brown,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Shai Gilgeous-Alexander,2611,1,33,18,
CHI_2020_21_G012,0022000184,2021-01-15,OKC,Theo Maledon,891,0,10,-20,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Adam Mokoka,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Coby White,1518,1,0,-3,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Daniel Gafford,789,0,7,14,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Denzel Valentine,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Garrett Temple,1726,0,21,14,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Lauri Markkanen,1976,1,29,5,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Otto Porter Jr.,1382,0,14,12,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Patrick Williams,1355,1,5,0,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Ryan Arcidiacono,1014,0,4,15,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Thaddeus Young,1168,0,15,13,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Wendell Carter Jr.,1593,1,12,-1,
CHI_2020_21_G013,0022000198,2021-01-17,CHI,Zach LaVine,1879,1,10,11,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Boban Marjanovic,388,0,2,-3,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,James Johnson,1249,0,10,-19,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Josh Green,1931,1,4,0,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Kristaps Porzingis,2002,1,20,-3,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Luka Doncic,2250,1,36,-7,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Nate Hinton,368,0,0,-7,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Tim Hardaway Jr.,0,0,0,0,DNP - Injury/Illness
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Trey Burke,1722,0,5,-23,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Tyler Bey,117,0,1,-1,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Tyrell Terry,921,0,4,-2,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Wes Iwundu,1826,1,9,-11,
CHI_2020_21_G013,0022000198,2021-01-17,DAL,Willie Cauley-Stein,1626,1,10,-4,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Adam Mokoka,128,0,0,-7,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Coby White,1902,1,10,2,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Daniel Gafford,977,0,7,5,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Denzel Valentine,1469,0,13,14,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Garrett Temple,1935,1,13,-1,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Lauri Markkanen,2020,1,18,-6,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Ryan Arcidiacono,1003,0,9,10,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Thaddeus Young,1516,0,12,15,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Wendell Carter Jr.,1247,1,10,-4,
CHI_2020_21_G014,0022000211,2021-01-18,CHI,Zach LaVine,2203,1,33,-3,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Ben McLemore,1681,0,5,-16,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Christian Wood,1841,1,30,15,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,David Nwaba,1264,1,7,1,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,DeMarcus Cousins,949,0,2,-17,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Eric Gordon,2036,1,21,6,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Jae'Sean Tate,1825,0,11,-12,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Kenyon Martin Jr.,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Mason Jones,866,0,10,-12,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,P.J. Tucker,2014,1,2,7,
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Rodions Kurucs,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Sterling Brown,0,0,0,0,DND - Injury/Illness
CHI_2020_21_G014,0022000211,2021-01-18,HOU,Victor Oladipo,1924,1,32,3,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Bismack Biyombo,1669,1,6,6,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Caleb Martin,1155,0,6,-5,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Cody Martin,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Cody Zeller,657,0,5,-6,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Devonte' Graham,2263,1,24,-10,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Gordon Hayward,2225,1,34,-4,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Jalen McDaniels,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHA,LaMelo Ball,994,0,7,-15,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Malik Monk,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Miles Bridges,1162,0,2,-12,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Nick Richards,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHA,P.J. Washington,1961,1,16,-7,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Terry Rozier,2314,1,10,-12,
CHI_2020_21_G015,0022000229,2021-01-22,CHA,Vernon Carey Jr.,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Chandler Hutchison,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Coby White,1965,1,18,9,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Daniel Gafford,1115,1,7,-5,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Denzel Valentine,1041,0,8,4,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Garrett Temple,1838,0,15,15,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Lauri Markkanen,1774,1,23,-5,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Otto Porter Jr.,1370,0,13,15,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Patrick Williams,964,1,4,1,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Thaddeus Young,1489,0,8,19,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Tomas Satoransky,672,0,2,4,
CHI_2020_21_G015,0022000229,2021-01-22,CHI,Zach LaVine,2172,1,25,8,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Chandler Hutchison,446,0,0,4,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Coby White,1926,1,14,-9,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Cristiano Felicio,423,0,7,6,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Daniel Gafford,1080,1,4,-5,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Denzel Valentine,806,0,3,1,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Garrett Temple,1314,0,2,-20,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Lauri Markkanen,2155,1,12,-14,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Patrick Williams,1850,1,13,-3,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Ryan Arcidiacono,174,0,3,8,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Thaddeus Young,1359,0,6,-17,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Tomas Satoransky,693,0,5,8,
CHI_2020_21_G016,0022000245,2021-01-23,CHI,Zach LaVine,2174,1,21,-14,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Alex Caruso,1106,0,3,1,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Alfonzo McKinnie,174,0,0,-8,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Anthony Davis,1701,1,37,5,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Dennis Schroder,1534,1,9,12,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Kentavious Caldwell-Pope,1374,1,5,13,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Kyle Kuzma,1354,0,4,9,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,LeBron James,1710,1,17,9,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Marc Gasol,1139,1,0,11,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Markieff Morris,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Montrezl Harrell,1741,0,10,0,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Quinn Cook,174,0,2,-8,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Talen Horton-Tucker,1272,0,10,3,
CHI_2020_21_G016,0022000245,2021-01-23,LAL,Wesley Matthews,1121,0,4,8,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Aaron Nesmith,1127,0,9,4,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Carsen Edwards,737,0,6,-4,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Daniel Theis,1695,1,19,21,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Grant Williams,605,0,8,3,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Javonte Green,1087,0,6,2,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Jaylen Brown,1789,1,26,17,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Jayson Tatum,1879,1,24,15,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Jeff Teague,1338,0,8,-1,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Marcus Smart,1541,1,13,21,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Robert Williams III,593,0,0,-10,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Semi Ojeleye,968,0,0,3,
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Tacko Fall,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Tremont Waters,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,BOS,Tristan Thompson,1042,1,0,9,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Chandler Hutchison,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Coby White,1439,1,5,-22,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Daniel Gafford,642,1,0,-20,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Denzel Valentine,1540,0,8,0,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Devon Dotson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Garrett Temple,1563,0,8,9,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Lauri Markkanen,1866,1,18,-15,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Otto Porter Jr.,1375,0,13,-1,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Patrick Williams,602,1,2,-20,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Thaddeus Young,1877,0,16,4,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Tomas Satoransky,1441,0,3,6,
CHI_2020_21_G017,0022000262,2021-01-25,CHI,Zach LaVine,2055,1,30,-21,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Chandler Hutchison,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Coby White,2035,1,20,-17,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Cristiano Felicio,288,0,0,-1,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Daniel Gafford,606,1,4,-15,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Denzel Valentine,296,0,0,4,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Garrett Temple,1491,0,9,18,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Lauri Markkanen,2145,1,31,8,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Otto Porter Jr.,1449,0,7,-12,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Patrick Williams,1458,1,11,-12,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Thaddeus Young,1737,0,8,13,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Tomas Satoransky,798,0,6,3,
CHI_2020_21_G018,0022000298,2021-01-30,CHI,Zach LaVine,2097,1,26,6,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Anfernee Simons,1626,0,8,-1,
CHI_2020_21_G018,0022000298,2021-01-30,POR,CJ Elleby,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G018,0022000298,2021-01-30,POR,CJ McCollum,0,0,0,0,DNP - Injury/Illness
CHI_2020_21_G018,0022000298,2021-01-30,POR,Carmelo Anthony,1036,0,4,-23,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Damian Lillard,2187,1,44,0,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Enes Freedom,2023,1,22,17,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Gary Trent Jr.,2202,1,18,9,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Harry Giles III,804,0,7,-18,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Jusuf Nurkic,0,0,0,0,DNP - Injury/Illness
CHI_2020_21_G018,0022000298,2021-01-30,POR,Keljin Blevins,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G018,0022000298,2021-01-30,POR,Nassir Little,817,1,5,6,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Robert Covington,2063,1,9,19,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Rodney Hood,1642,0,6,-4,
CHI_2020_21_G018,0022000298,2021-01-30,POR,Zach Collins,0,0,0,0,DNP - Injury/Illness
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Chandler Hutchison,15,0,0,-2,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Coby White,2248,1,13,13,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Daniel Gafford,1309,1,12,1,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Denzel Valentine,189,0,2,-2,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Garrett Temple,1478,0,6,14,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Lauri Markkanen,2016,1,30,16,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Otto Porter Jr.,1089,0,3,2,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Patrick Williams,1681,1,10,-1,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Thaddeus Young,1838,0,13,6,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Tomas Satoransky,606,0,0,-6,
CHI_2020_21_G019,0022000315,2021-02-01,CHI,Zach LaVine,1931,1,21,-1,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Alec Burks,1710,0,18,-3,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Austin Rivers,922,0,1,-1,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Elfrid Payton,1061,1,5,-5,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Frank Ntilikina,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Immanuel Quickley,1819,0,16,-3,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Julius Randle,2354,1,23,-9,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Kevin Knox II,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Mitchell Robinson,1222,1,9,2,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Nerlens Noel,1658,0,8,-10,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Obi Toppin,526,0,4,1,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,RJ Barrett,1819,1,14,-11,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Reggie Bullock,1309,1,4,-1,
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Taj Gibson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G019,0022000315,2021-02-01,NYK,Theo Pinson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Chandler Hutchison,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Coby White,1935,1,13,-8,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Daniel Gafford,1170,1,4,1,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Denzel Valentine,1170,0,13,5,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Garrett Temple,1407,0,3,-2,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Lauri Markkanen,2137,1,9,-8,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Patrick Williams,1930,1,12,5,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Thaddeus Young,1552,0,19,-9,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Tomas Satoransky,822,0,6,4,
CHI_2020_21_G020,0022000332,2021-02-03,CHI,Zach LaVine,2277,1,24,-8,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Alec Burks,1134,0,3,0,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Austin Rivers,1069,0,5,1,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Elfrid Payton,2082,1,20,7,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Frank Ntilikina,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Immanuel Quickley,798,0,9,-3,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Julius Randle,2300,1,27,14,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Kevin Knox II,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Mitchell Robinson,1687,1,8,9,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Nerlens Noel,1183,0,4,-4,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Obi Toppin,580,0,5,-10,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,RJ Barrett,1922,1,17,4,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Reggie Bullock,1645,1,9,2,
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Taj Gibson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G020,0022000332,2021-02-03,NYK,Theo Pinson,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Chandler Hutchison,236,0,0,1,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Coby White,2020,1,16,-15,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Cristiano Felicio,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Daniel Gafford,643,1,4,-18,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Denzel Valentine,1226,0,14,1,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Garrett Temple,1822,0,5,8,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Lauri Markkanen,1029,1,13,-16,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Luke Kornet,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Patrick Williams,2032,1,20,-8,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Ryan Arcidiacono,0,0,0,0,DNP - Coach's Decision
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Thaddeus Young,1940,0,15,10,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Tomas Satoransky,1271,0,6,19,
CHI_2020_21_G021,0022000344,2021-02-05,CHI,Zach LaVine,2181,1,26,-2,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Chuma Okeke,1062,0,4,-17,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Cole Anthony,1947,1,17,16,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Dwayne Bacon,1135,0,7,-5,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Evan Fournier,1758,1,20,7,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Frank Mason III,933,0,4,-12,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Gary Clark,998,1,0,9,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,James Ennis III,1402,1,14,15,
CHI_2020_21_G021,0022000344,2021-02-05,ORL,Khem Birch,1112,0,7,-1,
