event_id,game_id,date,team,player,person_id,seconds,comment,official_reference_url
2021-03-23_NOP_LAL,0022000663,2021-03-23,NOP,Kira Lewis Jr.,1630184,1211,,https://www.nba.com/game/0022000663/box-score
2021-03-26_NOP_DEN,0022000689,2021-03-26,NOP,Kira Lewis Jr.,1630184,973,,https://www.nba.com/game/0022000689/box-score
2021-03-27_NOP_DAL,0022000698,2021-03-27,NOP,Kira Lewis Jr.,1630184,1484,,https://www.nba.com/game/0022000698/box-score
2021-03-29_BOS_NOP,0022000708,2021-03-29,NOP,Kira Lewis Jr.,1630184,1085,,https://www.nba.com/game/0022000708/box-score
2021-04-01_NOP_ORL,0022000734,2021-04-01,NOP,Kira Lewis Jr.,1630184,1958,,https://www.nba.com/game/0022000734/box-score
2021-04-02_NOP_ATL,0022000742,2021-04-02,NOP,Kira Lewis Jr.,1630184,1558,,https://www.nba.com/game/0022000742/box-score
2021-04-09_NOP_PHI,0022000795,2021-04-09,NOP,Kira Lewis Jr.,1630184,1235,,https://www.nba.com/game/0022000795/box-score
2021-04-11_CLE_NOP,0022000807,2021-04-11,NOP,Kira Lewis Jr.,1630184,1100,,https://www.nba.com/game/0022000807/box-score
2021-04-12_NOP_SAC,0022000819,2021-04-12,NOP,Kira Lewis Jr.,1630184,923,,https://www.nba.com/game/0022000819/box-score
2021-04-14_NOP_NYK,0022000835,2021-04-14,NOP,Kira Lewis Jr.,1630184,1251,,https://www.nba.com/game/0022000835/box-score
2021-04-16_WAS_NOP,0022000847,2021-04-16,NOP,Kira Lewis Jr.,1630184,1167,,https://www.nba.com/game/0022000847/box-score
2021-04-18_NYK_NOP,0022000862,2021-04-18,NOP,Kira Lewis Jr.,1630184,739,,https://www.nba.com/game/0022000862/box-score
2021-04-20_NOP_BKN,0022000878,2021-04-20,NOP,Kira Lewis Jr.,1630184,1127,,https://www.nba.com/game/0022000878/box-score
2021-04-22_ORL_NOP,0022000893,2021-04-22,NOP,Kira Lewis Jr.,1630184,1403,,https://www.nba.com/game/0022000893/box-score
2021-04-24_NOP_SAS,0022000264,2021-04-24,NOP,Kira Lewis Jr.,1630184,996,,https://www.nba.com/game/0022000264/box-score
2021-04-26_NOP_LAC,0022000924,2021-04-26,NOP,Kira Lewis Jr.,1630184,1344,,https://www.nba.com/game/0022000924/box-score
2021-04-28_DEN_NOP,0022000940,2021-04-28,NOP,Kira Lewis Jr.,1630184,1021,,https://www.nba.com/game/0022000940/box-score
2021-04-29_OKC_NOP,0022000947,2021-04-29,NOP,Kira Lewis Jr.,1630184,1098,,https://www.nba.com/game/0022000947/box-score
2021-05-01_MIN_NOP,0022000962,2021-05-01,NOP,Kira Lewis Jr.,1630184,998,,https://www.nba.com/game/0022000962/box-score
2021-05-03_NOP_GSW,0022000977,2021-05-03,NOP,Kira Lewis Jr.,1630184,425,,https://www.nba.com/game/0022000977/box-score
2021-05-04_NOP_GSW,0022000987,2021-05-04,NOP,Kira Lewis Jr.,1630184,400,,https://www.nba.com/game/0022000987/box-score
2021-05-07_PHI_NOP,0022001003,2021-05-07,NOP,Kira Lewis Jr.,1630184,1289,,https://www.nba.com/game/0022001003/box-score
2021-05-09_CHA_NOP,0022001020,2021-05-09,NOP,Kira Lewis Jr.,1630184,898,,https://www.nba.com/game/0022001020/box-score
2021-05-10_MEM_NOP,0022001028,2021-05-10,NOP,Kira Lewis Jr.,1630184,1130,,https://www.nba.com/game/0022001028/box-score
2021-05-12_DAL_NOP,0022000154,2021-05-12,NOP,Kira Lewis Jr.,1630184,1319,,https://www.nba.com/game/0022000154/box-score
2021-05-14_GSW_NOP,0022001059,2021-05-14,NOP,Kira Lewis Jr.,1630184,1724,,https://www.nba.com/game/0022001059/box-score
2021-05-16_NOP_LAL,0022001072,2021-05-16,NOP,Kira Lewis Jr.,1630184,1553,,https://www.nba.com/game/0022001072/box-score
2020-12-23_CLE_CHA,0022000010,2020-12-23,CHA,LaMelo Ball,1630163,948,,https://www.nba.com/game/0022000010/box-score
2020-12-26_CHA_OKC,0022000022,2020-12-26,CHA,LaMelo Ball,1630163,919,,https://www.nba.com/game/0022000022/box-score
2020-12-27_CHA_BKN,0022000032,2020-12-27,CHA,LaMelo Ball,1630163,1201,,https://www.nba.com/game/0022000032/box-score
2020-12-30_DAL_CHA,0022000059,2020-12-30,CHA,LaMelo Ball,1630163,1764,,https://www.nba.com/game/0022000059/box-score
2021-01-01_CHA_MEM,0022000069,2021-01-01,CHA,LaMelo Ball,1630163,1602,,https://www.nba.com/game/0022000069/box-score
2021-01-02_PHI_CHA,0022000082,2021-01-02,CHA,LaMelo Ball,1630163,1841,,https://www.nba.com/game/0022000082/box-score
2021-01-04_PHI_CHA,0022000094,2021-01-04,CHA,LaMelo Ball,1630163,1825,,https://www.nba.com/game/0022000094/box-score
2021-01-06_ATL_CHA,0022000110,2021-01-06,CHA,LaMelo Ball,1630163,1420,,https://www.nba.com/game/0022000110/box-score
2021-01-08_NOP_CHA,0022000126,2021-01-08,CHA,LaMelo Ball,1630163,1534,,https://www.nba.com/game/0022000126/box-score
2021-01-09_CHA_ATL,0022000134,2021-01-09,CHA,LaMelo Ball,1630163,1871,,https://www.nba.com/game/0022000134/box-score
2021-01-11_CHA_NYK,0022000149,2021-01-11,CHA,LaMelo Ball,1630163,1774,,https://www.nba.com/game/0022000149/box-score
2021-01-13_CHA_DAL,0022000164,2021-01-13,CHA,LaMelo Ball,1630163,1525,,https://www.nba.com/game/0022000164/box-score
2021-01-14_TOR_CHA,0022000175,2021-01-14,CHA,LaMelo Ball,1630163,1565,,https://www.nba.com/game/0022000175/box-score
2021-01-16_TOR_CHA,0022000191,2021-01-16,CHA,LaMelo Ball,1630163,1378,,https://www.nba.com/game/0022000191/box-score
2021-01-22_CHA_CHI,0022000229,2021-01-22,CHA,LaMelo Ball,1630163,994,,https://www.nba.com/game/0022000229/box-score
2021-01-24_ORL_CHA,0022000252,2021-01-24,CHA,LaMelo Ball,1630163,1664,,https://www.nba.com/game/0022000252/box-score
2021-01-25_ORL_CHA,0022000259,2021-01-25,CHA,LaMelo Ball,1630163,1266,,https://www.nba.com/game/0022000259/box-score
2021-01-27_CHA_IND,0022000271,2021-01-27,CHA,LaMelo Ball,1630163,1311,,https://www.nba.com/game/0022000271/box-score
2021-01-29_CHA_IND,0022000288,2021-01-29,CHA,LaMelo Ball,1630163,1788,,https://www.nba.com/game/0022000288/box-score
2021-01-30_CHA_MIL,0022000299,2021-01-30,CHA,LaMelo Ball,1630163,1860,,https://www.nba.com/game/0022000299/box-score
2021-02-01_MIA_CHA,0022000314,2021-02-01,CHA,LaMelo Ball,1630163,1886,,https://www.nba.com/game/0022000314/box-score
2021-02-03_CHA_PHI,0022000327,2021-02-03,CHA,LaMelo Ball,1630163,2298,,https://www.nba.com/game/0022000327/box-score
2021-02-05_CHA_UTA,0022000342,2021-02-05,CHA,LaMelo Ball,1630163,2363,,https://www.nba.com/game/0022000342/box-score
2021-02-07_CHA_WAS,0022000215,2021-02-07,CHA,LaMelo Ball,1630163,1829,,https://www.nba.com/game/0022000215/box-score
2021-02-08_CHA_HOU,0022000367,2021-02-08,CHA,LaMelo Ball,1630163,1912,,https://www.nba.com/game/0022000367/box-score
2021-02-10_MEM_CHA,0022000386,2021-02-10,CHA,LaMelo Ball,1630163,1694,,https://www.nba.com/game/0022000386/box-score
2021-02-12_CHA_MIN,0022000395,2021-02-12,CHA,LaMelo Ball,1630163,2205,,https://www.nba.com/game/0022000395/box-score
2021-02-14_CHA_SAS,0022000414,2021-02-14,CHA,LaMelo Ball,1630163,2340,,https://www.nba.com/game/0022000414/box-score
2021-02-20_CHA_GSW,0022000459,2021-02-20,CHA,LaMelo Ball,1630163,1907,,https://www.nba.com/game/0022000459/box-score
2021-02-22_UTA_CHA,0022000478,2021-02-22,CHA,LaMelo Ball,1630163,2291,,https://www.nba.com/game/0022000478/box-score
2021-02-24_PHX_CHA,0022000496,2021-02-24,CHA,LaMelo Ball,1630163,1808,,https://www.nba.com/game/0022000496/box-score
2021-02-26_GSW_CHA,0022000511,2021-02-26,CHA,LaMelo Ball,1630163,2230,,https://www.nba.com/game/0022000511/box-score
2021-02-28_SAC_CHA,0022000528,2021-02-28,CHA,LaMelo Ball,1630163,2311,,https://www.nba.com/game/0022000528/box-score
2021-03-01_POR_CHA,0022000535,2021-03-01,CHA,LaMelo Ball,1630163,1920,,https://www.nba.com/game/0022000535/box-score
2021-03-03_MIN_CHA,0022000547,2021-03-03,CHA,LaMelo Ball,1630163,1581,,https://www.nba.com/game/0022000547/box-score
2021-03-11_CHA_DET,0022000568,2021-03-11,CHA,LaMelo Ball,1630163,1762,,https://www.nba.com/game/0022000568/box-score
2021-03-13_CHA_TOR,0022000588,2021-03-13,CHA,LaMelo Ball,1630163,1869,,https://www.nba.com/game/0022000588/box-score
2021-03-15_CHA_SAC,0022000602,2021-03-15,CHA,LaMelo Ball,1630163,1529,,https://www.nba.com/game/0022000602/box-score
2021-03-17_DEN_CHA,0022000624,2021-03-17,CHA,LaMelo Ball,1630163,1348,,https://www.nba.com/game/0022000624/box-score
2021-03-18_LAL_CHA,0022000630,2021-03-18,CHA,LaMelo Ball,1630163,2003,,https://www.nba.com/game/0022000630/box-score
2021-03-20_LAC_CHA,0022000644,2021-03-20,CHA,LaMelo Ball,1630163,1307,,https://www.nba.com/game/0022000644/box-score
2021-05-01_CHA_DET,0022000957,2021-05-01,CHA,LaMelo Ball,1630163,1674,,https://www.nba.com/game/0022000957/box-score
2021-05-02_CHA_MIA,0022000969,2021-05-02,CHA,LaMelo Ball,1630163,1817,,https://www.nba.com/game/0022000969/box-score
2021-05-04_DET_CHA,0022000984,2021-05-04,CHA,LaMelo Ball,1630163,1837,,https://www.nba.com/game/0022000984/box-score
2021-05-06_CHA_CHI,0022000434,2021-05-06,CHA,LaMelo Ball,1630163,1422,,https://www.nba.com/game/0022000434/box-score
2021-05-07_CHA_ORL,0022001004,2021-05-07,CHA,LaMelo Ball,1630163,2017,,https://www.nba.com/game/0022001004/box-score
2021-05-09_CHA_NOP,0022001020,2021-05-09,CHA,LaMelo Ball,1630163,1885,,https://www.nba.com/game/0022001020/box-score
2021-05-11_CHA_DEN,0022000448,2021-05-11,CHA,LaMelo Ball,1630163,1884,,https://www.nba.com/game/0022000448/box-score
2021-05-13_CHA_LAC,0022001047,2021-05-13,CHA,LaMelo Ball,1630163,1883,,https://www.nba.com/game/0022001047/box-score
2021-05-15_NYK_CHA,0022001064,2021-05-15,CHA,LaMelo Ball,1630163,1247,,https://www.nba.com/game/0022001064/box-score
2021-05-16_WAS_CHA,0022001080,2021-05-16,CHA,LaMelo Ball,1630163,2009,,https://www.nba.com/game/0022001080/box-score
2020-12-23_ORL_MIA,0022000012,2020-12-23,ORL,Nikola Vucevic,202696,2013,,https://www.nba.com/game/0022000012/box-score
2020-12-26_WAS_ORL,0022000024,2020-12-26,ORL,Nikola Vucevic,202696,1865,,https://www.nba.com/game/0022000024/box-score
2020-12-27_WAS_ORL,0022000033,2020-12-27,ORL,Nikola Vucevic,202696,1683,,https://www.nba.com/game/0022000033/box-score
2020-12-29_OKC_ORL,0022000052,2020-12-29,ORL,Nikola Vucevic,202696,2065,,https://www.nba.com/game/0022000052/box-score
2020-12-31_ORL_PHI,0022000064,2020-12-31,ORL,Nikola Vucevic,202696,1427,,https://www.nba.com/game/0022000064/box-score
2021-01-02_ORL_OKC,0022000081,2021-01-02,ORL,Nikola Vucevic,202696,2098,,https://www.nba.com/game/0022000081/box-score
2021-01-04_ORL_CLE,0022000093,2021-01-04,ORL,Nikola Vucevic,202696,1869,,https://www.nba.com/game/0022000093/box-score
2021-01-06_ORL_CLE,0022000108,2021-01-06,ORL,Nikola Vucevic,202696,2048,,https://www.nba.com/game/0022000108/box-score
2021-01-08_HOU_ORL,0022000127,2021-01-08,ORL,Nikola Vucevic,202696,1777,,https://www.nba.com/game/0022000127/box-score
2021-01-09_DAL_ORL,0022000139,2021-01-09,ORL,Nikola Vucevic,202696,2007,,https://www.nba.com/game/0022000139/box-score
2021-01-11_ORL_MIL,0022000151,2021-01-11,ORL,Nikola Vucevic,202696,1912,,https://www.nba.com/game/0022000151/box-score
2021-01-15_BOS_ORL,0022000180,2021-01-15,ORL,Nikola Vucevic,202696,1558,,https://www.nba.com/game/0022000180/box-score
2021-01-16_BKN_ORL,0022000190,2021-01-16,ORL,Nikola Vucevic,202696,2142,,https://www.nba.com/game/0022000190/box-score
2021-01-18_NYK_ORL,0022000203,2021-01-18,ORL,Nikola Vucevic,202696,2187,,https://www.nba.com/game/0022000203/box-score
2021-01-20_MIN_ORL,0022000221,2021-01-20,ORL,Nikola Vucevic,202696,2574,,https://www.nba.com/game/0022000221/box-score
2021-01-22_IND_ORL,0022000231,2021-01-22,ORL,Nikola Vucevic,202696,2470,,https://www.nba.com/game/0022000231/box-score
2021-01-24_ORL_CHA,0022000252,2021-01-24,ORL,Nikola Vucevic,202696,2095,,https://www.nba.com/game/0022000252/box-score
2021-01-25_ORL_CHA,0022000259,2021-01-25,ORL,Nikola Vucevic,202696,2177,,https://www.nba.com/game/0022000259/box-score
2021-01-27_ORL_SAC,0022000273,2021-01-27,ORL,Nikola Vucevic,202696,1978,,https://www.nba.com/game/0022000273/box-score
2021-01-29_ORL_LAC,0022000289,2021-01-29,ORL,Nikola Vucevic,202696,1712,,https://www.nba.com/game/0022000289/box-score
2021-01-31_TOR_ORL,0022000309,2021-01-31,ORL,Nikola Vucevic,202696,2116,,https://www.nba.com/game/0022000309/box-score
2021-02-02_ORL_TOR,0022000323,2021-02-02,ORL,Nikola Vucevic,202696,2234,,https://www.nba.com/game/0022000323/box-score
2021-02-05_ORL_CHI,0022000344,2021-02-05,ORL,Nikola Vucevic,202696,2238,,https://www.nba.com/game/0022000344/box-score
2021-02-06_ORL_CHI,0022000353,2021-02-06,ORL,Nikola Vucevic,202696,1460,,https://www.nba.com/game/0022000353/box-score
2021-02-09_POR_ORL,0022000380,2021-02-09,ORL,Nikola Vucevic,202696,2466,,https://www.nba.com/game/0022000380/box-score
2021-02-11_GSW_ORL,0022000393,2021-02-11,ORL,Nikola Vucevic,202696,2271,,https://www.nba.com/game/0022000393/box-score
2021-02-12_SAC_ORL,0022000405,2021-02-12,ORL,Nikola Vucevic,202696,2049,,https://www.nba.com/game/0022000405/box-score
2021-02-14_PHX_ORL,0022000417,2021-02-14,ORL,Nikola Vucevic,202696,1661,,https://www.nba.com/game/0022000417/box-score
2021-02-17_ORL_NYK,0022000436,2021-02-17,ORL,Nikola Vucevic,202696,2258,,https://www.nba.com/game/0022000436/box-score
2021-02-19_ORL_GSW,0022000449,2021-02-19,ORL,Nikola Vucevic,202696,2338,,https://www.nba.com/game/0022000449/box-score
2021-02-21_ORL_DET,0022000467,2021-02-21,ORL,Nikola Vucevic,202696,2171,,https://www.nba.com/game/0022000467/box-score
2021-02-23_ORL_DET,0022000481,2021-02-23,ORL,Nikola Vucevic,202696,1968,,https://www.nba.com/game/0022000481/box-score
2021-02-25_BKN_ORL,0022000499,2021-02-25,ORL,Nikola Vucevic,202696,1919,,https://www.nba.com/game/0022000499/box-score
2021-02-27_ORL_UTA,0022000516,2021-02-27,ORL,Nikola Vucevic,202696,2078,,https://www.nba.com/game/0022000516/box-score
2021-03-01_ORL_DAL,0022000529,2021-03-01,ORL,Nikola Vucevic,202696,2129,,https://www.nba.com/game/0022000529/box-score
2021-03-03_ORL_ATL,0022000544,2021-03-03,ORL,Nikola Vucevic,202696,2181,,https://www.nba.com/game/0022000544/box-score
2021-03-11_MIA_ORL,0022000571,2021-03-11,ORL,Nikola Vucevic,202696,2048,,https://www.nba.com/game/0022000571/box-score
2021-03-12_SAS_ORL,0022000583,2021-03-12,ORL,Nikola Vucevic,202696,1743,,https://www.nba.com/game/0022000583/box-score
2021-03-14_ORL_MIA,0022000596,2021-03-14,ORL,Nikola Vucevic,202696,2294,,https://www.nba.com/game/0022000596/box-score
2021-03-18_NYK_ORL,0022000627,2021-03-18,ORL,Nikola Vucevic,202696,2156,,https://www.nba.com/game/0022000627/box-score
2021-03-19_ORL_BKN,0022000633,2021-03-19,ORL,Nikola Vucevic,202696,2309,,https://www.nba.com/game/0022000633/box-score
2021-03-21_BOS_ORL,0022000167,2021-03-21,ORL,Nikola Vucevic,202696,2210,,https://www.nba.com/game/0022000167/box-score
2021-03-23_ORL_DEN,0022000661,2021-03-23,ORL,Nikola Vucevic,202696,2039,,https://www.nba.com/game/0022000661/box-score
2021-03-24_ORL_PHX,0022000670,2021-03-24,ORL,Nikola Vucevic,202696,2032,,https://www.nba.com/game/0022000670/box-score
2021-03-27_SAS_CHI,0022000697,2021-03-27,CHI,Nikola Vucevic,202696,1906,,https://www.nba.com/game/0022000697/box-score
2021-03-29_GSW_CHI,0022000716,2021-03-29,CHI,Nikola Vucevic,202696,1593,,https://www.nba.com/game/0022000716/box-score
2021-03-31_PHX_CHI,0022000730,2021-03-31,CHI,Nikola Vucevic,202696,2064,,https://www.nba.com/game/0022000730/box-score
2021-04-02_UTA_CHI,0022000743,2021-04-02,CHI,Nikola Vucevic,202696,1734,,https://www.nba.com/game/0022000743/box-score
2021-04-04_CHI_BKN,0022000755,2021-04-04,CHI,Nikola Vucevic,202696,1942,,https://www.nba.com/game/0022000755/box-score
2021-04-06_IND_CHI,0022000769,2021-04-06,CHI,Nikola Vucevic,202696,2112,,https://www.nba.com/game/0022000769/box-score
2021-04-08_TOR_CHI,0022000523,2021-04-08,CHI,Nikola Vucevic,202696,1906,,https://www.nba.com/game/0022000523/box-score
2021-04-09_ATL_CHI,0022000791,2021-04-09,CHI,Nikola Vucevic,202696,2181,,https://www.nba.com/game/0022000791/box-score
2021-04-11_MIN_CHI,0022000812,2021-04-11,CHI,Nikola Vucevic,202696,1649,,https://www.nba.com/game/0022000812/box-score
2021-04-12_MEM_CHI,0022000278,2021-04-12,CHI,Nikola Vucevic,202696,1988,,https://www.nba.com/game/0022000278/box-score
2021-04-14_CHI_ORL,0022000833,2021-04-14,CHI,Nikola Vucevic,202696,2015,,https://www.nba.com/game/0022000833/box-score
2021-04-16_CHI_MEM,0022000850,2021-04-16,CHI,Nikola Vucevic,202696,1960,,https://www.nba.com/game/0022000850/box-score
2021-04-17_CHI_CLE,0022000857,2021-04-17,CHI,Nikola Vucevic,202696,1968,,https://www.nba.com/game/0022000857/box-score
2021-04-19_BOS_CHI,0022000869,2021-04-19,CHI,Nikola Vucevic,202696,1896,,https://www.nba.com/game/0022000869/box-score
2021-04-21_CLE_CHI,0022000881,2021-04-21,CHI,Nikola Vucevic,202696,1512,,https://www.nba.com/game/0022000881/box-score
2021-04-22_CHI_CHA,0022000896,2021-04-22,CHI,Nikola Vucevic,202696,1722,,https://www.nba.com/game/0022000896/box-score
2021-04-24_MIA_CHI,0022000907,2021-04-24,CHI,Nikola Vucevic,202696,2336,,https://www.nba.com/game/0022000907/box-score
2021-04-26_MIA_CHI,0022000922,2021-04-26,CHI,Nikola Vucevic,202696,2114,,https://www.nba.com/game/0022000922/box-score
2021-04-28_NYK_CHI,0022000937,2021-04-28,CHI,Nikola Vucevic,202696,2226,,https://www.nba.com/game/0022000937/box-score
2021-04-30_CHI_MIL,0022000954,2021-04-30,CHI,Nikola Vucevic,202696,2170,,https://www.nba.com/game/0022000954/box-score
2021-05-01_ATL_CHI,0022000959,2021-05-01,CHI,Nikola Vucevic,202696,0,DND - Injury/Illness,https://www.nba.com/game/0022000959/box-score
2021-05-06_CHA_CHI,0022000434,2021-05-06,CHI,Nikola Vucevic,202696,1839,,https://www.nba.com/game/0022000434/box-score
2021-05-07_CHI_BOS,0022000160,2021-05-07,CHI,Nikola Vucevic,202696,1925,,https://www.nba.com/game/0022000160/box-score
2021-05-09_DET_CHI,0022001023,2021-05-09,CHI,Nikola Vucevic,202696,2170,,https://www.nba.com/game/0022001023/box-score
2021-05-11_CHI_BKN,0022001036,2021-05-11,CHI,Nikola Vucevic,202696,2174,,https://www.nba.com/game/0022001036/box-score
2021-05-13_CHI_TOR,0022001051,2021-05-13,CHI,Nikola Vucevic,202696,1945,,https://www.nba.com/game/0022001051/box-score
2021-05-15_BKN_CHI,0022001060,2021-05-15,CHI,Nikola Vucevic,202696,1815,,https://www.nba.com/game/0022001060/box-score
2020-12-23_TOR_NOP,0022000014,2020-12-23,TOR,Norman Powell,1626181,1388,,https://www.nba.com/game/0022000014/box-score
2020-12-26_SAS_TOR,0022000027,2020-12-26,TOR,Norman Powell,1626181,1074,,https://www.nba.com/game/0022000027/box-score
2020-12-29_PHI_TOR,0022000049,2020-12-29,TOR,Norman Powell,1626181,1059,,https://www.nba.com/game/0022000049/box-score
2020-12-31_TOR_NYK,0022000066,2020-12-31,TOR,Norman Powell,1626181,2049,,https://www.nba.com/game/0022000066/box-score
2021-01-02_NOP_TOR,0022000084,2021-01-02,TOR,Norman Powell,1626181,1442,,https://www.nba.com/game/0022000084/box-score
2021-01-04_TOR_BOS,0022000097,2021-01-04,TOR,Norman Powell,1626181,986,,https://www.nba.com/game/0022000097/box-score
2021-01-06_PHX_TOR,0022000115,2021-01-06,TOR,Norman Powell,1626181,1566,,https://www.nba.com/game/0022000115/box-score
2021-01-08_SAC_TOR,0022000132,2021-01-08,TOR,Norman Powell,1626181,1602,,https://www.nba.com/game/0022000132/box-score
2021-01-10_GSW_TOR,0022000148,2021-01-10,TOR,Norman Powell,1626181,1347,,https://www.nba.com/game/0022000148/box-score
2021-01-11_POR_TOR,0022000155,2021-01-11,TOR,Norman Powell,1626181,1226,,https://www.nba.com/game/0022000155/box-score
2021-01-14_TOR_CHA,0022000175,2021-01-14,TOR,Norman Powell,1626181,1176,,https://www.nba.com/game/0022000175/box-score
2021-01-16_TOR_CHA,0022000191,2021-01-16,TOR,Norman Powell,1626181,1704,,https://www.nba.com/game/0022000191/box-score
2021-01-18_TOR_DAL,0022000210,2021-01-18,TOR,Norman Powell,1626181,1347,,https://www.nba.com/game/0022000210/box-score
2021-01-20_TOR_MIA,0022000220,2021-01-20,TOR,Norman Powell,1626181,1133,,https://www.nba.com/game/0022000220/box-score
2021-01-22_TOR_MIA,0022000234,2021-01-22,TOR,Norman Powell,1626181,1901,,https://www.nba.com/game/0022000234/box-score
2021-01-24_IND_TOR,0022000249,2021-01-24,TOR,Norman Powell,1626181,2198,,https://www.nba.com/game/0022000249/box-score
2021-01-25_IND_TOR,0022000258,2021-01-25,TOR,Norman Powell,1626181,2372,,https://www.nba.com/game/0022000258/box-score
2021-01-27_TOR_MIL,0022000277,2021-01-27,TOR,Norman Powell,1626181,2454,,https://www.nba.com/game/0022000277/box-score
2021-02-02_ORL_TOR,0022000323,2021-02-02,TOR,Norman Powell,1626181,1720,,https://www.nba.com/game/0022000323/box-score
2021-02-05_BKN_TOR,0022000345,2021-02-05,TOR,Norman Powell,1626181,2172,,https://www.nba.com/game/0022000345/box-score
2021-02-06_ATL_TOR,0022000356,2021-02-06,TOR,Norman Powell,1626181,1932,,https://www.nba.com/game/0022000356/box-score
2021-02-08_MEM_TOR,0022000369,2021-02-08,TOR,Norman Powell,1626181,2225,,https://www.nba.com/game/0022000369/box-score
2021-02-10_WAS_TOR,0022000382,2021-02-10,TOR,Norman Powell,1626181,1902,,https://www.nba.com/game/0022000382/box-score
2021-02-11_BOS_TOR,0022000398,2021-02-11,TOR,Norman Powell,1626181,1905,,https://www.nba.com/game/0022000398/box-score
2021-02-14_TOR_MIN,0022000413,2021-02-14,TOR,Norman Powell,1626181,2162,,https://www.nba.com/game/0022000413/box-score
2021-02-16_MIL_TOR,0022000430,2021-02-16,TOR,Norman Powell,1626181,2067,,https://www.nba.com/game/0022000430/box-score
2021-02-18_MIL_TOR,0022000445,2021-02-18,TOR,Norman Powell,1626181,1835,,https://www.nba.com/game/0022000445/box-score
2021-02-19_MIN_TOR,0022000454,2021-02-19,TOR,Norman Powell,1626181,2255,,https://www.nba.com/game/0022000454/box-score
2021-02-21_TOR_PHI,0022000468,2021-02-21,TOR,Norman Powell,1626181,1573,,https://www.nba.com/game/0022000468/box-score
2021-02-23_TOR_PHI,0022000484,2021-02-23,TOR,Norman Powell,1626181,2113,,https://www.nba.com/game/0022000484/box-score
2021-02-24_MIA_TOR,0022000492,2021-02-24,TOR,Norman Powell,1626181,1981,,https://www.nba.com/game/0022000492/box-score
2021-02-26_TOR_HOU,0022000506,2021-02-26,TOR,Norman Powell,1626181,1968,,https://www.nba.com/game/0022000506/box-score
2021-03-03_TOR_DET,0022000539,2021-03-03,TOR,Norman Powell,1626181,2298,,https://www.nba.com/game/0022000539/box-score
2021-03-04_BOS_TOR,0022000552,2021-03-04,TOR,Norman Powell,1626181,2212,,https://www.nba.com/game/0022000552/box-score
2021-03-11_TOR_ATL,0022000570,2021-03-11,TOR,Norman Powell,1626181,2335,,https://www.nba.com/game/0022000570/box-score
2021-03-13_CHA_TOR,0022000588,2021-03-13,TOR,Norman Powell,1626181,1657,,https://www.nba.com/game/0022000588/box-score
2021-03-14_CHI_TOR,0022000600,2021-03-14,TOR,Norman Powell,1626181,2220,,https://www.nba.com/game/0022000600/box-score
2021-03-17_DET_TOR,0022000616,2021-03-17,TOR,Norman Powell,1626181,2257,,https://www.nba.com/game/0022000616/box-score
2021-03-19_TOR_UTA,0022000634,2021-03-19,TOR,Norman Powell,1626181,2243,,https://www.nba.com/game/0022000634/box-score
2021-03-21_CLE_TOR,0022000648,2021-03-21,TOR,Norman Powell,1626181,1970,,https://www.nba.com/game/0022000648/box-score
2021-03-22_HOU_TOR,0022000657,2021-03-22,TOR,Norman Powell,1626181,2120,,https://www.nba.com/game/0022000657/box-score
2021-03-24_TOR_DEN,0022000668,2021-03-24,TOR,Norman Powell,1626181,1497,,https://www.nba.com/game/0022000668/box-score
2021-03-26_ORL_POR,0022000687,2021-03-26,POR,Norman Powell,1626181,2136,,https://www.nba.com/game/0022000687/box-score
2021-03-28_TOR_POR,0022000704,2021-03-28,POR,Norman Powell,1626181,1630,,https://www.nba.com/game/0022000704/box-score
2021-03-31_DET_POR,0022000721,2021-03-31,POR,Norman Powell,1626181,2019,,https://www.nba.com/game/0022000721/box-score
2021-04-02_POR_MIL,0022000745,2021-04-02,POR,Norman Powell,1626181,1913,,https://www.nba.com/game/0022000745/box-score
2021-04-03_POR_OKC,0022000753,2021-04-03,POR,Norman Powell,1626181,1445,,https://www.nba.com/game/0022000753/box-score
2021-04-06_LAC_POR,0022000775,2021-04-06,POR,Norman Powell,1626181,2246,,https://www.nba.com/game/0022000775/box-score
2021-04-08_UTA_POR,0022000787,2021-04-08,POR,Norman Powell,1626181,2029,,https://www.nba.com/game/0022000787/box-score
2021-04-10_POR_DET,0022000804,2021-04-10,POR,Norman Powell,1626181,1944,,https://www.nba.com/game/0022000804/box-score
2021-04-11_POR_MIA,0022000814,2021-04-11,POR,Norman Powell,1626181,1996,,https://www.nba.com/game/0022000814/box-score
2021-04-13_POR_BOS,0022000828,2021-04-13,POR,Norman Powell,1626181,2285,,https://www.nba.com/game/0022000828/box-score
2021-04-16_SAS_POR,0022000853,2021-04-16,POR,Norman Powell,1626181,2297,,https://www.nba.com/game/0022000853/box-score
2021-04-18_CHA_POR,0022000362,2021-04-18,POR,Norman Powell,1626181,2343,,https://www.nba.com/game/0022000362/box-score
2021-04-20_POR_LAC,0022000879,2021-04-20,POR,Norman Powell,1626181,2359,,https://www.nba.com/game/0022000879/box-score
2021-04-21_POR_DEN,0022000890,2021-04-21,POR,Norman Powell,1626181,2060,,https://www.nba.com/game/0022000890/box-score
2021-04-23_POR_MEM,0022000225,2021-04-23,POR,Norman Powell,1626181,2210,,https://www.nba.com/game/0022000225/box-score
