season,date,game_id,team,player,person_id,seconds,start,comment,pts,fgm,fga,fg3m,fg3a,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2020-21,2021-03-04,0022000552,TOR,Stanley Johnson,1626169,2140,1,,14,5,10,4,7,0,0,1,1,2,1,2,0,0,2
2020-21,2021-03-04,0022000556,SAS,DeMar DeRozan,201942,2189,1,,20,8,21,0,2,4,4,1,5,6,4,0,0,4,2
2020-21,2021-03-04,0022000557,NOP,Lonzo Ball,1628366,1851,1,,10,4,16,2,11,0,0,2,2,4,1,0,0,3,0
2020-21,2021-03-10,0022000567,SAS,DeMar DeRozan,201942,2222,1,,30,12,19,1,1,5,8,0,0,0,11,4,0,1,4
2020-21,2021-03-11,0022000568,CHA,LaMelo Ball,1630163,1762,1,,7,3,11,1,5,0,0,1,4,5,9,1,0,5,4
2020-21,2021-03-11,0022000569,BOS,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-11,0022000570,TOR,Stanley Johnson,1626169,1608,1,,11,4,7,3,5,0,0,1,3,4,2,1,0,0,5
2020-21,2021-03-11,0022000571,ORL,Nikola Vucevic,202696,2048,1,,24,10,20,2,7,2,2,3,14,17,3,0,0,2,2
2020-21,2021-03-11,0022000572,CHI,Coby White,1629632,1477,1,,18,7,16,4,7,0,0,0,2,2,4,0,0,1,3
2020-21,2021-03-11,0022000572,CHI,Denzel Valentine,1627756,298,0,,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2020-21,2021-03-11,0022000572,CHI,Lauri Markkanen,1628374,1652,1,,23,8,11,7,7,0,0,0,4,4,0,0,1,1,1
2020-21,2021-03-11,0022000572,CHI,Patrick Williams,1630172,1908,1,,4,1,4,1,2,1,2,0,1,1,4,1,0,1,3
2020-21,2021-03-11,0022000572,CHI,Thaddeus Young,201152,1040,0,,14,6,9,0,0,2,2,4,4,8,2,0,2,2,1
2020-21,2021-03-11,0022000572,CHI,Tomas Satoransky,203107,1498,0,,8,2,4,0,2,4,4,0,1,1,4,0,0,3,1
2020-21,2021-03-11,0022000572,PHI,Tony Bradley,1628396,1294,1,,14,7,7,0,0,0,0,3,2,5,0,0,3,0,2
2020-21,2021-03-11,0022000572,CHI,Wendell Carter Jr.,1628976,906,1,,8,3,8,0,1,2,2,3,6,9,1,0,2,2,3
2020-21,2021-03-11,0022000572,CHI,Zach LaVine,203897,1923,1,,19,7,16,1,5,4,4,0,4,4,7,0,0,4,1
2020-21,2021-03-11,0022000574,NOP,Lonzo Ball,1628366,1692,1,,10,3,12,3,9,1,2,1,1,2,7,2,1,1,0
2020-21,2021-03-12,0022000579,PHI,Tony Bradley,1628396,551,0,,6,3,4,0,0,0,0,0,3,3,1,0,0,0,1
2020-21,2021-03-12,0022000581,NOP,Lonzo Ball,1628366,1508,1,,3,1,7,1,5,0,0,0,4,4,6,1,1,2,0
2020-21,2021-03-12,0022000582,CHI,Coby White,1629632,2025,1,,8,3,13,2,8,0,0,1,2,3,5,2,0,0,3
2020-21,2021-03-12,0022000582,CHI,Denzel Valentine,1627756,1043,0,,5,2,6,1,4,0,0,1,6,7,1,1,0,1,2
2020-21,2021-03-12,0022000582,CHI,Lauri Markkanen,1628374,1983,1,,20,8,18,4,10,0,0,1,5,6,2,0,0,2,2
2020-21,2021-03-12,0022000582,CHI,Patrick Williams,1630172,1236,1,,3,1,6,1,1,0,0,1,1,2,0,1,0,3,0
2020-21,2021-03-12,0022000582,CHI,Thaddeus Young,201152,1533,0,,13,6,13,0,0,1,1,4,6,10,3,1,1,2,1
2020-21,2021-03-12,0022000582,CHI,Tomas Satoransky,203107,946,0,,2,1,6,0,3,0,0,0,1,1,3,0,0,1,0
2020-21,2021-03-12,0022000582,CHI,Wendell Carter Jr.,1628976,1347,1,,4,1,5,0,0,2,2,4,6,10,3,0,0,0,2
2020-21,2021-03-12,0022000582,CHI,Zach LaVine,203897,2256,1,,30,10,16,6,8,4,4,0,6,6,6,0,2,5,3
2020-21,2021-03-12,0022000583,ORL,Nikola Vucevic,202696,1743,1,,26,12,18,2,2,0,0,3,6,9,3,0,0,4,1
2020-21,2021-03-12,0022000585,LAL,Alex Caruso,1627936,440,0,,4,1,1,0,0,2,2,0,2,2,1,0,0,0,0
2020-21,2021-03-13,0022000588,CHA,LaMelo Ball,1630163,1869,1,,23,7,11,6,9,3,3,2,7,9,6,1,1,2,1
2020-21,2021-03-13,0022000588,TOR,Stanley Johnson,1626169,853,1,,3,1,5,1,4,0,0,0,2,2,1,0,0,1,2
2020-21,2021-03-14,0022000595,PHI,Tony Bradley,1628396,1249,1,,4,2,3,0,0,0,0,2,6,8,4,0,0,0,3
2020-21,2021-03-14,0022000596,ORL,Nikola Vucevic,202696,2294,1,,38,15,27,6,13,2,3,1,9,10,6,2,0,7,3
2020-21,2021-03-14,0022000598,BOS,Javonte Green,1629750,405,0,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2020-21,2021-03-14,0022000600,CHI,Coby White,1629632,1644,0,,13,5,12,2,8,1,2,0,4,4,5,0,1,3,3
2020-21,2021-03-14,0022000600,CHI,Denzel Valentine,1627756,1188,0,,11,4,7,3,6,0,0,0,5,5,2,1,0,0,1
2020-21,2021-03-14,0022000600,CHI,Lauri Markkanen,1628374,1924,1,,13,4,12,2,9,3,3,0,7,7,1,1,1,0,0
2020-21,2021-03-14,0022000600,CHI,Patrick Williams,1630172,1594,1,,23,9,14,1,4,4,5,2,4,6,4,1,1,0,4
2020-21,2021-03-14,0022000600,TOR,Stanley Johnson,1626169,855,1,,2,1,2,0,1,0,0,0,3,3,0,0,1,1,0
2020-21,2021-03-14,0022000600,CHI,Thaddeus Young,201152,1357,1,,10,5,10,0,0,0,0,3,4,7,7,0,0,2,2
2020-21,2021-03-14,0022000600,CHI,Tomas Satoransky,203107,1533,1,,10,4,8,2,4,0,0,3,3,6,7,1,2,3,3
2020-21,2021-03-14,0022000600,CHI,Wendell Carter Jr.,1628976,1131,0,,12,4,9,0,0,4,5,4,7,11,1,1,1,0,4
2020-21,2021-03-14,0022000600,CHI,Zach LaVine,203897,2012,1,,15,4,10,1,5,6,8,0,6,6,3,0,1,3,1
2020-21,2021-03-14,0022000601,NOP,Lonzo Ball,1628366,1822,1,,20,7,10,5,8,1,1,0,8,8,5,1,0,3,2
2020-21,2021-03-15,0022000602,CHA,LaMelo Ball,1630163,1529,1,,16,7,15,0,3,2,3,0,4,4,4,1,0,0,3
2020-21,2021-03-15,0022000608,LAL,Alex Caruso,1627936,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-16,0022000609,BOS,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-16,0022000611,PHI,Tony Bradley,1628396,1006,1,,0,0,1,0,0,0,0,3,4,7,1,0,0,1,1
2020-21,2021-03-16,0022000612,CHI,Coby White,1629632,1700,0,,4,2,7,0,3,0,0,0,1,1,3,2,0,0,2
2020-21,2021-03-16,0022000612,CHI,Denzel Valentine,1627756,642,0,,2,1,4,0,3,0,0,1,1,2,0,0,0,0,0
2020-21,2021-03-16,0022000612,CHI,Lauri Markkanen,1628374,1935,1,,22,7,14,3,9,5,7,1,4,5,1,0,2,1,3
2020-21,2021-03-16,0022000612,CHI,Patrick Williams,1630172,1459,1,,2,1,9,0,2,0,0,0,3,3,0,0,1,1,1
2020-21,2021-03-16,0022000612,CHI,Thaddeus Young,201152,1335,1,,17,8,11,0,0,1,1,3,7,10,6,2,0,3,1
2020-21,2021-03-16,0022000612,CHI,Tomas Satoransky,203107,1838,1,,13,4,7,1,3,4,4,0,2,2,7,3,0,2,3
2020-21,2021-03-16,0022000612,CHI,Wendell Carter Jr.,1628976,1365,0,,9,4,8,0,0,1,2,1,8,9,2,0,1,1,1
2020-21,2021-03-16,0022000612,CHI,Zach LaVine,203897,1858,1,,40,15,20,7,12,3,3,1,2,3,2,1,0,1,2
2020-21,2021-03-16,0022000614,NOP,Lonzo Ball,1628366,2116,1,,11,4,8,3,7,0,0,1,2,3,17,2,0,2,2
2020-21,2021-03-16,0022000615,LAL,Alex Caruso,1627936,0,0,DNP - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-17,0022000616,TOR,Stanley Johnson,1626169,683,0,,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1
2020-21,2021-03-17,0022000618,PHI,Tony Bradley,1628396,947,1,,6,3,4,0,0,0,0,3,3,6,2,1,0,1,2
2020-21,2021-03-17,0022000620,BOS,Javonte Green,1629750,201,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-21,2021-03-17,0022000621,CHI,Coby White,1629632,1351,0,,9,3,11,1,7,2,2,1,2,3,0,2,0,3,4
2020-21,2021-03-17,0022000621,CHI,Denzel Valentine,1627756,421,0,,2,1,4,0,3,0,0,1,1,2,0,0,0,0,1
2020-21,2021-03-17,0022000621,CHI,Lauri Markkanen,1628374,2003,1,,10,4,10,2,6,0,0,3,4,7,1,0,1,1,2
2020-21,2021-03-17,0022000621,CHI,Patrick Williams,1630172,1925,1,,10,4,7,2,3,0,0,4,10,14,1,0,0,2,3
2020-21,2021-03-17,0022000621,CHI,Thaddeus Young,201152,1844,1,,16,8,16,0,0,0,0,1,7,8,5,2,1,6,4
2020-21,2021-03-17,0022000621,CHI,Tomas Satoransky,203107,2048,1,,7,3,8,1,3,0,0,1,1,2,7,1,0,1,1
2020-21,2021-03-17,0022000621,CHI,Wendell Carter Jr.,1628976,1036,0,,10,3,7,0,0,4,4,2,4,6,2,0,0,1,4
2020-21,2021-03-17,0022000621,CHI,Zach LaVine,203897,2263,1,,29,12,21,3,7,2,3,0,6,6,6,1,1,2,3
2020-21,2021-03-17,0022000624,CHA,LaMelo Ball,1630163,1348,1,,14,5,11,1,5,3,4,0,1,1,2,1,0,2,4
2020-21,2021-03-18,0022000627,ORL,Nikola Vucevic,202696,2156,1,,17,8,20,1,6,0,0,3,13,16,4,1,2,4,3
2020-21,2021-03-18,0022000629,NOP,Lonzo Ball,1628366,2304,1,,15,6,15,3,11,0,0,0,4,4,8,1,1,2,2
2020-21,2021-03-18,0022000630,LAL,Alex Caruso,1627936,1410,0,,5,1,7,0,2,3,4,2,3,5,3,2,0,0,2
2020-21,2021-03-18,0022000630,CHA,LaMelo Ball,1630163,2003,1,,26,10,18,2,5,4,5,0,5,5,7,1,0,6,5
2020-21,2021-03-19,0022000435,SAS,DeMar DeRozan,201942,2187,1,,20,7,12,0,0,6,7,0,1,1,7,0,0,3,1
2020-21,2021-03-19,0022000631,BOS,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-19,0022000633,ORL,Nikola Vucevic,202696,2309,1,,22,8,24,2,8,4,6,1,13,14,8,2,1,4,4
2020-21,2021-03-19,0022000634,TOR,Stanley Johnson,1626169,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-19,0022000637,CHI,Coby White,1629632,1697,0,,17,7,13,3,3,0,0,1,3,4,2,0,0,3,2
2020-21,2021-03-19,0022000637,CHI,Denzel Valentine,1627756,1218,0,,8,3,6,1,3,1,1,0,4,4,3,1,0,1,0
2020-21,2021-03-19,0022000637,CHI,Lauri Markkanen,1628374,1744,1,,10,4,11,2,6,0,1,1,1,2,2,1,0,1,1
2020-21,2021-03-19,0022000637,CHI,Patrick Williams,1630172,1289,1,,6,2,7,1,2,1,2,1,5,6,1,1,1,0,0
2020-21,2021-03-19,0022000637,CHI,Thaddeus Young,201152,1691,1,,11,5,7,1,1,0,1,3,7,10,6,1,0,2,4
2020-21,2021-03-19,0022000637,CHI,Tomas Satoransky,203107,1849,1,,8,2,3,1,2,3,4,1,2,3,5,0,0,4,3
2020-21,2021-03-19,0022000637,CHI,Wendell Carter Jr.,1628976,1406,0,,6,2,5,1,1,1,4,2,4,6,5,0,0,0,4
2020-21,2021-03-19,0022000637,CHI,Zach LaVine,203897,2259,1,,32,10,20,3,9,9,9,0,2,2,4,0,0,3,2
2020-21,2021-03-20,0022000640,LAL,Alex Caruso,1627936,1240,0,,3,1,3,1,1,0,2,2,2,4,2,1,1,1,2
2020-21,2021-03-20,0022000641,PHI,Tony Bradley,1628396,1429,1,,14,6,8,0,0,2,2,1,7,8,1,0,1,1,3
2020-21,2021-03-20,0022000643,SAS,DeMar DeRozan,201942,2299,1,,22,8,18,1,3,5,6,0,3,3,13,1,2,1,0
2020-21,2021-03-20,0022000644,CHA,LaMelo Ball,1630163,1307,1,,13,4,12,1,4,4,7,0,5,5,2,3,0,1,4
2020-21,2021-03-21,0022000167,BOS,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-21,0022000167,ORL,Nikola Vucevic,202696,2210,1,,22,9,20,3,6,1,2,3,10,13,3,0,0,0,1
2020-21,2021-03-21,0022000646,NOP,Lonzo Ball,1628366,0,0,DND - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-21,0022000648,TOR,Stanley Johnson,1626169,891,0,,2,1,4,0,3,0,0,1,0,1,0,2,0,0,3
2020-21,2021-03-21,0022000649,CHI,Coby White,1629632,1015,0,,7,2,7,1,2,2,2,0,3,3,4,2,0,4,1
2020-21,2021-03-21,0022000649,CHI,Denzel Valentine,1627756,1115,0,,9,3,5,3,4,0,0,1,2,3,2,0,0,0,1
2020-21,2021-03-21,0022000649,CHI,Lauri Markkanen,1628374,1737,1,,16,6,15,3,9,1,1,1,7,8,0,0,1,0,2
2020-21,2021-03-21,0022000649,CHI,Patrick Williams,1630172,2041,1,,10,5,5,0,0,0,0,0,7,7,1,0,2,2,3
2020-21,2021-03-21,0022000649,CHI,Thaddeus Young,201152,1233,1,,8,3,9,0,0,2,2,1,7,8,5,3,0,2,3
2020-21,2021-03-21,0022000649,CHI,Tomas Satoransky,203107,1650,1,,8,4,9,0,1,0,0,0,2,2,9,3,1,3,1
2020-21,2021-03-21,0022000649,CHI,Wendell Carter Jr.,1628976,817,0,,4,0,2,0,0,4,4,1,2,3,0,0,1,0,1
2020-21,2021-03-21,0022000649,CHI,Zach LaVine,203897,1950,1,,18,6,16,3,7,3,3,0,3,3,1,0,1,4,0
2020-21,2021-03-21,0022000650,PHI,Tony Bradley,1628396,1168,1,,0,0,1,0,0,0,2,2,4,6,2,0,0,1,2
2020-21,2021-03-21,0022000651,LAL,Alex Caruso,1627936,1496,0,,7,2,5,0,1,3,3,0,5,5,4,0,0,3,5
2020-21,2021-03-22,0022000655,SAS,DeMar DeRozan,201942,2099,1,,28,11,16,0,2,6,7,0,2,2,5,1,0,0,5
2020-21,2021-03-22,0022000656,CHI,Coby White,1629632,1407,0,,10,4,12,2,5,0,0,0,1,1,3,0,0,3,1
2020-21,2021-03-22,0022000656,CHI,Denzel Valentine,1627756,986,0,,2,0,4,0,4,2,2,0,1,1,1,0,0,1,0
2020-21,2021-03-22,0022000656,CHI,Lauri Markkanen,1628374,1130,1,,8,3,12,0,2,2,2,2,5,7,1,1,0,0,0
2020-21,2021-03-22,0022000656,CHI,Patrick Williams,1630172,1835,1,,6,3,6,0,2,0,0,0,4,4,1,1,1,1,2
2020-21,2021-03-22,0022000656,CHI,Thaddeus Young,201152,1541,1,,14,7,14,0,0,0,0,5,4,9,2,1,0,1,0
2020-21,2021-03-22,0022000656,CHI,Tomas Satoransky,203107,1818,1,,13,5,7,0,1,3,3,0,2,2,4,1,2,1,2
2020-21,2021-03-22,0022000656,CHI,Wendell Carter Jr.,1628976,1073,0,,6,3,5,0,0,0,0,3,5,8,2,1,0,1,1
2020-21,2021-03-22,0022000656,CHI,Zach LaVine,203897,1947,1,,27,10,25,4,10,3,3,1,6,7,4,0,0,3,2
2020-21,2021-03-22,0022000657,TOR,Stanley Johnson,1626169,990,1,,0,0,2,0,2,0,0,0,3,3,0,0,0,1,3
2020-21,2021-03-22,0022000658,BOS,Javonte Green,1629750,307,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2020-21,2021-03-23,0022000661,ORL,Nikola Vucevic,202696,2039,1,,18,8,25,2,8,0,0,1,6,7,2,0,1,1,1
2020-21,2021-03-23,0022000663,LAL,Alex Caruso,1627936,1441,0,,10,3,5,2,2,2,5,0,3,3,2,2,0,0,0
2020-21,2021-03-23,0022000663,NOP,Lonzo Ball,1628366,0,0,DND - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-23,0022000665,PHI,Tony Bradley,1628396,1977,1,,18,8,8,0,0,2,2,4,7,11,0,2,2,1,3
2020-21,2021-03-24,0022000668,TOR,Stanley Johnson,1626169,294,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
2020-21,2021-03-24,0022000669,BOS,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-24,0022000670,ORL,Nikola Vucevic,202696,2032,1,,27,11,19,3,5,2,3,3,11,14,4,1,1,1,2
2020-21,2021-03-24,0022000671,CHI,Coby White,1629632,1587,0,,11,4,12,1,5,2,2,1,2,3,3,2,0,1,0
2020-21,2021-03-24,0022000671,CHI,Denzel Valentine,1627756,790,0,,0,0,2,0,1,0,0,1,2,3,1,0,0,0,1
2020-21,2021-03-24,0022000671,CHI,Lauri Markkanen,1628374,1751,1,,17,7,15,1,5,2,2,2,3,5,2,1,0,0,1
2020-21,2021-03-24,0022000671,CHI,Patrick Williams,1630172,1919,1,,5,2,6,0,1,1,2,1,4,5,1,1,0,1,1
2020-21,2021-03-24,0022000671,CHI,Thaddeus Young,201152,1265,1,,8,4,6,0,0,0,0,1,4,5,1,1,3,4,1
2020-21,2021-03-24,0022000671,CHI,Tomas Satoransky,203107,1531,1,,11,4,8,1,3,2,2,0,2,2,4,0,0,2,2
2020-21,2021-03-24,0022000671,CHI,Wendell Carter Jr.,1628976,1343,0,,7,3,5,0,0,1,2,2,7,9,1,0,0,1,2
2020-21,2021-03-24,0022000671,CHI,Zach LaVine,203897,2054,1,,22,8,20,4,9,2,2,0,3,3,4,0,1,5,3
2020-21,2021-03-24,0022000675,SAS,DeMar DeRozan,201942,1687,1,,19,7,18,0,0,5,5,0,3,3,3,1,0,4,2
2020-21,2021-03-25,0022000680,SAS,DeMar DeRozan,201942,1865,1,,23,8,19,0,1,7,8,0,4,4,2,2,0,3,1
2020-21,2021-03-25,0022000681,LAL,Alex Caruso,1627936,852,0,,1,0,4,0,1,1,2,1,5,6,2,1,0,3,2
2020-21,2021-03-26,0022000684,TOR,Stanley Johnson,1626169,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-26,0022000689,NOP,Lonzo Ball,1628366,0,0,DND - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-26,0022000693,LAL,Alex Caruso,1627936,1433,0,,5,1,4,0,3,3,4,0,3,3,1,4,0,1,2
2020-21,2021-03-27,0022000697,CHI,Coby White,1629632,1535,0,,13,5,12,2,5,1,1,0,5,5,4,1,1,1,4
2020-21,2021-03-27,0022000697,SAS,DeMar DeRozan,201942,1897,1,,17,7,14,0,0,3,4,0,4,4,7,4,0,2,0
2020-21,2021-03-27,0022000697,CHI,Denzel Valentine,1627756,348,0,,2,1,5,0,2,0,0,1,1,2,0,0,0,0,1
2020-21,2021-03-27,0022000697,CHI,Javonte Green,1629750,628,0,,0,0,2,0,1,0,0,0,4,4,0,1,2,2,2
2020-21,2021-03-27,0022000697,CHI,Lauri Markkanen,1628374,1566,1,,10,4,10,1,6,1,1,0,3,3,0,0,0,1,2
2020-21,2021-03-27,0022000697,CHI,Nikola Vucevic,202696,1906,1,,21,9,16,2,4,1,1,2,7,9,3,0,0,0,4
2020-21,2021-03-27,0022000697,CHI,Patrick Williams,1630172,1143,1,,6,3,7,0,2,0,0,1,2,3,1,0,0,2,0
2020-21,2021-03-27,0022000697,CHI,Thaddeus Young,201152,1338,0,,10,5,11,0,1,0,1,2,4,6,9,0,0,2,3
2020-21,2021-03-27,0022000697,CHI,Tomas Satoransky,203107,1035,1,,8,3,7,1,3,1,1,3,0,3,3,2,0,2,3
2020-21,2021-03-27,0022000697,CHI,Zach LaVine,203897,1685,1,,18,6,15,1,5,5,6,0,3,3,1,0,0,2,0
2020-21,2021-03-28,0022000704,TOR,Stanley Johnson,1626169,1246,0,,11,3,4,2,3,3,4,0,1,1,2,0,2,0,3
2020-21,2021-03-28,0022000706,LAL,Alex Caruso,1627936,1269,0,,3,1,5,1,3,0,2,0,4,4,5,2,1,1,1
2020-21,2021-03-28,0022000706,ORL,Wendell Carter Jr.,1628976,1215,0,,8,2,3,0,1,4,7,1,7,8,0,1,0,1,2
2020-21,2021-03-29,0022000711,TOR,Stanley Johnson,1626169,781,0,,0,0,0,0,0,0,0,0,4,4,1,1,0,3,4
2020-21,2021-03-29,0022000713,OKC,Tony Bradley,1628396,847,0,,8,3,3,0,0,2,2,2,3,5,1,1,0,4,3
2020-21,2021-03-29,0022000714,SAS,DeMar DeRozan,201942,1941,1,,17,6,15,0,1,5,5,0,3,3,8,0,0,2,2
2020-21,2021-03-29,0022000716,CHI,Denzel Valentine,1627756,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-29,0022000716,CHI,Javonte Green,1629750,755,0,,2,1,3,0,0,0,0,2,0,2,1,1,0,1,1
2020-21,2021-03-29,0022000716,CHI,Lauri Markkanen,1628374,1330,0,,13,5,9,3,4,0,0,0,6,6,1,0,0,1,0
2020-21,2021-03-29,0022000716,CHI,Nikola Vucevic,202696,1593,1,,21,9,13,0,4,3,3,1,8,9,6,0,1,2,3
2020-21,2021-03-29,0022000716,CHI,Patrick Williams,1630172,1960,1,,14,7,13,0,1,0,0,0,6,6,4,1,1,2,1
2020-21,2021-03-29,0022000716,CHI,Thaddeus Young,201152,1412,1,,10,5,6,0,1,0,0,1,3,4,2,1,1,3,2
2020-21,2021-03-29,0022000716,CHI,Tomas Satoransky,203107,1802,1,,14,6,11,1,3,1,1,2,0,2,8,1,0,2,0
2020-21,2021-03-29,0022000716,CHI,Zach LaVine,203897,1895,1,,12,4,16,1,7,3,4,1,3,4,4,0,0,4,4
2020-21,2021-03-30,0022000720,ORL,Wendell Carter Jr.,1628976,1083,0,,11,4,4,1,1,2,2,3,3,6,3,0,3,2,1
2020-21,2021-03-31,0022000727,TOR,Stanley Johnson,1626169,1102,0,,8,4,5,0,0,0,0,0,5,5,1,0,0,0,4
2020-21,2021-03-31,0022000727,OKC,Tony Bradley,1628396,1075,0,,5,1,4,0,0,3,4,2,5,7,1,0,1,1,0
2020-21,2021-03-31,0022000728,SAS,DeMar DeRozan,201942,1980,1,,26,12,20,0,0,2,2,2,3,5,7,0,1,4,1
2020-21,2021-03-31,0022000729,LAL,Alex Caruso,1627936,1694,0,,6,3,7,0,2,0,0,0,4,4,2,2,1,0,2
2020-21,2021-03-31,0022000730,CHI,Denzel Valentine,1627756,1747,0,,19,8,18,3,9,0,0,1,5,6,4,0,0,2,2
2020-21,2021-03-31,0022000730,CHI,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-03-31,0022000730,CHI,Lauri Markkanen,1628374,2056,1,,16,5,13,2,8,4,5,2,8,10,2,0,0,1,1
2020-21,2021-03-31,0022000730,CHI,Nikola Vucevic,202696,2064,1,,24,8,18,2,4,6,6,3,7,10,3,2,1,0,1
2020-21,2021-03-31,0022000730,CHI,Patrick Williams,1630172,1890,1,,16,7,11,2,3,0,0,1,2,3,1,1,1,1,4
2020-21,2021-03-31,0022000730,CHI,Thaddeus Young,201152,1700,1,,19,7,14,0,0,5,6,6,4,10,4,1,0,1,1
2020-21,2021-03-31,0022000730,CHI,Tomas Satoransky,203107,1821,1,,9,3,11,1,4,2,2,2,1,3,7,2,0,3,6
2020-21,2021-04-01,0022000734,ORL,Wendell Carter Jr.,1628976,1859,0,,21,8,13,0,1,5,5,4,8,12,2,0,1,2,3
2020-21,2021-04-01,0022000735,SAS,DeMar DeRozan,201942,2813,1,,36,14,27,0,1,8,10,1,4,5,9,0,0,1,4
2020-21,2021-04-02,0022000737,TOR,Stanley Johnson,1626169,1203,0,,0,0,6,0,2,0,0,2,5,7,4,0,0,1,0
2020-21,2021-04-02,0022000742,NOP,Lonzo Ball,1628366,0,0,DND - Injury/Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-02,0022000743,CHI,Coby White,1629632,1417,0,,4,2,6,0,3,0,0,0,1,1,3,0,1,1,4
2020-21,2021-04-02,0022000743,CHI,Denzel Valentine,1627756,1319,0,,12,4,8,2,5,2,2,0,4,4,4,1,0,1,2
2020-21,2021-04-02,0022000743,CHI,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-02,0022000743,CHI,Lauri Markkanen,1628374,1361,0,,5,2,5,0,2,1,1,0,2,2,1,0,0,0,0
2020-21,2021-04-02,0022000743,CHI,Nikola Vucevic,202696,1734,1,,16,5,14,1,5,5,6,1,7,8,4,0,1,0,2
2020-21,2021-04-02,0022000743,CHI,Patrick Williams,1630172,1976,1,,8,4,7,0,0,0,0,1,2,3,3,2,0,1,1
2020-21,2021-04-02,0022000743,CHI,Thaddeus Young,201152,1969,1,,25,11,17,0,0,3,4,4,3,7,3,1,0,1,4
2020-21,2021-04-02,0022000743,CHI,Tomas Satoransky,203107,1536,1,,10,4,5,2,3,0,0,1,5,6,4,1,0,0,5
2020-21,2021-04-02,0022000743,CHI,Zach LaVine,203897,1869,1,,23,10,22,2,8,1,2,0,5,5,3,0,0,2,1
2020-21,2021-04-02,0022000744,OKC,Tony Bradley,1628396,1454,0,,9,4,6,0,2,1,1,2,4,6,0,0,1,1,3
2020-21,2021-04-02,0022000746,LAL,Alex Caruso,1627936,1094,0,,8,3,4,2,2,0,0,0,2,2,3,0,0,2,4
2020-21,2021-04-03,0022000751,SAS,DeMar DeRozan,201942,2216,1,,25,6,12,0,0,13,15,1,3,4,6,0,0,5,4
2020-21,2021-04-03,0022000752,ORL,Wendell Carter Jr.,1628976,2051,1,,19,6,12,0,3,7,8,4,8,12,1,0,2,1,0
2020-21,2021-04-03,0022000753,OKC,Tony Bradley,1628396,1471,0,,14,6,8,0,0,2,2,2,6,8,2,1,1,1,3
2020-21,2021-04-04,0022000755,CHI,Denzel Valentine,1627756,640,0,,2,1,3,0,1,0,0,0,0,0,1,0,0,1,1
2020-21,2021-04-04,0022000755,CHI,Javonte Green,1629750,0,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-04,0022000755,CHI,Lauri Markkanen,1628374,1380,0,,8,3,6,0,1,2,2,0,5,5,0,0,0,1,0
2020-21,2021-04-04,0022000755,CHI,Nikola Vucevic,202696,1942,1,,22,10,17,1,4,1,2,1,12,13,2,2,2,1,2
2020-21,2021-04-04,0022000755,CHI,Patrick Williams,1630172,1839,1,,11,4,5,1,2,2,4,1,2,3,1,0,0,0,0
2020-21,2021-04-04,0022000755,CHI,Thaddeus Young,201152,1311,1,,12,3,8,0,0,6,6,0,5,5,5,0,1,1,2
2020-21,2021-04-04,0022000755,CHI,Tomas Satoransky,203107,1848,1,,19,8,10,2,3,1,1,0,1,1,11,2,0,2,1
