event_id,game_id,date,matchup,actual_wl,actual_margin,b2b_second_night,proxy,scenario,protagonist_rating,lamelo_rating,protagonist_impact,lamelo_impact,core_donor_impact,young_bridge_impact,base_impact,base_alt_margin,base_alt_wl,base_flip,fatigue_05_impact,fatigue_05_alt_margin,fatigue_05_alt_wl,fatigue_05_flip,fatigue_10_impact,fatigue_10_alt_margin,fatigue_10_alt_wl,fatigue_10_flip,no_bridge_alt_margin,no_bridge_alt_wl
CHI_2020_21_G018,0022000298,2021-01-30,CHI vs. POR,L,-1,0,BPM,HIGH,0.3,1.8,0.175000,1.012500,2.479028,0.000000,3.666528,2.666528,W,1,0.000000,2.666528,W,1,0.000000,2.666528,W,1,2.666528,W
CHI_2020_21_G019,0022000315,2021-02-01,CHI vs. NYK,W,8,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.829236,0.000000,4.097986,12.097986,W,0,0.000000,12.097986,W,0,0.000000,12.097986,W,0,12.097986,W
CHI_2020_21_G020,0022000332,2021-02-03,CHI vs. NYK,L,-4,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.837917,0.000000,4.106667,0.106667,W,1,0.000000,0.106667,W,1,0.000000,0.106667,W,1,0.106667,W
CHI_2020_21_G021,0022000344,2021-02-05,CHI @ ORL,L,-4,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.775903,0.000000,4.044653,0.044653,W,1,0.000000,0.044653,W,1,0.000000,0.044653,W,1,0.044653,W
CHI_2020_21_G022,0022000353,2021-02-06,CHI @ ORL,W,26,1,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.273507,0.000000,3.542257,29.542257,W,0,-0.604167,28.938090,W,0,-1.208333,28.333924,W,0,29.542257,W
CHI_2020_21_G023,0022000368,2021-02-08,CHI vs. WAS,L,-4,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.428819,0.000000,3.697569,-0.302431,L,0,0.000000,-0.302431,L,0,0.000000,-0.302431,L,0,-0.302431,L
CHI_2020_21_G024,0022000385,2021-02-10,CHI vs. NOP,W,13,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.625486,0.000000,3.894236,16.894236,W,0,0.000000,16.894236,W,0,0.000000,16.894236,W,0,16.894236,W
CHI_2020_21_G025,0022000400,2021-02-12,CHI vs. LAC,L,-19,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.149340,0.000000,3.418090,-15.581910,L,0,0.000000,-15.581910,L,0,0.000000,-15.581910,L,0,-15.581910,L
CHI_2020_21_G026,0022000420,2021-02-15,CHI @ IND,W,8,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.589444,0.000000,3.858194,11.858194,W,0,0.000000,11.858194,W,0,0.000000,11.858194,W,0,11.858194,W
CHI_2020_21_G027,0022000564,2021-02-17,CHI vs. DET,W,3,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.305069,0.000000,3.573819,6.573819,W,0,0.000000,6.573819,W,0,0.000000,6.573819,W,0,6.573819,W
CHI_2020_21_G028,0022000450,2021-02-19,CHI @ PHI,L,-7,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.501667,0.000000,3.770417,-3.229583,L,0,0.000000,-3.229583,L,0,0.000000,-3.229583,L,0,-3.229583,L
CHI_2020_21_G029,0022000460,2021-02-20,CHI vs. SAC,W,8,1,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.599028,0.000000,3.867778,11.867778,W,0,-0.604167,11.263611,W,0,-1.208333,10.659444,W,0,11.867778,W
CHI_2020_21_G030,0022000474,2021-02-22,CHI @ HOU,W,20,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.160347,0.000000,3.429097,23.429097,W,0,0.000000,23.429097,W,0,0.000000,23.429097,W,0,23.429097,W
CHI_2020_21_G031,0022000493,2021-02-24,CHI vs. MIN,W,7,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.366319,0.000000,3.635069,10.635069,W,0,0.000000,10.635069,W,0,0.000000,10.635069,W,0,10.635069,W
CHI_2020_21_G032,0022000508,2021-02-26,CHI vs. PHX,L,-9,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.569132,0.000000,3.837882,-5.162118,L,0,0.000000,-5.162118,L,0,0.000000,-5.162118,L,0,-5.162118,L
CHI_2020_21_G033,0022000531,2021-03-01,CHI vs. DEN,L,-6,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.607431,0.000000,3.876181,-2.123819,L,0,0.000000,-2.123819,L,0,0.000000,-2.123819,L,0,-2.123819,L
CHI_2020_21_G034,0022000548,2021-03-03,CHI @ NOP,W,4,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.501875,0.000000,3.770625,7.770625,W,0,0.000000,7.770625,W,0,0.000000,7.770625,W,0,7.770625,W
CHI_2020_21_G035,0022000572,2021-03-11,CHI vs. PHI,L,-22,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.293264,0.000000,3.562014,-18.437986,L,0,0.000000,-18.437986,L,0,0.000000,-18.437986,L,0,-18.437986,L
CHI_2020_21_G036,0022000582,2021-03-12,CHI vs. MIA,L,-11,1,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.753437,-0.043542,3.978646,-7.021354,L,0,-0.604167,-7.625521,L,0,-1.208333,-8.229688,L,0,-6.977812,L
CHI_2020_21_G037,0022000600,2021-03-14,CHI vs. TOR,W,23,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.366389,0.000000,3.635139,26.635139,W,0,0.000000,26.635139,W,0,0.000000,26.635139,W,0,26.635139,W
CHI_2020_21_G038,0022000612,2021-03-16,CHI vs. OKC,W,21,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.083299,0.000000,3.352049,24.352049,W,0,0.000000,24.352049,W,0,0.000000,24.352049,W,0,24.352049,W
CHI_2020_21_G039,0022000621,2021-03-17,CHI vs. SAS,L,-7,1,BPM,HIGH,0.3,1.8,0.181250,1.087500,1.941007,0.000000,3.209757,-3.790243,L,0,-0.604167,-4.394410,L,0,-1.208333,-4.998576,L,0,-3.790243,L
CHI_2020_21_G040,0022000637,2021-03-19,CHI @ DEN,L,-4,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.389479,0.000000,3.658229,-0.341771,L,0,0.000000,-0.341771,L,0,0.000000,-0.341771,L,0,-0.341771,L
CHI_2020_21_G041,0022000649,2021-03-21,CHI @ DET,W,14,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.443056,0.000000,3.711806,17.711806,W,0,0.000000,17.711806,W,0,0.000000,17.711806,W,0,17.711806,W
CHI_2020_21_G042,0022000656,2021-03-22,CHI vs. UTA,L,-25,1,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.185729,0.000000,3.454479,-21.545521,L,0,-0.604167,-22.149688,L,0,-1.208333,-22.753854,L,0,-21.545521,L
CHI_2020_21_G043,0022000671,2021-03-24,CHI vs. CLE,L,-9,0,BPM,HIGH,0.3,1.8,0.181250,1.087500,2.694236,0.000000,3.962986,-5.037014,L,0,0.000000,-5.037014,L,0,0.000000,-5.037014,L,0,-5.037014,L
CHI_2020_21_G001,0022000015,2020-12-23,CHI vs. ATL,L,-20,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,2.214715,0.000000,-0.272785,-20.272785,L,0,0.000000,-20.272785,L,0,0.000000,-20.272785,L,0,-20.272785,L
CHI_2020_21_G002,0022000026,2020-12-26,CHI vs. IND,L,-19,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.628477,0.000000,-0.859023,-19.859023,L,0,0.000000,-19.859023,L,0,0.000000,-19.859023,L,0,-19.859023,L
CHI_2020_21_G003,0022000038,2020-12-27,CHI vs. GSW,L,-1,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.880317,0.000000,-0.607183,-1.607183,L,0,-0.541667,-2.148850,L,0,-1.083333,-2.690516,L,0,-1.607183,L
CHI_2020_21_G004,0022000050,2020-12-29,CHI @ WAS,W,8,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.751727,0.000000,-0.735773,7.264227,W,0,0.000000,7.264227,W,0,0.000000,7.264227,W,0,7.264227,W
CHI_2020_21_G005,0022000063,2020-12-31,CHI @ WAS,W,3,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.827310,0.038813,-0.621377,2.378623,W,0,0.000000,2.378623,W,0,0.000000,2.378623,W,0,2.339810,W
CHI_2020_21_G006,0022000073,2021-01-01,CHI @ MIL,L,-30,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.892173,0.000000,-0.595327,-30.595327,L,0,-0.541667,-31.136993,L,0,-1.083333,-31.678660,L,0,-30.595327,L
CHI_2020_21_G007,0022000090,2021-01-03,CHI vs. DAL,W,10,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,2.105825,0.000000,-0.381675,9.618325,W,0,0.000000,9.618325,W,0,0.000000,9.618325,W,0,9.618325,W
CHI_2020_21_G008,0022000106,2021-01-05,CHI @ POR,W,3,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,2.031055,0.000000,-0.456445,2.543555,W,0,0.000000,2.543555,W,0,0.000000,2.543555,W,0,2.543555,W
CHI_2020_21_G009,0022000117,2021-01-06,CHI @ SAC,L,-4,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,1.954280,0.000000,-0.533220,-4.533220,L,0,-0.541667,-5.074887,L,0,-1.083333,-5.616553,L,0,-4.533220,L
CHI_2020_21_G010,0022000131,2021-01-08,CHI @ LAL,L,-2,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.237500,-1.250000,2.097769,0.000000,-0.389731,-2.389731,L,0,0.000000,-2.389731,L,0,0.000000,-2.389731,L,0,-2.389731,L
CHI_2020_21_G011,0022000142,2021-01-10,CHI @ LAC,L,-3,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,2.290948,0.000000,-0.342386,-3.342386,L,0,0.000000,-3.342386,L,0,0.000000,-3.342386,L,0,-3.342386,L
CHI_2020_21_G012,0022000184,2021-01-15,CHI @ OKC,L,-2,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,2.375732,0.000000,-0.257601,-2.257601,L,0,0.000000,-2.257601,L,0,0.000000,-2.257601,L,0,-2.257601,L
CHI_2020_21_G013,0022000198,2021-01-17,CHI @ DAL,W,16,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,1.276511,0.000000,-1.356822,14.643178,W,0,0.000000,14.643178,W,0,0.000000,14.643178,W,0,14.643178,W
CHI_2020_21_G014,0022000211,2021-01-18,CHI vs. HOU,W,5,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,0.698811,0.000000,-1.934522,3.065478,W,0,-0.572917,2.492561,W,0,-1.145833,1.919644,W,0,3.065478,W
CHI_2020_21_G015,0022000229,2021-01-22,CHI @ CHA,W,13,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,1.456348,0.000000,-1.176986,11.823014,W,0,0.000000,11.823014,W,0,0.000000,11.823014,W,0,11.823014,W
CHI_2020_21_G016,0022000245,2021-01-23,CHI vs. LAL,L,-11,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,2.097577,0.000000,-0.535756,-11.535756,L,0,-0.572917,-12.108673,L,0,-1.145833,-12.681590,L,0,-11.535756,L
CHI_2020_21_G017,0022000262,2021-01-25,CHI vs. BOS,L,-16,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,0.985821,0.000000,-1.647513,-17.647513,L,0,0.000000,-17.647513,L,0,0.000000,-17.647513,L,0,-17.647513,L
CHI_2020_21_G018,0022000298,2021-01-30,CHI vs. POR,L,-1,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.283333,-1.350000,1.786370,0.000000,-0.846963,-1.846963,L,0,0.000000,-1.846963,L,0,0.000000,-1.846963,L,0,-1.846963,L
CHI_2020_21_G019,0022000315,2021-02-01,CHI vs. NYK,W,8,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,2.102520,0.000000,-0.676646,7.323354,W,0,0.000000,7.323354,W,0,0.000000,7.323354,W,0,7.323354,W
CHI_2020_21_G020,0022000332,2021-02-03,CHI vs. NYK,L,-4,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,2.215695,0.000000,-0.563472,-4.563472,L,0,0.000000,-4.563472,L,0,0.000000,-4.563472,L,0,-4.563472,L
CHI_2020_21_G021,0022000344,2021-02-05,CHI @ ORL,L,-4,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,2.004962,0.000000,-0.774204,-4.774204,L,0,0.000000,-4.774204,L,0,0.000000,-4.774204,L,0,-4.774204,L
CHI_2020_21_G022,0022000353,2021-02-06,CHI @ ORL,W,26,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.837749,0.000000,-0.941418,25.058582,W,0,-0.604167,24.454415,W,0,-1.208333,23.850249,W,0,25.058582,W
CHI_2020_21_G023,0022000368,2021-02-08,CHI vs. WAS,L,-4,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.974770,0.000000,-0.804396,-4.804396,L,0,0.000000,-4.804396,L,0,0.000000,-4.804396,L,0,-4.804396,L
CHI_2020_21_G024,0022000385,2021-02-10,CHI vs. NOP,W,13,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,2.038568,0.000000,-0.740598,12.259402,W,0,0.000000,12.259402,W,0,0.000000,12.259402,W,0,12.259402,W
CHI_2020_21_G025,0022000400,2021-02-12,CHI vs. LAC,L,-19,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.836918,0.000000,-0.942249,-19.942249,L,0,0.000000,-19.942249,L,0,0.000000,-19.942249,L,0,-19.942249,L
CHI_2020_21_G026,0022000420,2021-02-15,CHI @ IND,W,8,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.732939,0.000000,-1.046227,6.953773,W,0,0.000000,6.953773,W,0,0.000000,6.953773,W,0,6.953773,W
CHI_2020_21_G027,0022000564,2021-02-17,CHI vs. DET,W,3,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.711708,0.000000,-1.067459,1.932541,W,0,0.000000,1.932541,W,0,0.000000,1.932541,W,0,1.932541,W
CHI_2020_21_G028,0022000450,2021-02-19,CHI @ PHI,L,-7,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.763389,0.000000,-1.015778,-8.015778,L,0,0.000000,-8.015778,L,0,0.000000,-8.015778,L,0,-8.015778,L
CHI_2020_21_G029,0022000460,2021-02-20,CHI vs. SAC,W,8,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.968444,0.000000,-0.810723,7.189277,W,0,-0.604167,6.585111,W,0,-1.208333,5.980944,W,0,7.189277,W
CHI_2020_21_G030,0022000474,2021-02-22,CHI @ HOU,W,20,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.814033,0.000000,-0.965133,19.034867,W,0,0.000000,19.034867,W,0,0.000000,19.034867,W,0,19.034867,W
CHI_2020_21_G031,0022000493,2021-02-24,CHI vs. MIN,W,7,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.638335,0.000000,-1.140831,5.859169,W,0,0.000000,5.859169,W,0,0.000000,5.859169,W,0,5.859169,W
CHI_2020_21_G032,0022000508,2021-02-26,CHI vs. PHX,L,-9,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.969186,0.000000,-0.809981,-9.809981,L,0,0.000000,-9.809981,L,0,0.000000,-9.809981,L,0,-9.809981,L
CHI_2020_21_G033,0022000531,2021-03-01,CHI vs. DEN,L,-6,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.933612,0.000000,-0.845555,-6.845555,L,0,0.000000,-6.845555,L,0,0.000000,-6.845555,L,0,-6.845555,L
CHI_2020_21_G034,0022000548,2021-03-03,CHI @ NOP,W,4,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.459336,0.000000,-1.319831,2.680169,W,0,0.000000,2.680169,W,0,0.000000,2.680169,W,0,2.680169,W
CHI_2020_21_G035,0022000572,2021-03-11,CHI vs. PHI,L,-22,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.752859,0.000000,-1.026308,-23.026308,L,0,0.000000,-23.026308,L,0,0.000000,-23.026308,L,0,-23.026308,L
CHI_2020_21_G036,0022000582,2021-03-12,CHI vs. MIA,L,-11,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.751313,-0.038813,-1.066666,-12.066666,L,0,-0.604167,-12.670833,L,0,-1.208333,-13.274999,L,0,-12.027853,L
CHI_2020_21_G037,0022000600,2021-03-14,CHI vs. TOR,W,23,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.597808,0.000000,-1.181359,21.818641,W,0,0.000000,21.818641,W,0,0.000000,21.818641,W,0,21.818641,W
CHI_2020_21_G038,0022000612,2021-03-16,CHI vs. OKC,W,21,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.254880,0.000000,-1.524287,19.475713,W,0,0.000000,19.475713,W,0,0.000000,19.475713,W,0,19.475713,W
CHI_2020_21_G039,0022000621,2021-03-17,CHI vs. SAS,L,-7,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.609659,0.000000,-1.169508,-8.169508,L,0,-0.604167,-8.773674,L,0,-1.208333,-9.377841,L,0,-8.169508,L
CHI_2020_21_G040,0022000637,2021-03-19,CHI @ DEN,L,-4,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.371357,0.000000,-1.407810,-5.407810,L,0,0.000000,-5.407810,L,0,0.000000,-5.407810,L,0,-5.407810,L
CHI_2020_21_G041,0022000649,2021-03-21,CHI @ DET,W,14,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.792197,0.000000,-0.986970,13.013030,W,0,0.000000,13.013030,W,0,0.000000,13.013030,W,0,13.013030,W
CHI_2020_21_G042,0022000656,2021-03-22,CHI vs. UTA,L,-25,1,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.761981,0.000000,-1.017185,-26.017185,L,0,-0.604167,-26.621352,L,0,-1.208333,-27.225519,L,0,-26.017185,L
CHI_2020_21_G043,0022000671,2021-03-24,CHI vs. CLE,L,-9,0,RAPTOR_EB,LOW,-2.2,-2.4,-1.329167,-1.450000,1.831294,0.000000,-0.947873,-9.947873,L,0,0.000000,-9.947873,L,0,0.000000,-9.947873,L,0,-9.947873,L
CHI_2020_21_G001,0022000015,2020-12-23,CHI vs. ATL,L,-20,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,2.214715,0.000000,1.504298,-18.495702,L,0,0.000000,-18.495702,L,0,0.000000,-18.495702,L,0,-18.495702,L
CHI_2020_21_G002,0022000026,2020-12-26,CHI vs. IND,L,-19,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.628477,0.000000,0.918060,-18.081940,L,0,0.000000,-18.081940,L,0,0.000000,-18.081940,L,0,-18.081940,L
CHI_2020_21_G003,0022000038,2020-12-27,CHI vs. GSW,L,-1,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.880317,0.000000,1.169900,0.169900,W,1,-0.541667,-0.371766,L,0,-1.083333,-0.913433,L,0,0.169900,W
CHI_2020_21_G004,0022000050,2020-12-29,CHI @ WAS,W,8,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.751727,0.000000,1.041310,9.041310,W,0,0.000000,9.041310,W,0,0.000000,9.041310,W,0,9.041310,W
CHI_2020_21_G005,0022000063,2020-12-31,CHI @ WAS,W,3,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.827310,0.038813,1.155706,4.155706,W,0,0.000000,4.155706,W,0,0.000000,4.155706,W,0,4.116894,W
CHI_2020_21_G006,0022000073,2021-01-01,CHI @ MIL,L,-30,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.892173,0.000000,1.181757,-28.818243,L,0,-0.541667,-29.359910,L,0,-1.083333,-29.901577,L,0,-28.818243,L
CHI_2020_21_G007,0022000090,2021-01-03,CHI vs. DAL,W,10,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,2.105825,0.000000,1.395408,11.395408,W,0,0.000000,11.395408,W,0,0.000000,11.395408,W,0,11.395408,W
CHI_2020_21_G008,0022000106,2021-01-05,CHI @ POR,W,3,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,2.031055,0.000000,1.320638,4.320638,W,0,0.000000,4.320638,W,0,0.000000,4.320638,W,0,4.320638,W
CHI_2020_21_G009,0022000117,2021-01-06,CHI @ SAC,L,-4,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,1.954280,0.000000,1.243863,-2.756137,L,0,-0.541667,-3.297803,L,0,-1.083333,-3.839470,L,0,-2.756137,L
CHI_2020_21_G010,0022000131,2021-01-08,CHI @ LAL,L,-2,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.450000,-0.260417,2.097769,0.000000,1.387352,-0.612648,L,0,0.000000,-0.612648,L,0,0.000000,-0.612648,L,0,-0.612648,L
CHI_2020_21_G011,0022000142,2021-01-10,CHI @ LAC,L,-3,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,2.290948,0.000000,1.543031,-1.456969,L,0,0.000000,-1.456969,L,0,0.000000,-1.456969,L,0,-1.456969,L
CHI_2020_21_G012,0022000184,2021-01-15,CHI @ OKC,L,-2,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,2.375732,0.000000,1.627815,-0.372185,L,0,0.000000,-0.372185,L,0,0.000000,-0.372185,L,0,-0.372185,L
CHI_2020_21_G013,0022000198,2021-01-17,CHI @ DAL,W,16,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,1.276511,0.000000,0.528594,16.528594,W,0,0.000000,16.528594,W,0,0.000000,16.528594,W,0,16.528594,W
CHI_2020_21_G014,0022000211,2021-01-18,CHI vs. HOU,W,5,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,0.698811,0.000000,-0.049106,4.950894,W,0,-0.572917,4.377978,W,0,-1.145833,3.805061,W,0,4.950894,W
CHI_2020_21_G015,0022000229,2021-01-22,CHI @ CHA,W,13,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,1.456348,0.000000,0.708431,13.708431,W,0,0.000000,13.708431,W,0,0.000000,13.708431,W,0,13.708431,W
CHI_2020_21_G016,0022000245,2021-01-23,CHI vs. LAL,L,-11,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,2.097577,0.000000,1.349660,-9.650340,L,0,-0.572917,-10.223256,L,0,-1.145833,-10.796173,L,0,-9.650340,L
CHI_2020_21_G017,0022000262,2021-01-25,CHI vs. BOS,L,-16,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,0.985821,0.000000,0.237904,-15.762096,L,0,0.000000,-15.762096,L,0,0.000000,-15.762096,L,0,-15.762096,L
CHI_2020_21_G018,0022000298,2021-01-30,CHI vs. POR,L,-1,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.466667,-0.281250,1.786370,0.000000,1.038454,0.038454,W,1,0.000000,0.038454,W,1,0.000000,0.038454,W,1,0.038454,W
CHI_2020_21_G019,0022000315,2021-02-01,CHI vs. NYK,W,8,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,2.102520,0.000000,1.317104,9.317104,W,0,0.000000,9.317104,W,0,0.000000,9.317104,W,0,9.317104,W
CHI_2020_21_G020,0022000332,2021-02-03,CHI vs. NYK,L,-4,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,2.215695,0.000000,1.430278,-2.569722,L,0,0.000000,-2.569722,L,0,0.000000,-2.569722,L,0,-2.569722,L
CHI_2020_21_G021,0022000344,2021-02-05,CHI @ ORL,L,-4,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,2.004962,0.000000,1.219546,-2.780454,L,0,0.000000,-2.780454,L,0,0.000000,-2.780454,L,0,-2.780454,L
CHI_2020_21_G022,0022000353,2021-02-06,CHI @ ORL,W,26,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.837749,0.000000,1.052332,27.052332,W,0,-0.604167,26.448165,W,0,-1.208333,25.843999,W,0,27.052332,W
CHI_2020_21_G023,0022000368,2021-02-08,CHI vs. WAS,L,-4,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.974770,0.000000,1.189354,-2.810646,L,0,0.000000,-2.810646,L,0,0.000000,-2.810646,L,0,-2.810646,L
CHI_2020_21_G024,0022000385,2021-02-10,CHI vs. NOP,W,13,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,2.038568,0.000000,1.253152,14.253152,W,0,0.000000,14.253152,W,0,0.000000,14.253152,W,0,14.253152,W
CHI_2020_21_G025,0022000400,2021-02-12,CHI vs. LAC,L,-19,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.836918,0.000000,1.051501,-17.948499,L,0,0.000000,-17.948499,L,0,0.000000,-17.948499,L,0,-17.948499,L
CHI_2020_21_G026,0022000420,2021-02-15,CHI @ IND,W,8,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.732939,0.000000,0.947523,8.947523,W,0,0.000000,8.947523,W,0,0.000000,8.947523,W,0,8.947523,W
CHI_2020_21_G027,0022000564,2021-02-17,CHI vs. DET,W,3,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.711708,0.000000,0.926291,3.926291,W,0,0.000000,3.926291,W,0,0.000000,3.926291,W,0,3.926291,W
CHI_2020_21_G028,0022000450,2021-02-19,CHI @ PHI,L,-7,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.763389,0.000000,0.977972,-6.022028,L,0,0.000000,-6.022028,L,0,0.000000,-6.022028,L,0,-6.022028,L
CHI_2020_21_G029,0022000460,2021-02-20,CHI vs. SAC,W,8,1,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.968444,0.000000,1.183027,9.183027,W,0,-0.604167,8.578861,W,0,-1.208333,7.974694,W,0,9.183027,W
CHI_2020_21_G030,0022000474,2021-02-22,CHI @ HOU,W,20,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.814033,0.000000,1.028617,21.028617,W,0,0.000000,21.028617,W,0,0.000000,21.028617,W,0,21.028617,W
CHI_2020_21_G031,0022000493,2021-02-24,CHI vs. MIN,W,7,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.638335,0.000000,0.852919,7.852919,W,0,0.000000,7.852919,W,0,0.000000,7.852919,W,0,7.852919,W
CHI_2020_21_G032,0022000508,2021-02-26,CHI vs. PHX,L,-9,0,RAPTOR_EB,BASE,-0.8,-0.5,-0.483333,-0.302083,1.969186,0.000000,1.183769,-7.816231,L,0,0.000000,-7.816231,L,0,0.000000,-7.816231,L,0,-7.816231,L
