event_id,game_id,date,home,away,team,player,person_id,seconds,start,observed_start_position,comment,pts,plus_minus,official_url
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Justin James,1629713,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Kyle Guy,1629657,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Marvin Bagley III,1628963,1409,1,F,,8,6,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Nemanja Bjelica,202357,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Richaun Holmes,1626158,2151,1,C,,16,12,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Robert Woodard II,1630218,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000156/box-score
2021-01-11_SAC_IND,0022000156,2021-01-11,SAC,IND,SAC,Tyrese Haliburton,1630169,1733,0,,,12,1,https://www.nba.com/game/0022000156/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Abdel Nader,1627846,197,0,,,2,2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Cameron Johnson,1629661,1083,0,,,5,-25,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Cameron Payne,1626166,0,0,,DNP - Injury/Illness,0,0,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Chris Paul,101108,2172,1,G,,14,-10,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Damian Jones,1627745,696,0,,,6,-3,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Dario Saric,203967,1219,0,,,13,-2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Deandre Ayton,1629028,1494,1,C,,8,-23,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Devin Booker,1626164,1966,1,G,,33,-15,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,E'Twaun Moore,202734,197,0,,,2,2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Frank Kaminsky,1626163,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Jae Crowder,203109,1827,1,F,,2,-13,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Jevon Carter,1628975,1037,0,,,6,-18,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Langston Galloway,204038,835,0,,,2,-1,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Mikal Bridges,1628969,1480,1,F,,14,-1,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,PHX,Ty-Shon Alexander,1630234,197,0,,,0,2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Anthony Gill,1630264,197,0,,,4,-2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Anzejs Pasecniks,1628394,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Bradley Beal,203078,2103,1,G,,34,19,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Cassius Winston,1630216,130,0,,,0,-2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Davis Bertans,202722,1469,0,,,18,20,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Deni Avdija,1630166,1188,1,F,,6,3,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Garrison Mathews,1629726,1234,0,,,11,13,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Isaac Bonga,1629067,747,0,,,3,12,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Ish Smith,202397,1274,0,,,6,21,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Jerome Robinson,1629010,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Moritz Wagner,1629021,1322,0,,,9,0,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Raul Neto,203526,1476,1,G,,16,2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Robin Lopez,201577,1558,1,C,,11,21,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Rui Hachimura,1629060,1702,1,F,,10,-2,https://www.nba.com/game/0022000152/box-score
2021-01-11_WAS_PHX,0022000152,2021-01-11,WAS,PHX,WAS,Troy Brown Jr.,1628972,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000152/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Bruce Brown,1628971,1556,1,G,,16,9,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Caris LeVert,1627747,1548,0,,,20,-1,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Chris Chiozza,1629185,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,DeAndre Jordan,201599,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Jarrett Allen,1628386,2147,1,C,,6,18,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Jeff Green,201145,1473,1,F,,8,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Joe Harris,203925,1840,1,G,,15,16,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Kevin Durant,201142,2153,1,F,,34,15,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Landry Shamet,1629013,962,0,,,5,-17,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Reggie Perry,1629617,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Rodions Kurucs,1629066,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Taurean Prince,1627752,1350,0,,,7,-12,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,BKN,Timothe Luwawu-Cabarrot,1627789,1371,0,,,11,2,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Bol Bol,1629626,949,1,F,,5,-1,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Facundo Campazzo,1630267,673,0,,,6,5,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Isaiah Hartenstein,1628392,670,0,,,3,5,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,JaMychal Green,203210,1327,0,,,9,2,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Jamal Murray,1627750,2084,1,G,,20,-12,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Markus Howard,1630210,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Monte Morris,1628420,1429,0,,,14,1,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Nikola Jokic,203999,2060,1,C,,23,-11,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,PJ Dozier,1628408,1632,0,,,4,-5,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Paul Millsap,200794,1312,1,F,,10,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,R.J. Hampton,1630181,1,0,,,0,-1,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Vlatko Cancar,1628427,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Will Barton,203115,2263,1,G,,22,-13,https://www.nba.com/game/0022000158/box-score
2021-01-12_BKN_DEN,0022000158,2021-01-12,BKN,DEN,DEN,Zeke Nnaji,1630192,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000158/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Andre Drummond,203083,0,0,,DND - Injury/Illness,0,0,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Cedi Osman,1626224,2263,1,F,,17,-29,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Collin Sexton,1629012,0,0,,DND - Injury/Illness,0,0,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Damyean Dotson,1628422,1850,1,G,,11,-24,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Dean Wade,1629731,1157,0,,,6,-8,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Isaac Okoro,1630171,2132,1,G,,11,-28,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,JaVale McGee,201580,1257,1,C,,8,-10,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Lamar Stevens,1630205,1380,0,,,9,-7,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Larry Nance Jr.,1626204,1794,1,F,,6,-24,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Marques Bolden,1629716,603,0,,,0,-5,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Thon Maker,1627748,541,0,,,9,-5,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,CLE,Yogi Ferrell,1627812,1423,0,,,10,-10,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Bojan Bogdanovic,202711,1669,1,F,,20,15,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Derrick Favors,202324,1020,0,,,2,18,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Donovan Mitchell,1628378,1806,1,G,,27,22,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Elijah Hughes,1630190,293,0,,,6,-3,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Georges Niang,1627777,918,0,,,14,18,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Jarrell Brantley,1629714,339,0,,,0,-1,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Jordan Clarkson,203903,1688,0,,,21,22,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Mike Conley,201144,1620,1,G,,12,18,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Miye Oni,1629671,1074,0,,,6,8,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Royce O'Neale,1626220,1774,1,F,,5,22,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Rudy Gobert,203497,1521,1,C,,4,13,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Shaquille Harrison,1627885,339,0,,,0,-1,https://www.nba.com/game/0022000159/box-score
2021-01-12_CLE_UTA,0022000159,2021-01-12,CLE,UTA,UTA,Udoka Azubuike,1628962,339,0,,,0,-1,https://www.nba.com/game/0022000159/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Andrew Wiggins,203952,2098,1,F,,22,-15,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Brad Wanamaker,202954,727,0,,,0,-7,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Damion Lee,1627814,1609,0,,,12,-14,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Draymond Green,203110,1916,1,F,,7,-3,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,James Wiseman,1630164,1563,1,C,,8,-11,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Jordan Poole,1629673,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Juan Toscano-Anderson,1629308,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Kelly Oubre Jr.,1626162,1746,1,G,,17,6,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Kent Bazemore,203145,1155,0,,,3,-13,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Kevon Looney,1626172,938,0,,,3,13,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Mychal Mulder,1628539,495,0,,,3,1,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,GSW,Stephen Curry,201939,2153,1,G,,20,-2,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Aaron Holiday,1628988,1681,0,,,16,19,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Cassius Stanley,1630199,219,0,,,2,-2,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Domantas Sabonis,1627734,2196,1,F,,18,5,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Doug McDermott,203926,1036,0,,,5,6,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Edmond Sumner,1628410,1838,1,G,,12,-4,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,JaKarr Sampson,203960,862,0,,,6,13,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Justin Holiday,203200,1744,1,F,,8,-2,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Kelan Martin,1629103,354,0,,,2,-1,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Malcolm Brogdon,1627763,1977,1,G,,13,7,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Myles Turner,1626167,2493,1,C,,22,4,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,T.J. McConnell,204456,0,0,,DNP_PERSONAL,0,0,https://www.nba.com/game/0022000163/box-score
2021-01-12_GSW_IND,0022000163,2021-01-12,GSW,IND,IND,Victor Oladipo,203506,0,0,,DNP - Injury/Illness,0,0,https://www.nba.com/game/0022000163/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Ben McLemore,203463,1015,0,,,11,12,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Bruno Caboclo,203998,255,0,,,3,3,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Christian Wood,1626174,1554,1,C,,18,-23,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,David Nwaba,1628021,628,1,F,,0,-12,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,DeMarcus Cousins,202326,1071,0,,,13,3,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Eric Gordon,201569,1237,0,,,13,-17,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Jae'Sean Tate,1630256,1507,0,,,9,2,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,James Harden,201935,1855,1,G,,16,-23,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,John Wall,202322,1794,1,G,,10,-18,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Kenyon Martin Jr.,1630231,316,0,,,0,7,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Mason Jones,1630222,720,0,,,5,9,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,P.J. Tucker,200782,1373,1,F,,0,-19,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,HOU,Sterling Brown,1628425,1075,0,,,2,-9,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Alex Caruso,1627936,1065,0,,,0,8,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Alfonzo McKinnie,1628035,255,0,,,0,-3,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Anthony Davis,203076,1733,1,F,,19,21,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Dennis Schroder,203471,1515,1,G,,14,22,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Kentavious Caldwell-Pope,203484,1206,1,G,,14,19,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Kyle Kuzma,1628398,1645,0,,,11,-2,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,LeBron James,2544,1751,1,F,,26,15,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Marc Gasol,201188,1280,1,C,,5,17,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Markieff Morris,202693,892,0,,,7,-1,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Montrezl Harrell,1626149,1600,0,,,14,0,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Quinn Cook,1626188,451,0,,,3,-10,https://www.nba.com/game/0022000161/box-score
2021-01-12_HOU_LAL,0022000161,2021-01-12,HOU,LAL,LAL,Talen Horton-Tucker,1629659,1007,0,,,4,-1,https://www.nba.com/game/0022000161/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Al Horford,201143,1736,1,C,,10,6,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Aleksej Pokusevski,1630197,937,0,,,4,-9,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Darius Bazley,1629647,1962,1,F,,12,-7,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Darius Miller,203121,2,0,,,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,George Hill,201588,1681,1,G,,12,8,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Hamidou Diallo,1628977,1273,0,,,16,-14,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Isaiah Roby,1629676,816,0,,,4,-9,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Josh Hall,1630221,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Justin Jackson,1628382,251,0,,,5,-1,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Kenrich Williams,1629026,207,0,,,0,-1,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Luguentz Dort,1629652,1622,1,F,,12,1,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Mike Muscala,203488,995,0,,,3,-9,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Moses Brown,1629650,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Shai Gilgeous-Alexander,1628983,2008,1,G,,20,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,OKC,Theo Maledon,1630177,913,0,,,4,-15,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,DeMar DeRozan,201942,0,0,,DNP_PERSONAL,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Dejounte Murray,1627749,1883,1,G,,16,4,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Devin Vassell,1630170,1298,0,,,2,20,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Jakob Poeltl,1627751,986,0,,,4,10,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Keldon Johnson,1629640,2312,1,F,,18,1,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,LaMarcus Aldridge,200746,1894,1,C,,13,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Lonnie Walker IV,1629022,2134,1,G,,24,-1,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Luka Samanic,1629677,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Patty Mills,201988,1522,0,,,17,12,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Rudy Gay,200752,1273,0,,,12,16,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Tre Jones,1630200,0,0,,DNP - Coach's Decision,0,0,https://www.nba.com/game/0022000162/box-score
2021-01-12_OKC_SAS,0022000162,2021-01-12,OKC,SAS,SAS,Trey Lyles,1626168,1098,1,F,,6,-12,https://www.nba.com/game/0022000162/box-score
