player,teams,cutoff,last_observed_date,gp,seconds,pts,reb,ast,stl,blk,tov,pf,fgm,fga,fg3m,fg3a,ftm,fta,pts36,reb36,ast36,stl36,blk36,tov36,pf36,sample_status
Jakob Poeltl,SAS,2021-03-24,2021-03-24,41,59573,290,316,74,24,64,53,93,134,217,0,0,22,59,10.51483054,11.45753949,2.68309469,0.87019287,2.32051433,1.92167593,3.37199738,OBSERVED_NOT_CAUSAL
Jalen Harris,TOR,2021-03-24,2021-03-14,4,848,3,3,2,1,0,1,2,1,4,1,2,0,0,7.64150943,7.64150943,5.09433962,2.54716981,0.0,2.54716981,5.09433962,LIMITED_UNDER_120_MIN
Jalen McDaniels,CHA,2021-03-24,2021-03-24,21,14049,89,47,10,2,5,17,32,33,75,8,28,15,21,13.68353619,7.22613709,1.53747598,0.3074952,0.76873799,2.61370916,4.91992313,OBSERVED_NOT_CAUSAL
Jalen Smith,PHX,2021-03-24,2021-03-23,15,3966,19,15,2,0,2,3,7,8,21,2,9,1,3,10.34795764,8.16944024,1.0892587,0.0,1.0892587,1.63388805,3.81240545,LIMITED_UNDER_120_MIN
James Ennis III,ORL,2021-03-24,2021-03-24,27,34922,200,108,36,22,6,24,56,67,136,26,60,40,51,12.37042552,6.68002978,2.22667659,1.36074681,0.37111277,1.48445106,3.46371915,OBSERVED_NOT_CAUSAL
James Harden,BKN;HOU,2021-03-24,2021-03-23,38,86665,961,302,427,48,28,161,87,304,656,109,304,244,282,23.95153753,7.52691398,10.64235851,1.1963307,0.69785957,4.01269255,2.16834939,OBSERVED_NOT_CAUSAL
James Wiseman,GSW,2021-03-24,2021-03-23,30,37781,354,177,20,9,30,44,97,148,285,11,31,47,77,20.23874434,10.11937217,1.14343188,0.51454435,1.71514783,2.51555014,5.54564464,OBSERVED_NOT_CAUSAL
Jared Harper,NYK,2021-03-24,2021-03-23,3,429,2,0,0,0,0,2,0,0,1,0,0,2,2,10.06993007,0.0,0.0,0.0,0.0,10.06993007,0.0,LIMITED_UNDER_120_MIN
Jarred Vanderbilt,MIN,2021-03-24,2021-03-24,42,45973,235,235,58,43,30,43,87,96,157,1,2,42,72,11.04126335,11.04126335,2.72507776,2.02031627,1.40952298,2.02031627,4.08761664,OBSERVED_NOT_CAUSAL
Jarrell Brantley,UTA,2021-03-24,2021-03-24,13,2071,16,7,2,2,1,1,5,6,13,4,9,0,0,16.68759054,7.30082086,2.08594882,2.08594882,1.04297441,1.04297441,5.21487204,LIMITED_UNDER_120_MIN
Jarrett Allen,BKN;CLE,2021-03-24,2021-03-24,43,73503,562,425,69,19,73,65,68,205,320,4,10,148,208,16.51524428,12.48928615,2.02767234,0.55834456,2.14521856,1.91012612,1.99828578,OBSERVED_NOT_CAUSAL
Jarrett Culver,MIN,2021-03-24,2021-03-24,22,24120,143,91,17,13,7,24,45,56,135,8,37,23,39,12.80597015,8.14925373,1.52238806,1.1641791,0.62686567,2.14925373,4.02985075,OBSERVED_NOT_CAUSAL
Javonte Green,BOS,2021-03-24,2021-03-22,25,20720,105,52,11,18,2,13,32,39,71,7,22,20,30,10.94594595,5.42084942,1.14671815,1.87644788,0.20849421,1.35521236,3.33590734,OBSERVED_NOT_CAUSAL
Jaylen Brown,BOS,2021-03-24,2021-03-24,41,84134,1012,233,159,50,22,114,118,383,784,105,267,141,187,25.98141061,5.98188604,4.08205957,1.28366653,0.56481327,2.92675969,3.02945302,OBSERVED_NOT_CAUSAL
Jaylen Nowell,MIN,2021-03-24,2021-03-24,30,34278,315,66,44,15,10,21,61,118,253,43,112,36,43,19.84946613,4.15893576,2.77262384,0.94521267,0.63014178,1.32329774,3.84386487,OBSERVED_NOT_CAUSAL
Jayson Tatum,BOS,2021-03-24,2021-03-24,38,81046,941,260,165,50,18,95,73,344,773,102,271,151,176,25.07909089,6.92939812,4.39750265,1.33257656,0.47972756,2.53189547,1.94556178,OBSERVED_NOT_CAUSAL
Jeff Green,BKN,2021-03-24,2021-03-24,41,65978,395,155,58,23,11,30,74,140,286,55,135,60,79,12.93158326,5.07441875,1.89881476,0.75297827,0.36012004,0.98214556,2.42262572,OBSERVED_NOT_CAUSAL
Jeff Teague,BOS,2021-03-24,2021-03-24,34,36976,233,57,73,26,7,39,43,78,188,26,56,51,61,13.61099091,3.32972739,4.26438771,1.51882302,0.40891389,2.27823453,2.51189961,OBSERVED_NOT_CAUSAL
Jerami Grant,DET,2021-03-24,2021-03-24,40,85326,937,202,112,30,43,82,102,307,715,94,266,229,263,23.71985092,5.11356445,2.83524365,0.75944026,1.08853105,2.07580339,2.5820969,OBSERVED_NOT_CAUSAL
Jeremy Lamb,IND,2021-03-24,2021-03-24,26,34356,284,92,43,20,13,17,54,92,203,42,96,58,61,17.85539644,5.78414251,2.70345791,1.25742228,0.81732448,1.06880894,3.39504017,OBSERVED_NOT_CAUSAL
Jevon Carter,PHX,2021-03-24,2021-03-23,34,19327,95,39,38,13,7,6,33,36,95,21,64,2,2,10.61727118,4.35866922,4.24690847,1.45288974,0.78232524,0.6705645,3.68810472,OBSERVED_NOT_CAUSAL
Jimmy Butler,MIA,2021-03-24,2021-03-23,30,60120,640,237,218,60,11,70,40,212,441,11,52,205,240,22.99401198,8.51497006,7.83233533,2.15568862,0.39520958,2.51497006,1.43712575,OBSERVED_NOT_CAUSAL
Joe Harris,BKN,2021-03-24,2021-03-24,45,83029,646,154,77,27,10,37,99,235,457,148,305,28,39,16.8056944,4.00631105,2.00315552,0.70240518,0.26015007,0.96255525,2.57548567,OBSERVED_NOT_CAUSAL
Joe Ingles,UTA,2021-03-24,2021-03-24,39,62656,472,144,164,22,9,57,68,163,303,106,216,40,45,16.27170582,4.96424923,5.65372829,0.75842697,0.31026558,1.96501532,2.3442288,OBSERVED_NOT_CAUSAL
Joel Embiid,PHI,2021-03-24,2021-03-12,31,60596,928,355,101,37,43,99,77,293,558,38,90,304,354,33.07941118,12.65430061,3.60023764,1.31889894,1.53277444,3.52894581,2.74473563,OBSERVED_NOT_CAUSAL
John Collins,ATL,2021-03-24,2021-03-24,44,80829,797,344,58,23,49,56,144,312,577,55,148,118,141,21.2982964,9.19274023,1.54993876,0.61463089,1.30943102,1.4964926,3.84812382,OBSERVED_NOT_CAUSAL
John Konchar,MEM,2021-03-24,2021-03-19,21,19176,85,69,23,19,5,8,26,30,68,9,25,16,18,9.57446809,7.77221527,2.59073842,2.14017522,0.56320401,0.90112641,2.92866083,OBSERVED_NOT_CAUSAL
Jonas Valanciunas,MEM,2021-03-24,2021-03-24,36,59691,571,445,62,22,24,67,107,233,418,11,35,94,126,20.66241142,16.10293009,2.2435543,0.79609991,0.86847263,2.4244861,3.87194049,OBSERVED_NOT_CAUSAL
Jontay Porter,MEM,2021-03-24,2021-03-15,1,195,0,3,0,0,0,0,1,0,2,0,1,0,0,0.0,33.23076923,0.0,0.0,0.0,0.0,11.07692308,LIMITED_UNDER_120_MIN
Jordan Clarkson,UTA,2021-03-24,2021-03-24,43,66231,739,167,94,38,7,76,61,270,636,131,369,68,71,24.10110069,5.44639217,3.06563392,1.23929882,0.22829189,2.47859764,1.98940073,OBSERVED_NOT_CAUSAL
Jordan McLaughlin,MIN,2021-03-24,2021-03-03,24,27999,130,56,113,24,4,26,24,53,141,16,46,8,10,10.0289296,4.32015429,8.71745419,1.8514947,0.30858245,2.00578592,1.8514947,OBSERVED_NOT_CAUSAL
Jordan Nwora,MIL,2021-03-24,2021-03-22,12,5242,54,16,0,4,3,11,10,18,39,8,16,10,11,22.25104922,6.59290347,0.0,1.64822587,1.2361694,4.53262114,4.12056467,LIMITED_UNDER_120_MIN
Jordan Poole,GSW,2021-03-24,2021-03-23,23,22019,248,37,33,8,3,14,28,85,176,38,100,40,43,24.32808029,3.62959262,3.23720423,0.78477678,0.29429129,1.37335937,2.74671874,OBSERVED_NOT_CAUSAL
Josh Okogie,MIN,2021-03-24,2021-03-22,36,42771,173,92,43,33,15,26,75,55,157,15,66,48,59,8.73676089,4.64613874,2.17156485,1.66654977,0.75752262,1.31303921,3.7876131,OBSERVED_NOT_CAUSAL
Jrue Holiday,MIL,2021-03-24,2021-03-24,33,62122,523,148,169,58,17,57,57,208,426,57,152,50,62,18.18486205,5.14600303,5.87617913,2.01667686,0.59109494,1.98190657,1.98190657,OBSERVED_NOT_CAUSAL
Juan Toscano-Anderson,GSW,2021-03-24,2021-03-20,29,33264,145,119,66,18,15,31,59,57,108,18,45,13,18,9.41558442,7.72727273,4.28571429,1.16883117,0.97402597,2.01298701,3.83116883,OBSERVED_NOT_CAUSAL
Juancho Hernangomez,MIN,2021-03-24,2021-03-24,25,25953,165,106,15,9,2,13,24,59,138,25,76,22,34,13.73251647,8.82210149,1.24841059,0.74904635,0.16645475,1.08195584,1.99745694,OBSERVED_NOT_CAUSAL
Julius Randle,NYK,2021-03-24,2021-03-23,44,97844,1024,479,259,40,10,146,136,366,775,89,208,203,257,22.60578063,10.57438371,5.71767303,0.88303831,0.22075958,3.22308982,3.00233024,OBSERVED_NOT_CAUSAL
Justin Holiday,IND,2021-03-24,2021-03-24,43,83195,500,163,73,53,16,35,90,170,390,112,285,48,59,12.98154937,4.2319851,1.89530621,1.37604423,0.41540958,0.90870846,2.33667889,OBSERVED_NOT_CAUSAL
Justin Jackson,OKC,2021-03-24,2021-03-22,30,29478,209,65,46,13,2,29,29,76,182,29,95,28,33,15.31447181,4.76287401,3.3706493,0.9525748,0.14654997,2.12497456,2.12497456,OBSERVED_NOT_CAUSAL
KZ Okpala,MIA,2021-03-24,2021-03-19,25,19331,67,50,11,6,8,12,44,27,66,11,37,2,6,7.48642077,5.58688118,1.22911386,0.67042574,0.89390099,1.34085148,4.91645543,OBSERVED_NOT_CAUSAL
Karl-Anthony Towns,MIN,2021-03-24,2021-03-24,24,48330,564,240,99,20,36,79,84,202,407,54,138,106,123,25.20670391,10.72625698,4.42458101,0.89385475,1.60893855,3.53072626,3.75418994,OBSERVED_NOT_CAUSAL
Kelan Martin,IND,2021-03-24,2021-03-22,14,3247,18,12,1,3,1,4,5,7,21,2,9,2,2,11.97412997,7.98275331,0.66522944,1.99568833,0.66522944,2.66091777,3.32614721,LIMITED_UNDER_120_MIN
Keldon Johnson,SAS,2021-03-24,2021-03-24,38,66392,519,245,76,24,22,47,86,196,415,35,106,92,120,16.88516689,7.97083986,2.47258706,0.78081697,0.71574889,1.52909989,2.79792746,OBSERVED_NOT_CAUSAL
Kelly Oubre Jr.,GSW,2021-03-24,2021-03-23,42,76884,634,247,58,44,34,53,94,238,544,66,216,92,131,17.81176838,6.93928516,1.62946777,1.23614796,0.95520524,1.48899641,2.64086156,OBSERVED_NOT_CAUSAL
Kemba Walker,BOS,2021-03-24,2021-03-24,26,47875,465,92,120,30,9,57,33,159,403,75,206,72,78,20.97963446,4.1508094,5.41409922,1.3535248,0.40605744,2.57169713,1.48887728,OBSERVED_NOT_CAUSAL
Kendrick Nunn,MIA,2021-03-24,2021-03-23,36,62239,480,114,95,38,9,58,65,185,414,72,199,38,41,16.65836533,3.95636177,3.29696814,1.31878726,0.31234435,2.01288581,2.25582031,OBSERVED_NOT_CAUSAL
Kent Bazemore,GSW,2021-03-24,2021-03-23,42,41422,251,120,64,33,22,47,91,90,204,41,103,30,44,13.08869683,6.2575443,3.33735696,1.72082468,1.14721646,2.45087152,4.74530443,OBSERVED_NOT_CAUSAL
Kevin Durant,BKN,2021-03-24,2021-02-13,19,40771,551,139,100,14,27,67,43,188,359,49,113,126,145,29.19133698,7.36405779,5.2978833,0.74170366,1.43042849,3.54958181,2.27808982,OBSERVED_NOT_CAUSAL
Kevin Huerter,ATL,2021-03-24,2021-03-24,44,83134,520,160,155,56,11,56,109,196,466,93,253,35,42,13.51071764,4.15714389,4.02723314,1.45500036,0.28580364,1.45500036,2.83205427,OBSERVED_NOT_CAUSAL
Kevin Knox II,NYK,2021-03-24,2021-03-23,30,24595,139,51,17,8,6,16,34,49,123,30,75,11,14,12.20735922,4.47895914,1.49298638,0.70258183,0.52693637,1.40516365,2.98597276,OBSERVED_NOT_CAUSAL
Kevin Love,CLE,2021-03-24,2021-03-14,4,3485,23,13,5,1,0,3,3,7,22,4,12,5,7,14.2553802,8.05738881,3.0989957,0.61979914,0.0,1.85939742,1.85939742,LIMITED_UNDER_120_MIN
Kevon Looney,GSW,2021-03-24,2021-03-23,33,29852,130,138,54,14,13,21,65,53,88,4,9,20,27,9.40640493,9.98526062,3.90727589,1.01299745,0.94064049,1.51949618,4.70320247,OBSERVED_NOT_CAUSAL
Khem Birch,ORL,2021-03-24,2021-03-24,43,50934,231,219,43,25,26,21,60,83,176,4,18,61,83,9.79620686,9.28731299,1.82353634,1.06019555,1.10260337,0.89056426,2.54446931,OBSERVED_NOT_CAUSAL
Khris Middleton,MIL,2021-03-24,2021-03-24,43,86416,884,266,234,46,7,120,106,326,665,96,223,136,155,22.09590817,6.64876875,5.84891687,1.14978708,0.1749676,2.99944455,2.64950935,OBSERVED_NOT_CAUSAL
Killian Hayes,DET,2021-03-24,2021-01-04,7,8870,32,8,25,2,0,17,15,13,47,5,20,1,2,7.79255919,1.9481398,6.08793687,0.48703495,0.0,4.13979707,3.65276212,OBSERVED_NOT_CAUSAL
Killian Tillie,MEM,2021-03-24,2021-03-19,4,1803,7,5,1,1,3,1,5,2,10,2,5,1,2,8.38602329,5.99001664,1.19800333,1.19800333,3.59400998,1.19800333,5.99001664,LIMITED_UNDER_120_MIN
Kris Dunn,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Kyle Anderson,MEM,2021-03-24,2021-03-24,39,63650,492,226,129,44,26,54,66,182,381,53,146,75,98,16.69630793,7.66944226,4.37769049,1.49316575,0.88232522,1.8325216,2.23974863,OBSERVED_NOT_CAUSAL
Kyrie Irving,BKN,2021-03-24,2021-03-21,31,66252,871,150,177,37,18,74,85,334,642,89,219,114,128,28.39702952,4.8904184,5.77069371,1.20630321,0.58685021,2.41260641,2.77123709,OBSERVED_NOT_CAUSAL
LaMarcus Aldridge,SAS,2021-03-24,2021-03-01,21,32649,288,94,36,8,18,20,36,115,248,27,75,31,37,19.05356979,6.21887347,2.38169622,0.52926583,1.19084811,1.32316457,2.38169622,OBSERVED_NOT_CAUSAL
LaMelo Ball,CHA,2021-03-24,2021-03-20,41,70443,652,240,251,65,14,115,116,237,526,81,216,97,123,19.99233423,7.35914143,7.69643542,1.9931008,0.42928325,3.52625527,3.55691836,OBSERVED_NOT_CAUSAL
Lamar Stevens,CLE,2021-03-24,2021-03-24,29,23354,128,78,24,14,9,15,41,48,112,2,19,30,42,11.83865719,7.21418172,2.21974822,1.29485313,0.83240558,1.38734264,3.79206988,OBSERVED_NOT_CAUSAL
Landry Shamet,BKN,2021-03-24,2021-03-21,39,47089,305,70,43,19,5,27,50,99,253,71,190,36,43,13.99052857,3.21094098,1.97243518,0.87154112,0.22935293,1.23850581,2.29352927,OBSERVED_NOT_CAUSAL
Langston Galloway,PHX,2021-03-24,2021-03-24,31,20829,155,33,23,6,0,9,20,54,113,30,66,17,17,16.07374334,3.42215181,2.38513611,0.62220942,0.0,0.93331413,2.0740314,OBSERVED_NOT_CAUSAL
Larry Nance Jr.,CLE,2021-03-24,2021-03-24,27,53327,258,186,81,50,16,40,56,102,211,33,89,21,33,10.45024097,7.53389465,3.28088961,2.0252405,0.64807696,1.6201924,2.26826936,OBSERVED_NOT_CAUSAL
Lauri Markkanen,CHI,2021-03-24,2021-03-24,23,41429,407,136,22,13,11,30,43,146,303,64,164,51,61,21.21991841,7.09068527,1.14702262,0.67778609,0.57351131,1.56412175,2.24190784,OBSERVED_NOT_CAUSAL
Lonnie Walker IV,SAS,2021-03-24,2021-03-22,37,58055,427,103,61,19,13,38,73,164,386,63,177,36,46,15.8870037,3.83222806,2.26957196,0.70691586,0.48367927,1.41383171,2.71604513,OBSERVED_NOT_CAUSAL
Lou Williams,LAC,2021-03-24,2021-03-24,42,55069,510,88,144,39,4,66,42,181,430,45,119,103,119,20.00399499,3.45166972,5.64818682,1.52971726,0.15689408,2.58875229,1.64738782,OBSERVED_NOT_CAUSAL
Luka Samanic,SAS,2021-03-24,2021-03-24,14,8561,63,36,4,4,3,9,14,23,48,8,25,9,17,15.89533933,9.08305105,1.00922789,1.00922789,0.75692092,2.27076276,3.53229763,OBSERVED_NOT_CAUSAL
Luke Kornet,CHI,2021-03-24,2021-03-22,13,5629,26,15,4,2,7,1,1,9,27,6,23,2,4,9.97690531,5.75590691,1.53490851,0.76745425,2.68608989,0.38372713,0.38372713,LIMITED_UNDER_120_MIN
Malachi Flynn,TOR,2021-03-24,2021-03-24,19,10507,40,13,24,5,0,5,15,15,58,6,33,4,6,8.22308937,2.67250404,4.93385362,1.02788617,0.0,1.02788617,3.08365851,OBSERVED_NOT_CAUSAL
Malik Monk,CHA,2021-03-24,2021-03-24,30,38821,376,80,57,14,3,44,37,132,294,62,151,50,62,20.92063574,4.45119909,3.17147935,0.77895984,0.16691997,2.4481595,2.05867958,OBSERVED_NOT_CAUSAL
Mamadi Diakite,MIL,2021-03-24,2021-03-22,2,549,2,3,2,0,2,0,3,1,2,0,0,0,0,7.86885246,11.80327869,7.86885246,0.0,7.86885246,0.0,11.80327869,LIMITED_UNDER_120_MIN
Marcus Smart,BOS,2021-03-24,2021-03-24,25,47165,318,70,135,38,12,41,62,101,259,45,139,71,90,14.56334146,3.20576699,6.18255062,1.74027351,0.54956006,1.87766352,2.83939362,OBSERVED_NOT_CAUSAL
Matisse Thybulle,PHI,2021-03-24,2021-03-23,41,46064,151,70,41,62,40,16,86,58,141,27,86,8,14,7.08058354,3.28238972,1.92254255,2.90725947,1.87565127,0.75026051,4.03265023,OBSERVED_NOT_CAUSAL
Matt Thomas,TOR,2021-03-24,2021-03-24,26,11536,71,21,9,2,0,6,10,24,62,17,41,6,7,13.29403606,3.93203883,1.6851595,0.37447989,0.0,1.12343967,1.87239945,OBSERVED_NOT_CAUSAL
Matthew Dellavedova,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Max Strus,MIA,2021-03-24,2021-03-23,22,17944,148,22,11,4,0,3,26,52,111,34,91,10,14,17.81542577,2.64823897,1.32411948,0.48149799,0.0,0.3611235,3.12973696,OBSERVED_NOT_CAUSAL
Mfiondu Kabengele,LAC,2021-03-24,2021-03-20,23,5628,27,14,5,2,3,6,18,9,32,4,18,5,6,10.36247335,5.37313433,1.91897655,0.76759062,1.15138593,2.30277186,6.90831557,LIMITED_UNDER_120_MIN
Michael Carter-Williams,ORL,2021-03-24,2021-03-24,23,36693,206,105,97,13,11,53,68,80,200,11,45,35,49,12.12656365,6.18101545,5.71008094,0.76526858,0.64753495,3.11994113,4.00294334,OBSERVED_NOT_CAUSAL
Mikal Bridges,PHX,2021-03-24,2021-03-24,43,83684,579,206,102,34,39,36,67,212,404,79,191,76,91,14.94479231,5.31714545,2.63276134,0.87758711,1.00664404,0.92920988,1.72936284,OBSERVED_NOT_CAUSAL
Mike Conley,UTA,2021-03-24,2021-03-24,35,62063,574,121,189,48,5,68,66,199,436,97,229,79,95,19.97712002,4.21120474,6.5778322,1.67056056,0.17401672,2.36662746,2.29702077,OBSERVED_NOT_CAUSAL
Mike James,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Mike Scott,PHI,2021-03-24,2021-03-23,25,24930,95,64,13,12,2,14,30,33,87,23,67,6,10,8.23104693,5.54512635,1.12635379,1.03971119,0.1732852,1.21299639,2.59927798,OBSERVED_NOT_CAUSAL
Miles Bridges,CHA,2021-03-24,2021-03-24,43,67795,409,243,87,28,30,67,96,155,312,52,139,47,52,13.03104949,7.74216388,2.77188583,0.89210119,0.9558227,2.1346707,3.05863264,OBSERVED_NOT_CAUSAL
Miye Oni,UTA,2021-03-24,2021-03-24,30,14002,60,48,8,3,5,7,33,19,48,17,41,5,6,9.2558206,7.40465648,1.23410941,0.46279103,0.77131838,1.07984574,5.09070133,OBSERVED_NOT_CAUSAL
Mychal Mulder,GSW,2021-03-24,2021-03-20,36,22733,145,33,16,8,7,8,27,48,115,39,99,10,17,13.77732811,3.13552985,1.5202569,0.76012845,0.66511239,0.76012845,2.56543351,OBSERVED_NOT_CAUSAL
Myles Turner,IND,2021-03-24,2021-03-24,40,74071,513,258,40,36,137,53,138,179,373,57,174,98,125,14.95970083,7.52359223,1.16644841,1.04980357,3.9950858,1.54554414,4.02424701,OBSERVED_NOT_CAUSAL
Nate Darling,CHA,2021-03-24,2021-03-24,2,427,3,0,1,0,0,0,0,1,4,1,4,0,0,15.17564403,0.0,5.05854801,0.0,0.0,0.0,0.0,LIMITED_UNDER_120_MIN
Nathan Knight,ATL,2021-03-24,2021-03-24,16,7517,65,34,4,4,6,10,13,20,45,5,14,20,22,18.67766396,9.769855,1.14939471,1.14939471,1.72409206,2.87348676,3.73553279,OBSERVED_NOT_CAUSAL
Naz Reid,MIN,2021-03-24,2021-03-24,42,49526,476,195,50,25,47,48,115,185,352,36,105,70,99,20.76000485,8.50462383,2.18067278,1.09033639,2.04983241,2.09344587,5.01554739,OBSERVED_NOT_CAUSAL
Nemanja Bjelica,SAC,2021-03-24,2021-03-22,26,26340,187,100,49,8,2,28,48,69,150,17,58,32,42,15.33485194,8.20045558,4.01822323,0.65603645,0.16400911,2.29612756,3.93621868,OBSERVED_NOT_CAUSAL
Nerlens Noel,NYK,2021-03-24,2021-03-23,39,52300,189,233,25,38,77,43,99,82,131,0,2,25,38,7.80573614,9.62294455,1.03250478,1.56940727,3.18011472,1.77590822,4.08871893,OBSERVED_NOT_CAUSAL
Nic Claxton,BKN,2021-03-24,2021-03-24,13,14612,122,55,11,10,19,8,24,52,82,1,4,17,29,18.0344922,8.13030386,1.62606077,1.47823707,2.80865042,1.18258965,3.54776896,OBSERVED_NOT_CAUSAL
Nick Richards,CHA,2021-03-24,2021-03-24,11,2251,13,8,0,0,0,1,5,3,6,0,0,7,11,12.4744558,7.67658818,0.0,0.0,0.0,0.95957352,4.79786761,LIMITED_UNDER_120_MIN
Nico Mannion,GSW,2021-03-24,2021-03-23,14,10935,61,25,37,10,0,14,19,20,61,11,32,10,14,12.04938272,4.9382716,7.30864198,1.97530864,0.0,2.7654321,3.75308642,OBSERVED_NOT_CAUSAL
Nikola Vucevic,ORL,2021-03-24,2021-03-24,44,90025,1080,517,167,42,28,83,79,436,908,117,288,91,110,25.912802,12.40455429,4.00688698,1.00772008,0.67181339,1.99144682,1.89547348,OBSERVED_NOT_CAUSAL
Norman Powell,TOR,2021-03-24,2021-03-24,42,76643,823,126,77,47,8,77,98,282,566,118,269,141,163,23.19429041,3.55100922,2.17006119,1.32458281,0.2254609,2.17006119,2.76189606,OBSERVED_NOT_CAUSAL
Norvel Pelle,BKN;SAC,2021-03-24,2021-02-25,4,1891,9,8,1,0,3,3,10,3,8,0,0,3,4,10.28027499,9.13802221,1.14225278,0.0,3.42675833,3.42675833,11.42252776,LIMITED_UNDER_120_MIN
O.G. Anunoby,TOR,2021-03-24,2021-03-24,26,51774,372,149,44,45,20,43,74,135,277,59,144,43,57,15.51975895,6.21624754,1.83567041,1.8773902,0.83439564,1.79395063,3.08726388,OBSERVED_NOT_CAUSAL
Obi Toppin,NYK,2021-03-24,2021-03-23,34,24294,141,78,16,8,10,19,35,58,123,14,47,11,15,12.53642875,6.93504569,1.42257347,0.71128674,0.88910842,1.689306,3.11187948,OBSERVED_NOT_CAUSAL
Onyeka Okongwu,ATL,2021-03-24,2021-03-24,22,11653,61,49,5,7,11,9,32,26,44,0,1,9,15,11.30695958,9.08263966,0.92679997,1.29751995,2.03895992,1.66823994,5.93151978,OBSERVED_NOT_CAUSAL
Oshae Brissett,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Otto Porter Jr.,CHI,2021-03-24,2021-03-24,25,32419,247,138,50,12,4,25,37,89,202,38,95,31,37,16.45701595,9.1946081,3.33137975,0.79953114,0.26651038,1.66568987,2.46522101,OBSERVED_NOT_CAUSAL
P.J. Tucker,HOU;MIL,2021-03-24,2021-03-24,35,60147,144,154,46,29,20,33,93,49,135,28,90,18,23,5.17133024,5.5304504,1.65195272,1.04144845,0.71824031,1.18509651,3.33981745,OBSERVED_NOT_CAUSAL
P.J. Washington,CHA,2021-03-24,2021-03-24,39,69367,481,256,112,38,49,87,106,172,382,55,139,82,103,14.97772716,7.97151383,3.4875373,1.18327158,1.52579757,2.70906915,3.30070495,OBSERVED_NOT_CAUSAL
Pascal Siakam,TOR,2021-03-24,2021-03-24,35,74041,699,255,166,40,24,73,110,255,569,45,148,144,176,20.391945,7.43912157,4.84272228,1.16692103,0.70015262,2.12963088,3.20903283,OBSERVED_NOT_CAUSAL
Pat Connaughton,MIL,2021-03-24,2021-03-24,40,53735,274,181,55,28,16,17,64,99,214,60,146,16,21,11.01405043,7.27570485,2.21084954,1.1255234,0.64315623,0.68335349,2.57262492,OBSERVED_NOT_CAUSAL
Patrick McCaw,TOR,2021-03-24,2021-03-22,5,2002,5,3,4,2,0,0,6,1,1,0,0,3,3,5.39460539,3.23676324,4.31568432,2.15784216,0.0,0.0,6.47352647,LIMITED_UNDER_120_MIN
Patrick Williams,CHI,2021-03-24,2021-03-24,42,71570,405,207,52,30,31,60,92,155,332,36,94,59,77,12.22299846,6.24731033,1.56937264,0.90540729,0.93558754,1.81081459,2.77658237,OBSERVED_NOT_CAUSAL
Patty Mills,SAS,2021-03-24,2021-03-24,40,61512,522,70,102,29,1,42,51,182,411,109,276,49,54,18.33008194,2.45805696,3.58174015,1.01833789,0.0351151,1.47483418,1.79087007,OBSERVED_NOT_CAUSAL
Paul Reed,PHI,2021-03-24,2021-03-20,7,3832,22,12,3,1,5,5,4,11,24,0,3,0,0,12.40083507,6.76409186,1.69102296,0.56367432,2.81837161,2.81837161,2.25469729,LIMITED_UNDER_120_MIN
Paul Watson,TOR,2021-03-24,2021-03-24,24,14048,72,35,11,5,2,6,31,25,55,20,44,2,4,11.07061503,5.38154897,1.69134396,0.76879271,0.30751708,0.92255125,4.76651481,OBSERVED_NOT_CAUSAL
Payton Pritchard,BOS,2021-03-24,2021-03-24,38,45004,269,77,79,20,6,36,70,100,222,51,124,18,20,12.91085237,3.6956715,3.79166296,0.95991467,0.2879744,1.72784641,3.35970136,OBSERVED_NOT_CAUSAL
Precious Achiuwa,MIA,2021-03-24,2021-03-23,42,32482,233,154,21,15,20,34,63,93,162,0,0,47,91,15.49411982,10.24074872,1.39646573,0.99747552,1.32996737,2.26094452,4.1893972,OBSERVED_NOT_CAUSAL
Quinndary Weatherspoon,SAS,2021-03-24,2021-03-24,9,2662,6,3,4,4,1,7,8,2,8,0,2,2,2,4.86851991,2.43425995,3.24567994,3.24567994,0.81141998,5.67993989,6.49135988,LIMITED_UNDER_120_MIN
R.J. Hampton,DEN,2021-03-24,2021-03-24,25,13996,64,50,14,5,2,11,22,25,60,5,18,9,12,9.87710775,7.71649043,2.16061732,0.77164904,0.30865962,1.69762789,3.39525579,OBSERVED_NOT_CAUSAL
RJ Barrett,NYK,2021-03-24,2021-03-23,44,89291,763,267,132,30,11,84,113,291,643,50,145,131,179,18.45740332,6.45888163,3.19315497,0.72571704,0.26609625,2.03200771,2.73353417,OBSERVED_NOT_CAUSAL
Reggie Bullock,NYK,2021-03-24,2021-03-23,39,64995,362,132,53,29,8,29,89,129,309,80,203,24,28,12.03046388,4.38679898,1.76136626,0.96376644,0.26586661,0.96376644,2.95776598,OBSERVED_NOT_CAUSAL
