game_id,date,home,away,home_pts,away_pts,home_observed_seconds,away_observed_seconds,inferred_historical_ot,home_seconds_residual,away_seconds_residual,official_reference_url
0022100229,2021-11-18,UTA,TOR,119,103,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-uta-0022100229
0022100230,2021-11-19,CHA,IND,121,118,14401,14400,0,1,0,https://www.nba.com/game/ind-vs-cha-0022100230
0022100231,2021-11-19,DET,GSW,102,105,14400,14400,0,0,0,https://www.nba.com/game/gsw-vs-det-0022100231
0022100232,2021-11-19,BOS,LAL,130,108,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-bos-0022100232
0022100233,2021-11-19,BKN,ORL,115,113,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-bkn-0022100233
0022100234,2021-11-19,MIL,OKC,96,89,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-mil-0022100234
0022100235,2021-11-19,NOP,LAC,94,81,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-nop-0022100235
0022100236,2021-11-19,DEN,CHI,108,114,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-den-0022100236
0022100237,2021-11-19,PHX,DAL,112,104,14401,14400,0,1,0,https://www.nba.com/game/dal-vs-phx-0022100237
0022100238,2021-11-19,SAC,TOR,89,108,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-sac-0022100238
0022100239,2021-11-20,NYK,HOU,106,99,14400,14402,0,0,2,https://www.nba.com/game/hou-vs-nyk-0022100239
0022100240,2021-11-20,IND,NOP,111,94,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-ind-0022100240
0022100241,2021-11-20,WAS,MIA,103,100,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-was-0022100241
0022100242,2021-11-20,ATL,CHA,115,105,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-atl-0022100242
0022100243,2021-11-20,BOS,OKC,111,105,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-bos-0022100243
0022100244,2021-11-20,MIL,ORL,117,108,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-mil-0022100244
0022100245,2021-11-20,MIN,MEM,138,95,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-min-0022100245
0022100246,2021-11-20,POR,PHI,118,111,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-por-0022100246
0022100247,2021-11-20,SAC,UTA,105,123,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-sac-0022100247
0022100248,2021-11-21,LAC,DAL,97,91,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-lac-0022100248
0022100249,2021-11-21,DET,LAL,116,121,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-det-0022100249
0022100250,2021-11-21,CHI,NYK,109,103,14400,14401,0,0,1,https://www.nba.com/game/nyk-vs-chi-0022100250
0022100251,2021-11-21,PHX,DEN,126,97,14400,14400,0,0,0,https://www.nba.com/game/den-vs-phx-0022100251
0022100252,2021-11-21,GSW,TOR,119,104,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-gsw-0022100252
0022100253,2021-11-22,CLE,BKN,112,117,14401,14400,0,1,0,https://www.nba.com/game/bkn-vs-cle-0022100253
0022100254,2021-11-22,WAS,CHA,103,109,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-was-0022100254
0022100255,2021-11-22,ATL,OKC,113,101,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-atl-0022100255
0022100256,2021-11-22,BOS,HOU,108,90,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-bos-0022100256
0022100257,2021-11-22,CHI,IND,77,109,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-chi-0022100257
0022100258,2021-11-22,MIL,ORL,123,92,14401,14400,0,1,0,https://www.nba.com/game/orl-vs-mil-0022100258
0022100259,2021-11-22,NOP,MIN,96,110,14400,14400,0,0,0,https://www.nba.com/game/min-vs-nop-0022100259
0022100260,2021-11-22,SAS,PHX,111,115,14401,14401,0,1,1,https://www.nba.com/game/phx-vs-sas-0022100260
0022100261,2021-11-22,UTA,MEM,118,119,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-uta-0022100261
0022100262,2021-11-22,SAC,PHI,94,102,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-sac-0022100262
0022100263,2021-11-23,DET,MIA,92,100,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-det-0022100263
0022100264,2021-11-23,NYK,LAL,106,100,14401,14400,0,1,0,https://www.nba.com/game/lal-vs-nyk-0022100264
0022100265,2021-11-23,POR,DEN,119,100,14400,14400,0,0,0,https://www.nba.com/game/den-vs-por-0022100265
0022100266,2021-11-23,LAC,DAL,104,112,15900,15900,1,0,0,https://www.nba.com/game/dal-vs-lac-0022100266
0022100267,2021-11-24,CLE,PHX,115,120,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-cle-0022100267
0022100268,2021-11-24,IND,LAL,116,124,15898,15901,1,-2,1,https://www.nba.com/game/lal-vs-ind-0022100268
0022100269,2021-11-24,ORL,CHA,99,106,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-orl-0022100269
0022100270,2021-11-24,BOS,BKN,104,123,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-bos-0022100270
0022100271,2021-11-24,HOU,CHI,118,113,14401,14400,0,1,0,https://www.nba.com/game/chi-vs-hou-0022100271
0022100272,2021-11-24,MEM,TOR,113,126,14400,14401,0,0,1,https://www.nba.com/game/tor-vs-mem-0022100272
0022100273,2021-11-24,MIL,DET,114,93,14400,14400,0,0,0,https://www.nba.com/game/det-vs-mil-0022100273
0022100274,2021-11-24,MIN,MIA,113,101,14401,14401,0,1,1,https://www.nba.com/game/mia-vs-min-0022100274
0022100275,2021-11-24,NOP,WAS,127,102,14400,14400,0,0,0,https://www.nba.com/game/was-vs-nop-0022100275
0022100276,2021-11-24,OKC,UTA,104,110,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-okc-0022100276
0022100277,2021-11-24,SAS,ATL,106,124,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-sas-0022100277
0022100278,2021-11-24,GSW,PHI,116,96,14401,14400,0,1,0,https://www.nba.com/game/phi-vs-gsw-0022100278
0022100279,2021-11-24,SAC,POR,125,121,14400,14400,0,0,0,https://www.nba.com/game/por-vs-sac-0022100279
0022100280,2021-11-26,LAC,DET,107,96,14400,14400,0,0,0,https://www.nba.com/game/det-vs-lac-0022100280
0022100281,2021-11-26,CHA,MIN,133,115,14400,14401,0,0,1,https://www.nba.com/game/min-vs-cha-0022100281
0022100282,2021-11-26,NYK,PHX,97,118,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-nyk-0022100282
0022100283,2021-11-26,ORL,CHI,88,123,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-orl-0022100283
0022100284,2021-11-26,IND,TOR,114,97,14400,14400,0,0,0,https://www.nba.com/game/tor-vs-ind-0022100284
0022100285,2021-11-26,MEM,ATL,100,132,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-mem-0022100285
0022100286,2021-11-26,OKC,WAS,99,101,14400,14399,0,0,-1,https://www.nba.com/game/was-vs-okc-0022100286
0022100287,2021-11-26,SAS,BOS,96,88,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-sas-0022100287
0022100288,2021-11-26,DEN,MIL,109,120,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-den-0022100288
0022100289,2021-11-26,UTA,NOP,97,98,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-uta-0022100289
0022100290,2021-11-26,GSW,POR,118,103,14400,14400,0,0,0,https://www.nba.com/game/por-vs-gsw-0022100290
0022100291,2021-11-26,LAL,SAC,137,141,18900,18900,3,0,0,https://www.nba.com/game/sac-vs-lal-0022100291
0022100292,2021-11-27,PHI,MIN,120,121,17400,17400,2,0,0,https://www.nba.com/game/min-vs-phi-0022100292
0022100293,2021-11-27,ATL,NYK,90,99,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-atl-0022100293
0022100294,2021-11-27,BKN,PHX,107,113,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-bkn-0022100294
0022100295,2021-11-27,CLE,ORL,105,92,14401,14400,0,1,0,https://www.nba.com/game/orl-vs-cle-0022100295
0022100296,2021-11-27,CHI,MIA,104,107,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-chi-0022100296
0022100297,2021-11-27,HOU,CHA,146,143,15900,15900,1,0,0,https://www.nba.com/game/cha-vs-hou-0022100297
0022100298,2021-11-27,DAL,WAS,114,120,14401,14400,0,1,0,https://www.nba.com/game/was-vs-dal-0022100298
0022100299,2021-11-27,UTA,NOP,127,105,14400,14399,0,0,-1,https://www.nba.com/game/nop-vs-uta-0022100299
0022100300,2021-11-28,LAC,GSW,90,105,14400,14401,0,0,1,https://www.nba.com/game/gsw-vs-lac-0022100300
0022100301,2021-11-28,IND,MIL,100,118,14400,14401,0,0,1,https://www.nba.com/game/mil-vs-ind-0022100301
0022100302,2021-11-28,TOR,BOS,97,109,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-tor-0022100302
0022100303,2021-11-28,MEM,SAC,128,101,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-mem-0022100303
0022100304,2021-11-28,LAL,DET,110,106,14400,14400,0,0,0,https://www.nba.com/game/det-vs-lal-0022100304
0022100305,2021-11-29,PHI,ORL,101,96,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-phi-0022100305
0022100306,2021-11-29,MIA,DEN,111,120,14400,14400,0,0,0,https://www.nba.com/game/den-vs-mia-0022100306
0022100307,2021-11-29,CHI,CHA,133,119,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-chi-0022100307
0022100308,2021-11-29,HOU,OKC,102,89,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-hou-0022100308
0022100309,2021-11-29,MIN,IND,100,98,14401,14402,0,1,2,https://www.nba.com/game/ind-vs-min-0022100309
0022100310,2021-11-29,DAL,CLE,96,114,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-dal-0022100310
0022100311,2021-11-29,SAS,WAS,116,99,14400,14400,0,0,0,https://www.nba.com/game/was-vs-sas-0022100311
0022100312,2021-11-29,UTA,POR,129,107,14400,14400,0,0,0,https://www.nba.com/game/por-vs-uta-0022100312
0022100313,2021-11-29,LAC,NOP,104,123,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-lac-0022100313
0022100314,2021-11-30,BKN,NYK,112,110,14401,14401,0,1,1,https://www.nba.com/game/nyk-vs-bkn-0022100314
0022100315,2021-11-30,TOR,MEM,91,98,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-tor-0022100315
0022100316,2021-11-30,PHX,GSW,104,96,14401,14401,0,1,1,https://www.nba.com/game/gsw-vs-phx-0022100316
0022100317,2021-11-30,POR,DET,110,92,14400,14400,0,0,0,https://www.nba.com/game/det-vs-por-0022100317
0022100318,2021-11-30,SAC,LAL,92,117,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-sac-0022100318
0022100319,2021-12-01,IND,ATL,111,114,14401,14400,0,1,0,https://www.nba.com/game/atl-vs-ind-0022100319
0022100320,2021-12-01,ORL,DEN,108,103,14400,14400,0,0,0,https://www.nba.com/game/den-vs-orl-0022100320
0022100321,2021-12-01,WAS,MIN,115,107,14400,14400,0,0,0,https://www.nba.com/game/min-vs-was-0022100321
0022100322,2021-12-01,BOS,PHI,88,87,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-bos-0022100322
0022100323,2021-12-01,MIA,CLE,85,111,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-mia-0022100323
0022100324,2021-12-01,MIL,CHA,127,125,14400,14401,0,0,1,https://www.nba.com/game/cha-vs-mil-0022100324
0022100325,2021-12-01,NOP,DAL,107,139,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-nop-0022100325
0022100326,2021-12-01,OKC,HOU,110,114,14401,14401,0,1,1,https://www.nba.com/game/hou-vs-okc-0022100326
0022100327,2021-12-01,LAC,SAC,115,124,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-lac-0022100327
0022100328,2021-12-02,NYK,CHI,115,119,14401,14401,0,1,1,https://www.nba.com/game/chi-vs-nyk-0022100328
0022100329,2021-12-02,TOR,MIL,97,93,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-tor-0022100329
0022100330,2021-12-02,MEM,OKC,152,79,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-mem-0022100330
0022100331,2021-12-02,PHX,DET,114,103,14400,14400,0,0,0,https://www.nba.com/game/det-vs-phx-0022100331
0022100332,2021-12-02,POR,SAS,83,114,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-por-0022100332
0022100333,2021-12-03,IND,MIA,104,113,14400,14401,0,0,1,https://www.nba.com/game/mia-vs-ind-0022100333
0022100334,2021-12-03,WAS,CLE,101,116,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-was-0022100334
0022100335,2021-12-03,ATL,PHI,96,98,14401,14400,0,1,0,https://www.nba.com/game/phi-vs-atl-0022100335
0022100336,2021-12-03,BKN,MIN,110,105,14400,14401,0,0,1,https://www.nba.com/game/min-vs-bkn-0022100336
0022100337,2021-12-03,HOU,ORL,118,116,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-hou-0022100337
0022100338,2021-12-03,DAL,NOP,91,107,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-dal-0022100338
0022100339,2021-12-03,UTA,BOS,137,130,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-uta-0022100339
0022100340,2021-12-03,GSW,PHX,118,96,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-gsw-0022100340
0022100341,2021-12-03,LAL,LAC,115,119,14400,14401,0,0,1,https://www.nba.com/game/lac-vs-lal-0022100341
0022100342,2021-12-04,NYK,DEN,99,113,14400,14400,0,0,0,https://www.nba.com/game/den-vs-nyk-0022100342
0022100343,2021-12-04,BKN,CHI,107,111,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-bkn-0022100343
0022100344,2021-12-04,MIL,MIA,124,102,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-mil-0022100344
0022100345,2021-12-04,DAL,MEM,90,97,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-dal-0022100345
0022100346,2021-12-04,GSW,SAS,107,112,14399,14400,0,-1,0,https://www.nba.com/game/sas-vs-gsw-0022100346
0022100347,2021-12-04,POR,BOS,117,145,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-por-0022100347
0022100348,2021-12-04,SAC,LAC,104,99,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-sac-0022100348
0022100349,2021-12-05,CLE,UTA,108,109,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-cle-0022100349
0022100350,2021-12-05,ATL,CHA,127,130,14401,14400,0,1,0,https://www.nba.com/game/cha-vs-atl-0022100350
0022100351,2021-12-05,TOR,WAS,102,90,14400,14400,0,0,0,https://www.nba.com/game/was-vs-tor-0022100351
0022100352,2021-12-05,HOU,NOP,118,108,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-hou-0022100352
0022100353,2021-12-06,CHA,PHI,124,127,15900,15901,1,0,1,https://www.nba.com/game/phi-vs-cha-0022100353
0022100354,2021-12-06,DET,OKC,103,114,14400,14401,0,0,1,https://www.nba.com/game/okc-vs-det-0022100354
0022100355,2021-12-06,IND,WAS,116,110,14400,14400,0,0,0,https://www.nba.com/game/was-vs-ind-0022100355
0022100356,2021-12-06,MIA,MEM,90,105,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-mia-0022100356
0022100357,2021-12-06,CHI,DEN,109,97,14400,14400,0,0,0,https://www.nba.com/game/den-vs-chi-0022100357
0022100358,2021-12-06,MIL,CLE,112,104,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-mil-0022100358
0022100359,2021-12-06,MIN,ATL,110,121,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-min-0022100359
0022100360,2021-12-06,PHX,SAS,108,104,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-phx-0022100360
0022100361,2021-12-06,GSW,ORL,126,95,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-gsw-0022100361
0022100362,2021-12-06,POR,LAC,90,102,14400,14400,0,0,0,https://www.nba.com/game/lac-vs-por-0022100362
0022100363,2021-12-07,DAL,BKN,99,102,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-dal-0022100363
0022100364,2021-12-07,SAS,NYK,109,121,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-sas-0022100364
0022100365,2021-12-07,LAL,BOS,117,102,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-lal-0022100365
0022100366,2021-12-08,CHA,PHI,106,110,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-cha-0022100366
0022100367,2021-12-08,CLE,CHI,115,92,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-cle-0022100367
0022100368,2021-12-08,DET,WAS,116,119,15900,15901,1,0,1,https://www.nba.com/game/was-vs-det-0022100368
0022100369,2021-12-08,IND,NYK,122,102,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-ind-0022100369
0022100370,2021-12-08,MIA,MIL,113,104,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-mia-0022100370
0022100371,2021-12-08,TOR,OKC,109,110,14400,14400,0,0,0,https://www.nba.com/game/okc-vs-tor-0022100371
0022100372,2021-12-08,HOU,BKN,114,104,14400,14401,0,0,1,https://www.nba.com/game/bkn-vs-hou-0022100372
0022100373,2021-12-08,MEM,DAL,96,104,14401,14402,0,1,2,https://www.nba.com/game/dal-vs-mem-0022100373
0022100374,2021-12-08,MIN,UTA,104,136,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-min-0022100374
0022100375,2021-12-08,NOP,DEN,114,120,15901,15901,1,1,1,https://www.nba.com/game/den-vs-nop-0022100375
0022100376,2021-12-08,GSW,POR,104,94,14400,14400,0,0,0,https://www.nba.com/game/por-vs-gsw-0022100376
0022100377,2021-12-08,SAC,ORL,142,130,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-sac-0022100377
0022100378,2021-12-08,LAC,BOS,114,111,14400,14401,0,0,1,https://www.nba.com/game/bos-vs-lac-0022100378
0022100379,2021-12-09,PHI,UTA,96,118,14401,14400,0,1,0,https://www.nba.com/game/uta-vs-phi-0022100379
0022100380,2021-12-09,MEM,LAL,108,95,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-mem-0022100380
0022100381,2021-12-09,SAS,DEN,123,111,14400,14400,0,0,0,https://www.nba.com/game/den-vs-sas-0022100381
0022100382,2021-12-10,CHA,SAC,124,123,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-cha-0022100382
0022100383,2021-12-10,IND,DAL,106,93,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-ind-0022100383
0022100384,2021-12-10,ATL,BKN,105,113,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-atl-0022100384
0022100385,2021-12-10,TOR,NYK,90,87,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-tor-0022100385
0022100386,2021-12-10,HOU,MIL,114,123,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-hou-0022100386
0022100387,2021-12-10,MIN,CLE,106,123,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-min-0022100387
0022100388,2021-12-10,NOP,DET,109,93,14400,14400,0,0,0,https://www.nba.com/game/det-vs-nop-0022100388
0022100389,2021-12-10,OKC,LAL,95,116,14401,14400,0,1,0,https://www.nba.com/game/lal-vs-okc-0022100389
0022100390,2021-12-10,PHX,BOS,111,90,14400,14400,0,0,0,https://www.nba.com/game/bos-vs-phx-0022100390
0022100391,2021-12-11,LAC,ORL,106,104,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-lac-0022100391
0022100392,2021-12-11,WAS,UTA,98,123,14400,14400,0,0,0,https://www.nba.com/game/uta-vs-was-0022100392
0022100393,2021-12-11,CLE,SAC,117,103,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-cle-0022100393
0022100394,2021-12-11,MIA,CHI,118,92,14400,14400,0,0,0,https://www.nba.com/game/chi-vs-mia-0022100394
0022100395,2021-12-11,MEM,HOU,113,106,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-mem-0022100395
0022100396,2021-12-11,PHI,GSW,102,93,14400,14401,0,0,1,https://www.nba.com/game/gsw-vs-phi-0022100396
0022100397,2021-12-11,SAS,DEN,112,127,14400,14400,0,0,0,https://www.nba.com/game/den-vs-sas-0022100397
0022100398,2021-12-12,NYK,MIL,97,112,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-nyk-0022100398
0022100399,2021-12-12,DET,BKN,104,116,14400,14400,0,0,0,https://www.nba.com/game/bkn-vs-det-0022100399
0022100400,2021-12-12,OKC,DAL,84,103,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-okc-0022100400
0022100401,2021-12-12,SAS,NOP,112,97,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-sas-0022100401
0022100402,2021-12-12,POR,MIN,111,116,14400,14401,0,0,1,https://www.nba.com/game/min-vs-por-0022100402
0022100403,2021-12-12,LAL,ORL,106,94,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-lal-0022100403
0022100404,2021-12-13,CLE,MIA,105,94,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-cle-0022100404
0022100405,2021-12-13,IND,GSW,100,102,14400,14401,0,0,1,https://www.nba.com/game/gsw-vs-ind-0022100405
0022100406,2021-12-13,TOR,SAC,124,101,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-tor-0022100406
0022100407,2021-12-13,ATL,HOU,126,132,14401,14400,0,1,0,https://www.nba.com/game/hou-vs-atl-0022100407
0022100408,2021-12-13,BOS,MIL,117,103,14400,14400,0,0,0,https://www.nba.com/game/mil-vs-bos-0022100408
0022100409,2021-12-13,MEM,PHI,126,91,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-mem-0022100409
0022100410,2021-12-13,DAL,CHA,120,96,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-dal-0022100410
0022100411,2021-12-13,DEN,WAS,113,107,14400,14400,0,0,0,https://www.nba.com/game/was-vs-den-0022100411
0022100412,2021-12-13,LAC,PHX,111,95,14400,14400,0,0,0,https://www.nba.com/game/phx-vs-lac-0022100412
0022100413,2021-12-14,BKN,TOR,131,129,15900,15900,1,0,0,https://www.nba.com/game/tor-vs-bkn-0022100413
0022100414,2021-12-14,NYK,GSW,96,105,14400,14400,0,0,0,https://www.nba.com/game/gsw-vs-nyk-0022100414
0022100416,2021-12-14,POR,PHX,107,111,15900,15900,1,0,0,https://www.nba.com/game/phx-vs-por-0022100416
0022100417,2021-12-15,CLE,HOU,124,89,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-cle-0022100417
0022100418,2021-12-15,ORL,ATL,99,111,14400,14400,0,0,0,https://www.nba.com/game/atl-vs-orl-0022100418
0022100419,2021-12-15,PHI,MIA,96,101,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-phi-0022100419
0022100420,2021-12-15,DAL,LAL,104,107,15900,15900,1,0,0,https://www.nba.com/game/lal-vs-dal-0022100420
0022100421,2021-12-15,MIL,IND,114,99,14400,14400,0,0,0,https://www.nba.com/game/ind-vs-mil-0022100421
0022100422,2021-12-15,OKC,NOP,110,113,14400,14400,0,0,0,https://www.nba.com/game/nop-vs-okc-0022100422
0022100423,2021-12-15,SAS,CHA,115,131,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-sas-0022100423
0022100424,2021-12-15,DEN,MIN,107,124,14400,14400,0,0,0,https://www.nba.com/game/min-vs-den-0022100424
0022100425,2021-12-15,UTA,LAC,124,103,14400,14401,0,0,1,https://www.nba.com/game/lac-vs-uta-0022100425
0022100426,2021-12-15,POR,MEM,103,113,14400,14400,0,0,0,https://www.nba.com/game/mem-vs-por-0022100426
0022100427,2021-12-15,SAC,WAS,119,105,14400,14400,0,0,0,https://www.nba.com/game/was-vs-sac-0022100427
0022100428,2021-12-16,IND,DET,122,113,14400,14400,0,0,0,https://www.nba.com/game/det-vs-ind-0022100428
0022100429,2021-12-16,BKN,PHI,114,105,14400,14400,0,0,0,https://www.nba.com/game/phi-vs-bkn-0022100429
0022100431,2021-12-16,HOU,NYK,103,116,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-hou-0022100431
0022100432,2021-12-16,PHX,WAS,118,98,14400,14400,0,0,0,https://www.nba.com/game/was-vs-phx-0022100432
0022100433,2021-12-17,ORL,MIA,105,115,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-orl-0022100433
0022100434,2021-12-17,ATL,DEN,115,133,14400,14400,0,0,0,https://www.nba.com/game/den-vs-atl-0022100434
0022100435,2021-12-17,BOS,GSW,107,111,14400,14401,0,0,1,https://www.nba.com/game/gsw-vs-bos-0022100435
0022100436,2021-12-17,MIN,LAL,110,92,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-min-0022100436
0022100437,2021-12-17,UTA,SAS,126,128,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-uta-0022100437
0022100438,2021-12-17,NOP,MIL,116,112,15901,15900,1,1,0,https://www.nba.com/game/mil-vs-nop-0022100438
0022100439,2021-12-17,POR,CHA,125,116,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-por-0022100439
0022100440,2021-12-17,SAC,MEM,105,124,14401,14401,0,1,1,https://www.nba.com/game/mem-vs-sac-0022100440
0022100441,2021-12-18,DET,HOU,107,116,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-det-0022100441
0022100442,2021-12-18,BKN,ORL,93,100,14400,14400,0,0,0,https://www.nba.com/game/orl-vs-bkn-0022100442
0022100443,2021-12-18,TOR,GSW,119,100,14400,14400,0,0,0,https://www.nba.com/game/gsw-vs-tor-0022100443
0022100444,2021-12-18,OKC,LAC,104,103,14400,14401,0,0,1,https://www.nba.com/game/lac-vs-okc-0022100444
0022100445,2021-12-18,BOS,NYK,114,107,14400,14400,0,0,0,https://www.nba.com/game/nyk-vs-bos-0022100445
0022100446,2021-12-18,MIL,CLE,90,119,14400,14400,0,0,0,https://www.nba.com/game/cle-vs-mil-0022100446
0022100447,2021-12-18,UTA,WAS,103,109,14400,14400,0,0,0,https://www.nba.com/game/was-vs-uta-0022100447
0022100448,2021-12-19,CHI,LAL,115,110,14400,14400,0,0,0,https://www.nba.com/game/lal-vs-chi-0022100448
0022100449,2021-12-19,DET,MIA,100,90,14400,14400,0,0,0,https://www.nba.com/game/mia-vs-det-0022100449
0022100450,2021-12-19,MEM,POR,100,105,14400,14400,0,0,0,https://www.nba.com/game/por-vs-mem-0022100450
0022100451,2021-12-19,SAC,SAS,121,114,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-sac-0022100451
0022100455,2021-12-19,MIN,DAL,111,105,14400,14400,0,0,0,https://www.nba.com/game/dal-vs-min-0022100455
0022100456,2021-12-19,PHX,CHA,137,106,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-phx-0022100456
0022100457,2021-12-20,BOS,PHI,103,108,14401,14400,0,1,0,https://www.nba.com/game/phi-vs-bos-0022100457
0022100459,2021-12-20,CHI,HOU,133,118,14400,14400,0,0,0,https://www.nba.com/game/hou-vs-chi-0022100459
0022100460,2021-12-20,MEM,OKC,99,102,14400,14403,0,0,3,https://www.nba.com/game/okc-vs-mem-0022100460
0022100461,2021-12-20,UTA,CHA,112,102,14400,14400,0,0,0,https://www.nba.com/game/cha-vs-uta-0022100461
0022100462,2021-12-20,GSW,SAC,113,98,14400,14400,0,0,0,https://www.nba.com/game/sac-vs-gsw-0022100462
0022100463,2021-12-20,LAC,SAS,92,116,14400,14400,0,0,0,https://www.nba.com/game/sas-vs-lac-0022100463
