player_id,archive_player,nba_player,season,observed_through,bpm,obpm,dbpm,archive_gp,archive_minutes,nba_gp_including_zero_clock,nba_seconds,nba_last_date,zero_clock_appearances
hoodro01,Rodney Hood,Rodney Hood,2021,2021-03-25,-7.6,-5.7,-2.0,38,726,38,43585,2021-03-23,0
horfoal01,Al Horford,Al Horford,2021,2021-03-25,3.3,1.9,1.4,28,782,28,46906,2021-03-24,0
hortota01,Talen Horton-Tucker,Talen Horton-Tucker,2021,2021-03-25,-1.4,-2.8,1.4,41,753,41,45200,2021-03-25,0
houseda01,Danuel House,Danuel House Jr.,2021,2021-03-25,-2.2,-2.0,-0.2,27,755,27,45291,2021-03-24,0
howardw01,Dwight Howard,Dwight Howard,2021,2021-03-25,-3.3,-3.4,0.2,45,767,45,46040,2021-03-25,0
howarma02,Markus Howard,Markus Howard,2021,2021-03-25,-16.9,-12.1,-4.8,21,71,21,4282,2021-03-24,0
huertke01,Kevin Huerter,Kevin Huerter,2021,2021-03-25,-0.6,-0.8,0.2,44,1386,44,83134,2021-03-24,0
hugheel01,Elijah Hughes,Elijah Hughes,2021,2021-03-25,-1.3,-0.9,-0.3,8,32,8,1946,2021-03-24,0
huntede01,De'Andre Hunter,De'Andre Hunter,2021,2021-03-25,1.7,1.5,0.2,20,625,20,37494,2021-03-24,0
hutchch01,Chandler Hutchison,Chandler Hutchison,2021,2021-03-25,-10.9,-9.4,-1.5,7,64,7,3815,2021-02-05,0
ibakase01,Serge Ibaka,Serge Ibaka,2021,2021-03-25,0.4,1.0,-0.5,39,919,39,55119,2021-03-14,0
iguodan01,Andre Iguodala,Andre Iguodala,2021,2021-03-25,-0.1,-2.2,2.1,41,869,41,52180,2021-03-25,0
ilyaser01,Ersan İlyasova,Ersan Ilyasova,2021,2021-03-25,-11.6,-8.1,-3.5,2,6,2,381,2021-03-24,0
inglejo01,Joe Ingles,Joe Ingles,2021,2021-03-25,4.8,3.8,1.0,39,1044,39,62656,2021-03-24,0
ingrabr01,Brandon Ingram,Brandon Ingram,2021,2021-03-25,2.8,4.2,-1.3,43,1475,43,88518,2021-03-23,0
irvinky01,Kyrie Irving,Kyrie Irving,2021,2021-03-25,4.9,5.8,-0.9,31,1104,31,66252,2021-03-21,0
iwundwe01,Wesley Iwundu,Wes Iwundu,2021,2021-03-25,-5.1,-5.6,0.4,23,288,23,17256,2021-03-21,0
jacksfr01,Frank Jackson,Frank Jackson,2021,2021-03-25,-4.8,-3.2,-1.6,14,173,14,10401,2021-03-24,0
jacksjo02,Josh Jackson,Josh Jackson,2021,2021-03-25,-2.7,-2.2,-0.6,39,969,39,58161,2021-03-24,0
jacksju01,Justin Jackson,Justin Jackson,2021,2021-03-25,-2.9,-2.1,-0.9,30,491,30,29478,2021-03-22,0
jacksre01,Reggie Jackson,Reggie Jackson,2021,2021-03-25,-0.9,-0.2,-0.7,43,898,43,53883,2021-03-25,0
jamesju01,Justin James,Justin James,2021,2021-03-25,-6.1,-3.5,-2.6,22,143,22,8604,2021-03-25,0
jamesle01,LeBron James,LeBron James,2021,2021-03-25,7.8,6.1,1.7,41,1388,41,83305,2021-03-20,0
jeffrda01,DaQuan Jeffries,DaQuan Jeffries,2021,2021-03-25,-5.7,-3.9,-1.8,16,227,16,13642,2021-03-25,0
jeromty01,Ty Jerome,Ty Jerome,2021,2021-03-25,0.4,-0.2,0.6,12,314,12,18823,2021-03-24,0
joeis01,Isaiah Joe,Isaiah Joe,2021,2021-03-25,-3.0,-2.0,-1.0,22,253,22,15162,2021-03-20,0
johnsal02,Alize Johnson,Alize Johnson,2021,2021-03-25,14.8,8.8,6.0,1,33,1,1978,2021-03-24,0
johnsca02,Cameron Johnson,Cameron Johnson,2021,2021-03-25,0.6,0.9,-0.3,37,876,37,52547,2021-03-24,0
johnsja01,James Johnson,James Johnson,2021,2021-03-25,0.1,-2.1,2.2,29,504,29,30240,2021-03-11,0
johnske04,Keldon Johnson,Keldon Johnson,2021,2021-03-25,-1.3,-0.4,-0.8,39,1135,39,68096,2021-03-25,0
johnsst04,Stanley Johnson,Stanley Johnson,2021,2021-03-25,-2.6,-3.7,1.1,39,544,39,32657,2021-03-24,0
johnsty01,Tyler Johnson,Tyler Johnson,2021,2021-03-25,-3.4,-2.1,-1.4,26,411,26,24654,2021-03-24,0
jokicni01,Nikola Jokić,Nikola Jokic,2021,2021-03-25,12.0,9.4,2.6,44,1571,44,94263,2021-03-24,0
jonesda03,Damian Jones,Damian Jones,2021,2021-03-25,-2.7,-4.2,1.5,22,206,22,12311,2021-03-20,0
jonesde02,Derrick Jones Jr.,Derrick Jones Jr.,2021,2021-03-25,-1.6,-1.4,-0.2,40,1059,40,63567,2021-03-25,0
jonesma05,Mason Jones,Mason Jones,2021,2021-03-25,-3.0,-1.7,-1.3,26,307,26,18436,2021-03-17,0
jonestr01,Tre Jones,Tre Jones,2021,2021-03-25,-6.0,-3.1,-2.9,19,86,19,5188,2021-03-24,0
jonesty01,Tyus Jones,Tyus Jones,2021,2021-03-25,0.5,-0.3,0.8,41,823,41,49398,2021-03-24,0
jordade01,DeAndre Jordan,DeAndre Jordan,2021,2021-03-25,0.7,-0.2,0.9,43,978,43,58683,2021-03-24,0
josepco01,Cory Joseph,Cory Joseph,2021,2021-03-25,-3.7,-3.0,-0.6,44,944,44,56650,2021-03-24,0
kabenmf01,Mfiondu Kabengele,Mfiondu Kabengele,2021,2021-03-25,-10.9,-9.2,-1.7,23,94,23,5628,2021-03-20,0
kaminfr01,Frank Kaminsky,Frank Kaminsky,2021,2021-03-25,2.1,0.8,1.3,32,483,32,28957,2021-03-19,0
kanteen01,Enes Kanter,Enes Freedom,2021,2021-03-25,-0.4,1.7,-2.1,44,1179,44,70710,2021-03-25,0
kennalu01,Luke Kennard,Luke Kennard,2021,2021-03-25,-0.1,0.7,-0.8,40,778,40,46656,2021-03-25,0
klebima01,Maxi Kleber,Maxi Kleber,2021,2021-03-25,0.3,0.3,0.0,30,831,30,49891,2021-03-24,0
knighna01,Nathan Knight,Nathan Knight,2021,2021-03-25,0.1,0.4,-0.3,16,125,16,7517,2021-03-24,0
knoxke01,Kevin Knox,Kevin Knox II,2021,2021-03-25,-2.3,-1.7,-0.6,31,416,31,24959,2021-03-25,0
konchjo01,John Konchar,John Konchar,2021,2021-03-25,-0.4,-1.7,1.3,21,320,21,19176,2021-03-19,0
korkmfu01,Furkan Korkmaz,Furkan Korkmaz,2021,2021-03-25,-1.6,-1.1,-0.5,34,662,34,39738,2021-03-25,0
kornelu01,Luke Kornet,Luke Kornet,2021,2021-03-25,0.5,-0.3,0.8,13,94,13,5629,2021-03-22,0
kurucro01,Rodions Kurucs,Rodions Kurucs,2021,2021-03-25,-7.0,-8.8,1.8,16,91,16,5451,2021-02-28,0
kuzmaky01,Kyle Kuzma,Kyle Kuzma,2021,2021-03-25,-1.0,-0.2,-0.8,44,1196,44,71783,2021-03-25,0
lamban01,Anthony Lamb,Anthony Lamb,2021,2021-03-25,-10.5,-8.0,-2.5,7,108,7,6463,2021-03-24,0
lambje01,Jeremy Lamb,Jeremy Lamb,2021,2021-03-25,1.9,1.6,0.3,26,573,26,34356,2021-03-24,0
lavinza01,Zach LaVine,Zach LaVine,2021,2021-03-25,4.2,5.0,-0.8,43,1518,43,91050,2021-03-24,0
laymaja01,Jake Layman,Jake Layman,2021,2021-03-25,-2.3,-2.4,0.1,32,525,32,31527,2021-03-24,0
lecquja01,Jalen Lecque,Jalen Lecque,2021,2021-03-25,-13.1,-6.3,-6.8,4,12,4,728,2021-03-22,0
leeda03,Damion Lee,Damion Lee,2021,2021-03-25,-0.2,-0.5,0.3,44,839,44,50345,2021-03-25,0
leesa01,Saben Lee,Saben Lee,2021,2021-03-25,-1.2,-2.0,0.8,22,316,22,18982,2021-03-24,0
lenal01,Alex Len,Alex Len,2021,2021-03-25,0.2,-1.3,1.6,35,517,35,30983,2021-03-25,0
leonaka01,Kawhi Leonard,Kawhi Leonard,2021,2021-03-25,6.7,5.6,1.1,37,1274,37,76406,2021-03-24,0
leoname01,Meyers Leonard,Meyers Leonard,2021,2021-03-25,-4.4,-3.5,-0.9,3,29,3,1763,2021-01-09,0
leverca01,Caris LeVert,Caris LeVert,2021,2021-03-25,-0.2,0.4,-0.5,19,556,19,33368,2021-03-24,0
lewiski01,Kira Lewis Jr.,Kira Lewis Jr.,2021,2021-03-25,-3.3,-2.7,-0.6,28,401,28,24068,2021-03-23,0
lillada01,Damian Lillard,Damian Lillard,2021,2021-03-25,5.8,7.6,-1.8,43,1553,43,93183,2021-03-25,0
littlna01,Nassir Little,Nassir Little,2021,2021-03-25,-2.2,0.0,-2.2,28,386,28,23190,2021-03-25,0
looneke01,Kevon Looney,Kevon Looney,2021,2021-03-25,-0.1,-1.0,0.9,34,516,34,30966,2021-03-25,0
lopezbr01,Brook Lopez,Brook Lopez,2021,2021-03-25,-0.5,-0.2,-0.2,43,1174,43,70439,2021-03-24,0
lopezro01,Robin Lopez,Robin Lopez,2021,2021-03-25,-2.5,-0.7,-1.9,43,864,43,51851,2021-03-25,0
loveke01,Kevin Love,Kevin Love,2021,2021-03-25,-3.8,-2.3,-1.5,4,58,4,3485,2021-03-14,0
lowryky01,Kyle Lowry,Kyle Lowry,2021,2021-03-25,1.1,1.8,-0.7,37,1289,37,77348,2021-03-24,0
luwawti01,Timothé Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,2021,2021-03-25,-3.8,-2.5,-1.2,38,738,38,44302,2021-03-24,0
lylestr01,Trey Lyles,Trey Lyles,2021,2021-03-25,-1.9,-1.2,-0.7,23,358,23,21470,2021-03-24,0
magnawi01,Will Magnay,Will Magnay,2021,2021-03-25,-39.6,-30.7,-8.9,1,3,1,196,2021-03-23,0
makerth01,Thon Maker,Thon Maker,2021,2021-03-25,1.5,0.3,1.2,8,76,8,4588,2021-01-12,0
maledth01,Théo Maledon,Theo Maledon,2021,2021-03-25,-5.1,-4.6,-0.4,38,1014,38,60812,2021-03-24,0
maneka01,Karim Mané,Karim Mane,2021,2021-03-25,-11.3,-9.4,-2.0,7,60,7,3585,2021-03-21,0
mannini01,Nico Mannion,Nico Mannion,2021,2021-03-25,-2.8,-2.8,0.0,15,212,15,12701,2021-03-25,0
mannte01,Terance Mann,Terance Mann,2021,2021-03-25,-1.6,-1.8,0.2,43,728,43,43685,2021-03-25,0
marjabo01,Boban Marjanović,Boban Marjanovic,2021,2021-03-25,-3.8,0.5,-4.3,20,151,20,9073,2021-03-21,0
markkla01,Lauri Markkanen,Lauri Markkanen,2021,2021-03-25,0.6,1.9,-1.4,23,691,23,41429,2021-03-24,0
marshna01,Naji Marshall,Naji Marshall,2021,2021-03-25,-11.0,-8.6,-2.4,6,20,6,1215,2021-03-23,0
martica02,Caleb Martin,Caleb Martin,2021,2021-03-25,-2.4,-2.2,-0.2,30,427,30,25636,2021-03-24,0
martico01,Cody Martin,Cody Martin,2021,2021-03-25,-1.8,-1.4,-0.4,31,412,31,24709,2021-03-24,0
martike03,Kelan Martin,Kelan Martin,2021,2021-03-25,-7.9,-7.2,-0.7,14,54,14,3247,2021-03-22,0
martike04,Kenyon Martin Jr.,Kenyon Martin Jr.,2021,2021-03-25,-2.1,-2.4,0.3,16,305,16,18272,2021-03-24,0
masonfr01,Frank Mason III,Frank Mason III,2021,2021-03-25,-9.2,-6.1,-3.1,4,79,4,4757,2021-02-11,0
mathega01,Garrison Mathews,Garrison Mathews,2021,2021-03-25,-0.6,-0.4,-0.2,37,665,37,39900,2021-03-25,0
mathida01,Dakota Mathias,Dakota Mathias,2021,2021-03-25,-3.6,-1.9,-1.7,8,123,8,7408,2021-01-14,0
matthwe02,Wesley Matthews,Wesley Matthews,2021,2021-03-25,-3.0,-3.3,0.3,38,771,38,46286,2021-03-25,0
maxeyty01,Tyrese Maxey,Tyrese Maxey,2021,2021-03-25,-3.2,-2.2,-1.0,39,579,39,34761,2021-03-25,0
mayssk01,Skylar Mays,Skylar Mays,2021,2021-03-25,0.8,1.4,-0.6,19,141,19,8444,2021-03-18,0
mccawpa01,Patrick McCaw,Patrick McCaw,2021,2021-03-25,1.0,-2.5,3.5,5,33,5,2002,2021-03-22,0
mccolcj01,CJ McCollum,CJ McCollum,2021,2021-03-25,4.6,6.4,-1.8,19,614,19,36855,2021-03-25,0
mccontj01,T.J. McConnell,T.J. McConnell,2021,2021-03-25,1.8,-0.3,2.1,40,1012,40,60745,2021-03-24,0
mcdanja01,Jalen McDaniels,Jalen McDaniels,2021,2021-03-25,-7.0,-4.8,-2.1,21,234,21,14049,2021-03-24,0
mcdanja02,Jaden McDaniels,Jaden McDaniels,2021,2021-03-25,-4.2,-4.2,0.0,37,742,37,44535,2021-03-24,0
mcderdo01,Doug McDermott,Doug McDermott,2021,2021-03-25,-0.6,1.4,-2.0,42,1061,42,63667,2021-03-24,0
mcderse01,Sean McDermott,Sean McDermott,2021,2021-03-25,-4.3,-2.6,-1.7,9,131,9,7888,2021-03-15,0
mcgeeja01,JaVale McGee,JaVale McGee,2021,2021-03-25,-0.8,-2.1,1.3,33,503,33,30181,2021-03-22,0
mcgruro01,Rodney McGruder,Rodney McGruder,2021,2021-03-25,-0.1,0.3,-0.5,15,178,15,10674,2021-03-15,0
mckinal01,Alfonzo McKinnie,Alfonzo McKinnie,2021,2021-03-25,-1.3,0.1,-1.4,24,126,24,7579,2021-03-25,0
mclaujo01,Jordan McLaughlin,Jordan McLaughlin,2021,2021-03-25,-2.3,-1.8,-0.5,24,467,24,27999,2021-03-03,0
mclembe01,Ben McLemore,Ben McLemore,2021,2021-03-25,-4.9,-3.6,-1.3,29,471,29,28238,2021-03-24,0
mellini01,Nicolò Melli,Nicolo Melli,2021,2021-03-25,-4.4,-4.9,0.5,22,241,22,14477,2021-03-23,0
meltode01,De'Anthony Melton,De'Anthony Melton,2021,2021-03-25,4.1,1.7,2.4,29,575,29,34482,2021-03-24,0
merrisa01,Sam Merrill,Sam Merrill,2021,2021-03-25,-1.8,-0.6,-1.2,17,97,17,5834,2021-03-24,0
metuch01,Chimezie Metu,Chimezie Metu,2021,2021-03-25,-1.1,-1.0,-0.1,13,96,13,5784,2021-03-25,0
middlkh01,Khris Middleton,Khris Middleton,2021,2021-03-25,1.8,2.4,-0.6,43,1440,43,86416,2021-03-24,0
milleda01,Darius Miller,Darius Miller,2021,2021-03-25,3.0,0.4,2.6,14,145,14,8683,2021-03-16,0
millspa01,Paul Millsap,Paul Millsap,2021,2021-03-25,0.7,0.9,-0.2,34,798,34,47873,2021-03-24,0
millspa02,Patty Mills,Patty Mills,2021,2021-03-25,0.0,1.5,-1.5,41,1052,41,63137,2021-03-25,0
miltosh01,Shake Milton,Shake Milton,2021,2021-03-25,-2.7,-1.4,-1.3,37,915,37,54900,2021-03-25,0
mitchdo01,Donovan Mitchell,Donovan Mitchell,2021,2021-03-25,2.4,3.2,-0.8,41,1389,41,83367,2021-03-24,0
mokokad01,Adam Mokoka,Adam Mokoka,2021,2021-03-25,-5.6,-5.0,-0.6,9,47,9,2801,2021-03-22,0
monkma01,Malik Monk,Malik Monk,2021,2021-03-25,-1.9,0.3,-2.2,30,647,30,38821,2021-03-24,0
mooreet01,E'Twaun Moore,E'Twaun Moore,2021,2021-03-25,-3.7,-4.4,0.7,24,348,24,20891,2021-03-13,0
moranja01,Ja Morant,Ja Morant,2021,2021-03-25,-0.7,1.4,-2.1,33,1040,33,62395,2021-03-24,0
morgaju01,Juwan Morgan,Juwan Morgan,2021,2021-03-25,-2.2,-3.9,1.7,18,78,18,4697,2021-03-24,0
morrima02,Markieff Morris,Markieff Morris,2021,2021-03-25,-2.4,-2.3,-0.1,39,707,39,42419,2021-03-25,0
morrima03,Marcus Morris,Marcus Morris Sr.,2021,2021-03-25,-0.8,0.6,-1.4,35,868,35,52077,2021-03-24,0
morrimo01,Monte Morris,Monte Morris,2021,2021-03-25,-1.2,0.0,-1.2,36,980,36,58820,2021-03-12,0
muldemy01,Mychal Mulder,Mychal Mulder,2021,2021-03-25,-2.6,-1.7,-0.9,37,381,37,22882,2021-03-25,0
murrade01,Dejounte Murray,Dejounte Murray,2021,2021-03-25,0.3,-0.5,0.8,41,1288,41,77283,2021-03-25,0
murraja01,Jamal Murray,Jamal Murray,2021,2021-03-25,1.4,2.6,-1.1,42,1487,42,89194,2021-03-24,0
muscami01,Mike Muscala,Mike Muscala,2021,2021-03-25,-0.3,0.8,-1.2,35,645,35,38727,2021-03-14,0
mykhasv01,Sviatoslav Mykhailiuk,Svi Mykhailiuk,2021,2021-03-25,-2.1,-1.5,-0.6,40,704,40,42248,2021-03-24,0
naderab01,Abdel Nader,Abdel Nader,2021,2021-03-25,-0.4,-1.2,0.8,24,355,24,21314,2021-03-21,0
nancela02,Larry Nance Jr.,Larry Nance Jr.,2021,2021-03-25,1.0,-0.9,1.9,27,889,27,53327,2021-03-24,0
nesmiaa01,Aaron Nesmith,Aaron Nesmith,2021,2021-03-25,-4.6,-3.8,-0.9,22,337,22,20192,2021-03-22,0
netora01,Raul Neto,Raul Neto,2021,2021-03-25,-1.4,-1.9,0.5,38,780,38,46819,2021-03-25,0
niangge01,Georges Niang,Georges Niang,2021,2021-03-25,-2.0,-2.0,0.0,43,584,43,35056,2021-03-24,0
nnajize01,Zeke Nnaji,Zeke Nnaji,2021,2021-03-25,-2.7,-0.7,-2.0,29,315,29,18903,2021-03-24,0
noelne01,Nerlens Noel,Nerlens Noel,2021,2021-03-25,0.6,-2.6,3.2,39,872,39,52300,2021-03-23,0
nowelja01,Jaylen Nowell,Jaylen Nowell,2021,2021-03-25,-1.5,-0.2,-1.3,30,571,30,34278,2021-03-24,0
ntilila01,Frank Ntilikina,Frank Ntilikina,2021,2021-03-25,-4.2,-5.6,1.5,17,250,17,15004,2021-03-25,0
nunnke01,Kendrick Nunn,Kendrick Nunn,2021,2021-03-25,-1.1,-1.1,0.0,37,1071,37,64274,2021-03-25,0
nurkiju01,Jusuf Nurkić,Jusuf Nurkic,2021,2021-03-25,-2.6,-2.6,0.0,12,280,12,16818,2021-01-14,0
nwabada01,David Nwaba,David Nwaba,2021,2021-03-25,-0.3,-1.3,1.0,30,679,30,40716,2021-03-14,0
nworajo01,Jordan Nwora,Jordan Nwora,2021,2021-03-25,-5.6,-4.0,-1.7,12,87,12,5242,2021-03-22,0
ojelese01,Semi Ojeleye,Semi Ojeleye,2021,2021-03-25,-2.5,-1.1,-1.4,40,765,40,45915,2021-03-24,0
okafoja01,Jahlil Okafor,Jahlil Okafor,2021,2021-03-25,-3.1,-0.6,-2.5,12,120,12,7177,2021-01-30,0
okekech01,Chuma Okeke,Chuma Okeke,2021,2021-03-25,-2.1,-2.6,0.5,28,607,28,36429,2021-03-24,0
okogijo01,Josh Okogie,Josh Okogie,2021,2021-03-25,-4.7,-4.8,0.1,36,713,36,42771,2021-03-22,0
okongon01,Onyeka Okongwu,Onyeka Okongwu,2021,2021-03-25,-2.9,-3.7,0.9,22,194,22,11653,2021-03-24,0
okorois01,Isaac Okoro,Isaac Okoro,2021,2021-03-25,-4.8,-4.5,-0.3,39,1258,39,75511,2021-03-24,0
okpalkz01,KZ Okpala,KZ Okpala,2021,2021-03-25,-6.6,-6.0,-0.6,25,322,25,19331,2021-03-19,0
oladivi01,Victor Oladipo,Victor Oladipo,2021,2021-03-25,-0.5,0.2,-0.7,29,969,29,58130,2021-03-21,0
olynyke01,Kelly Olynyk,Kelly Olynyk,2021,2021-03-25,-0.9,-1.6,0.7,43,1157,43,69408,2021-03-23,0
onealro01,Royce O'Neale,Royce O'Neale,2021,2021-03-25,0.6,-1.0,1.6,43,1386,43,83129,2021-03-24,0
onimi01,Miye Oni,Miye Oni,2021,2021-03-25,-1.6,-2.2,0.6,30,233,30,14002,2021-03-24,0
osmande01,Cedi Osman,Cedi Osman,2021,2021-03-25,-2.4,-1.6,-0.8,43,1077,43,64651,2021-03-24,0
oturuda01,Daniel Oturu,Daniel Oturu,2021,2021-03-25,-4.8,-3.6,-1.1,14,68,14,4062,2021-03-24,0
oubreke01,Kelly Oubre Jr.,Kelly Oubre Jr.,2021,2021-03-25,-2.1,-1.7,-0.4,43,1314,43,78841,2021-03-25,0
parkeja01,Jabari Parker,Jabari Parker,2021,2021-03-25,-8.8,-7.5,-1.3,3,27,3,1635,2021-03-15,0
pascher01,Eric Paschall,Eric Paschall,2021,2021-03-25,-3.3,-1.8,-1.5,37,645,37,38712,2021-03-15,0
pasecan01,Anžejs Pasečņiks,Anzejs Pasecniks,2021,2021-03-25,-47.1,-40.1,-7.1,1,6,1,379,2021-01-01,0
pattepa01,Patrick Patterson,Patrick Patterson,2021,2021-03-25,-1.5,-1.4,-0.1,17,224,17,13428,2021-03-25,0
pattoju01,Justin Patton,Justin Patton,2021,2021-03-25,-1.7,-3.6,1.9,12,242,12,14500,2021-03-24,0
paulch01,Chris Paul,Chris Paul,2021,2021-03-25,3.9,2.6,1.3,42,1331,42,79875,2021-03-24,0
payneca01,Cameron Payne,Cameron Payne,2021,2021-03-25,1.6,0.6,1.0,32,547,32,32834,2021-03-24,0
paytoel01,Elfrid Payton,Elfrid Payton,2021,2021-03-25,-3.0,-2.0,-1.0,36,998,36,59858,2021-03-25,0
pelleno01,Norvel Pelle,Norvel Pelle,2021,2021-03-25,-8.3,-7.8,-0.5,4,32,4,1891,2021-02-25,0
perryre01,Reggie Perry,Reggie Perry,2021,2021-03-25,-5.2,-4.1,-1.2,15,175,15,10509,2021-03-24,0
pinsoth01,Theo Pinson,Theo Pinson,2021,2021-03-25,-16.4,-12.9,-3.5,13,28,13,1688,2021-03-13,0
plumlma01,Mason Plumlee,Mason Plumlee,2021,2021-03-25,1.6,-0.1,1.7,41,1135,41,68070,2021-03-24,0
poeltja01,Jakob Poeltl,Jakob Poeltl,2021,2021-03-25,-0.1,-1.1,1.0,42,1024,42,61446,2021-03-25,0
poirivi01,Vincent Poirier,Vincent Poirier,2021,2021-03-25,-14.6,-11.4,-3.2,10,39,10,2348,2021-03-20,0
pokusal01,Aleksej Pokusevski,Aleksej Pokusevski,2021,2021-03-25,-6.2,-6.0,-0.2,25,546,25,32748,2021-03-24,0
poolejo01,Jordan Poole,Jordan Poole,2021,2021-03-25,2.5,3.2,-0.8,24,397,24,23798,2021-03-25,0
portejo01,Jontay Porter,Jontay Porter,2021,2021-03-25,-26.3,-16.6,-9.8,1,3,1,195,2021-03-15,0
porteke02,Kevin Porter Jr.,Kevin Porter Jr.,2021,2021-03-25,-2.0,-1.2,-0.8,7,204,7,12237,2021-03-21,0
portemi01,Michael Porter Jr.,Michael Porter Jr.,2021,2021-03-25,1.5,2.7,-1.1,34,1000,34,60025,2021-03-24,0
porteot01,Otto Porter,Otto Porter Jr.,2021,2021-03-25,-0.3,0.6,-0.9,25,540,25,32419,2021-03-24,0
portibo01,Bobby Portis,Bobby Portis,2021,2021-03-25,1.6,2.1,-0.4,43,903,43,54150,2021-03-24,0
porzikr01,Kristaps Porziņģis,Kristaps Porzingis,2021,2021-03-25,1.6,2.3,-0.7,27,818,27,49078,2021-03-24,0
poweldw01,Dwight Powell,Dwight Powell,2021,2021-03-25,-1.9,-2.5,0.6,29,425,29,25494,2021-03-24,0
powelno01,Norman Powell,Norman Powell,2021,2021-03-25,1.2,1.8,-0.6,42,1277,42,76643,2021-03-24,0
princta02,Taurean Prince,Taurean Prince,2021,2021-03-25,-2.2,-1.6,-0.6,29,620,29,37175,2021-03-03,0
pritcpa01,Payton Pritchard,Payton Pritchard,2021,2021-03-25,-2.0,-1.1,-0.9,38,750,38,45004,2021-03-24,0
quickim01,Immanuel Quickley,Immanuel Quickley,2021,2021-03-25,1.5,2.3,-0.8,40,799,40,47920,2021-03-25,0
ramseja01,Jahmi'us Ramsey,Jahmi'us Ramsey,2021,2021-03-25,-1.2,0.2,-1.4,5,17,5,1009,2021-03-13,0
randlch01,Chasson Randle,Chasson Randle,2021,2021-03-25,-4.9,-4.4,-0.6,15,307,15,18413,2021-03-24,0
randlju01,Julius Randle,Julius Randle,2021,2021-03-25,4.1,3.2,0.8,45,1668,45,100056,2021-03-25,0
reddica01,Cam Reddish,Cam Reddish,2021,2021-03-25,-3.6,-3.2,-0.4,26,750,26,45021,2021-02-21,0
redicjj01,J.J. Redick,JJ Redick,2021,2021-03-25,-3.0,-1.0,-2.0,31,576,31,34594,2021-03-03,0
reedpa01,Paul Reed,Paul Reed,2021,2021-03-25,-5.7,-4.6,-1.1,8,73,8,4368,2021-03-25,0
reidna01,Naz Reid,Naz Reid,2021,2021-03-25,-0.3,-0.3,0.1,42,826,42,49526,2021-03-24,0
richajo01,Josh Richardson,Josh Richardson,2021,2021-03-25,-1.5,-1.0,-0.5,33,1056,33,63370,2021-03-24,0
richani01,Nick Richards,Nick Richards,2021,2021-03-25,-6.6,-4.2,-2.5,11,38,11,2251,2021-03-24,0
riverau01,Austin Rivers,Austin Rivers,2021,2021-03-25,-3.0,-2.3,-0.7,21,442,21,26528,2021-02-13,0
roberan03,Andre Roberson,Andre Roberson,2021,2021-03-25,-6.2,-5.1,-1.2,5,63,5,3776,2021-03-03,0
robindu01,Duncan Robinson,Duncan Robinson,2021,2021-03-25,-2.0,-1.1,-1.0,45,1477,45,88658,2021-03-25,0
robingl02,Glenn Robinson III,Glenn Robinson III,2021,2021-03-25,-4.6,-1.9,-2.8,23,369,23,22160,2021-02-18,0
robinje01,Jerome Robinson,Jerome Robinson,2021,2021-03-25,-7.1,-5.3,-1.7,13,221,13,13243,2021-02-14,0
robinmi01,Mitchell Robinson,Mitchell Robinson,2021,2021-03-25,0.9,-0.2,1.1,30,846,30,50779,2021-03-25,0
robyis01,Isaiah Roby,Isaiah Roby,2021,2021-03-25,-1.7,-2.5,0.8,38,869,38,52127,2021-03-24,0
rondora01,Rajon Rondo,Rajon Rondo,2021,2021-03-25,-2.7,-2.8,0.1,27,402,27,24099,2021-03-22,0
rosede01,Derrick Rose,Derrick Rose,2021,2021-03-25,0.5,0.8,-0.2,25,588,25,35274,2021-02-28,0
rosste01,Terrence Ross,Terrence Ross,2021,2021-03-25,-1.9,-1.0,-0.9,36,1066,36,63933,2021-03-14,0
roziete01,Terry Rozier,Terry Rozier,2021,2021-03-25,2.2,2.9,-0.7,41,1352,41,81146,2021-03-24,0
rubiori01,Ricky Rubio,Ricky Rubio,2021,2021-03-25,-2.6,-2.1,-0.5,42,1107,42,66420,2021-03-24,0
russeda01,D'Angelo Russell,D'Angelo Russell,2021,2021-03-25,0.4,2.3,-1.8,20,583,20,34986,2021-02-08,0
sabondo01,Domantas Sabonis,Domantas Sabonis,2021,2021-03-25,3.2,2.1,1.1,43,1554,43,93264,2021-03-24,0
samanlu01,Luka Šamanić,Luka Samanic,2021,2021-03-25,-3.9,-2.7,-1.2,15,146,15,8737,2021-03-25,0
sampsja02,JaKarr Sampson,JaKarr Sampson,2021,2021-03-25,-5.0,-3.6,-1.4,15,97,15,5822,2021-03-01,0
saricda01,Dario Šarić,Dario Saric,2021,2021-03-25,-2.7,-1.9,-0.8,25,464,25,27866,2021-03-24,0
satorto01,Tomáš Satoranský,Tomas Satoransky,2021,2021-03-25,0.1,0.0,0.1,32,721,32,43283,2021-03-24,0
schrode01,Dennis Schröder,Dennis Schroder,2021,2021-03-25,-2.0,-1.8,-0.2,41,1297,41,77802,2021-03-25,0
scottmi01,Mike Scott,Mike Scott,2021,2021-03-25,-3.5,-3.6,0.1,26,444,26,26615,2021-03-25,0
sextoco01,Collin Sexton,Collin Sexton,2021,2021-03-25,-0.4,1.5,-1.8,38,1363,38,81809,2021-03-22,0
shamela01,Landry Shamet,Landry Shamet,2021,2021-03-25,-3.3,-1.7,-1.5,39,785,39,47089,2021-03-21,0
