season,date,game_id,team,player,seconds,comment,pts,fgm,fga,fg3m,fg3a,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2020-21,2021-03-31,0022000728,SAS,Devin Vassell,949,,2,1,2,0,1,0,0,0,2,2,0,1,0,1,2
2020-21,2021-04-01,0022000179,DET,Saddiq Bey,1565,,11,3,8,1,6,4,4,1,3,4,1,1,0,0,2
2020-21,2021-04-01,0022000735,SAS,Devin Vassell,693,,6,2,6,1,3,1,1,0,1,1,0,1,1,0,3
2020-21,2021-04-02,0022000738,BOS,Aaron Nesmith,230,,3,1,2,0,1,1,2,0,0,0,0,0,0,0,0
2020-21,2021-04-02,0022000739,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-02,0022000741,MEM,Desmond Bane,1115,,6,2,5,1,4,1,1,0,7,7,1,1,1,0,2
2020-21,2021-04-03,0022000747,DAL,Josh Green,1235,,4,1,3,0,1,2,2,2,5,7,1,2,0,0,2
2020-21,2021-04-03,0022000748,DET,Saddiq Bey,1043,,6,2,9,1,4,1,2,0,0,0,1,0,0,0,2
2020-21,2021-04-03,0022000751,SAS,Devin Vassell,1136,,3,1,5,1,3,0,0,0,3,3,0,1,0,1,1
2020-21,2021-04-04,0022000757,BOS,Aaron Nesmith,720,,0,0,3,0,2,0,0,1,5,6,0,2,0,0,1
2020-21,2021-04-04,0022000758,MEM,Desmond Bane,1438,,14,5,11,3,6,1,1,1,5,6,1,0,0,0,3
2020-21,2021-04-05,0022000764,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-05,0022000766,DET,Saddiq Bey,1316,,10,3,8,1,4,3,3,1,2,3,0,1,0,0,0
2020-21,2021-04-05,0022000767,SAS,Devin Vassell,1047,,6,3,8,0,2,0,0,0,0,0,2,0,0,0,1
2020-21,2021-04-06,0022000321,DET,Saddiq Bey,1426,,25,9,15,6,12,1,1,0,0,0,1,0,0,0,2
2020-21,2021-04-06,0022000771,BOS,Aaron Nesmith,103,,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-06,0022000773,MEM,Desmond Bane,1329,,15,6,12,3,6,0,0,0,3,3,3,2,1,1,1
2020-21,2021-04-07,0022000456,DAL,Josh Green,186,,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0
2020-21,2021-04-07,0022000778,BOS,Aaron Nesmith,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-07,0022000780,MEM,Desmond Bane,1151,,5,2,9,1,5,0,0,0,4,4,2,0,0,3,1
2020-21,2021-04-07,0022000782,SAS,Devin Vassell,953,,3,1,3,1,1,0,0,0,1,1,0,1,0,0,1
2020-21,2021-04-08,0022000786,DAL,Josh Green,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-08,0022000789,DET,Saddiq Bey,2073,,12,4,11,2,7,2,2,0,6,6,0,2,0,2,0
2020-21,2021-04-09,0022000792,BOS,Aaron Nesmith,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-09,0022000793,MEM,Desmond Bane,1379,,16,6,9,3,4,1,3,0,5,5,2,0,0,1,2
2020-21,2021-04-09,0022000797,SAS,Devin Vassell,217,,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
2020-21,2021-04-10,0022000804,DET,Saddiq Bey,1726,,14,6,14,2,8,0,0,1,5,6,1,1,0,0,0
2020-21,2021-04-11,0022000806,BOS,Aaron Nesmith,93,,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-11,0022000810,SAS,Devin Vassell,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-11,0022000810,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-11,0022000811,MEM,Desmond Bane,1574,,7,3,10,1,3,0,0,1,1,2,5,1,1,0,3
2020-21,2021-04-11,0022000813,DET,Saddiq Bey,1878,,25,8,12,5,8,4,4,0,1,1,2,4,0,3,2
2020-21,2021-04-12,0022000278,MEM,Desmond Bane,974,,9,3,4,2,3,1,1,0,2,2,1,1,1,1,2
2020-21,2021-04-12,0022000816,SAS,Devin Vassell,626,,4,1,4,0,1,2,2,0,0,0,0,0,0,0,2
2020-21,2021-04-12,0022000818,DAL,Josh Green,242,,2,1,2,0,0,0,0,1,1,2,0,0,0,1,1
2020-21,2021-04-13,0022000828,BOS,Aaron Nesmith,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-14,0022000831,SAS,Devin Vassell,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-14,0022000832,DET,Saddiq Bey,2119,,17,6,11,4,7,1,2,0,5,5,0,1,1,2,0
2020-21,2021-04-14,0022000837,MEM,Desmond Bane,1153,,11,3,7,3,6,2,2,0,1,1,5,1,0,0,2
2020-21,2021-04-14,0022000837,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-15,0022000842,BOS,Aaron Nesmith,266,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-16,0022000845,DET,Saddiq Bey,2353,,18,8,20,2,12,0,0,1,6,7,2,1,1,1,2
2020-21,2021-04-16,0022000850,MEM,Desmond Bane,1403,,8,3,6,2,3,0,0,1,3,4,2,0,0,1,2
2020-21,2021-04-16,0022000853,SAS,Devin Vassell,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-16,0022000854,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-17,0022000856,DET,Saddiq Bey,1451,,4,1,7,0,4,2,2,2,5,7,0,1,0,1,1
2020-21,2021-04-17,0022000858,BOS,Aaron Nesmith,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-17,0022000859,MEM,Desmond Bane,1477,,16,6,10,3,5,1,1,0,4,4,6,0,0,0,0
2020-21,2021-04-17,0022000860,SAS,Devin Vassell,1494,,18,7,9,4,6,0,0,0,3,3,2,0,2,1,2
2020-21,2021-04-18,0022000866,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-19,0022000473,SAS,Devin Vassell,216,,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0
2020-21,2021-04-19,0022000868,DET,Saddiq Bey,2154,,20,6,12,6,11,2,3,0,5,5,1,2,0,1,4
2020-21,2021-04-19,0022000869,BOS,Aaron Nesmith,262,,0,0,1,0,1,0,0,0,2,2,1,0,0,0,1
2020-21,2021-04-19,0022000874,MEM,Desmond Bane,940,,3,1,4,1,3,0,0,1,1,2,1,0,0,0,4
2020-21,2021-04-21,0022000442,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-21,0022000442,DET,Saddiq Bey,1616,,11,3,8,2,5,3,3,1,2,3,2,0,0,0,2
2020-21,2021-04-21,0022000888,SAS,Devin Vassell,246,,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
2020-21,2021-04-21,0022000889,MEM,Desmond Bane,1400,,10,3,5,2,4,2,2,0,2,2,1,0,0,0,2
2020-21,2021-04-22,0022000892,BOS,Aaron Nesmith,538,,6,2,3,2,3,0,0,0,1,1,0,0,0,1,2
2020-21,2021-04-22,0022000895,SAS,Devin Vassell,1421,,2,1,5,0,2,0,0,1,1,2,1,2,0,0,2
2020-21,2021-04-22,0022000895,DET,Saddiq Bey,1946,,9,2,6,2,4,3,4,0,2,2,0,1,0,1,1
2020-21,2021-04-22,0022000897,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-23,0022000225,MEM,Desmond Bane,814,,0,0,2,0,1,0,0,0,1,1,4,0,0,1,2
2020-21,2021-04-23,0022000899,BOS,Aaron Nesmith,1011,,5,2,5,1,2,0,0,2,6,8,2,0,0,2,2
2020-21,2021-04-24,0022000264,SAS,Devin Vassell,353,,3,1,2,1,2,0,0,0,1,1,0,0,0,0,2
2020-21,2021-04-24,0022000906,DET,Saddiq Bey,1607,,8,2,14,0,6,4,5,4,6,10,2,0,1,1,0
2020-21,2021-04-24,0022000908,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-25,0022000240,MEM,Desmond Bane,1079,,2,1,2,0,0,0,0,1,2,3,4,0,1,0,2
2020-21,2021-04-25,0022000911,BOS,Aaron Nesmith,481,,5,1,3,1,2,2,2,0,2,2,0,0,0,0,0
2020-21,2021-04-26,0022000916,DET,Saddiq Bey,1430,,11,3,7,3,6,2,2,0,8,8,1,1,1,1,0
2020-21,2021-04-26,0022000919,SAS,Devin Vassell,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-04-26,0022000925,MEM,Desmond Bane,1150,,3,1,3,0,2,1,1,1,0,1,0,1,0,0,1
2020-21,2021-04-26,0022000926,DAL,Josh Green,970,,2,1,2,0,0,0,0,1,2,3,1,1,0,0,1
2020-21,2021-04-27,0022000927,BOS,Aaron Nesmith,747,,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2
2020-21,2021-04-27,0022000932,DAL,Josh Green,606,,3,1,3,1,1,0,0,0,1,1,1,0,0,1,0
2020-21,2021-04-28,0022000936,BOS,Aaron Nesmith,1883,,15,6,12,2,5,1,2,3,6,9,0,3,3,1,5
2020-21,2021-04-28,0022000938,SAS,Devin Vassell,1506,,11,4,10,2,6,1,3,0,2,2,1,0,1,0,0
2020-21,2021-04-28,0022000939,MEM,Desmond Bane,1156,,8,3,9,2,4,0,0,2,0,2,0,0,0,0,3
2020-21,2021-04-29,0022000943,DAL,Josh Green,844,,4,2,2,0,0,0,0,1,1,2,2,0,0,0,2
2020-21,2021-04-29,0022000943,DET,Saddiq Bey,2036,,18,5,10,4,8,4,6,0,8,8,3,1,0,2,0
2020-21,2021-04-30,0022000950,BOS,Aaron Nesmith,1814,,16,7,9,2,3,0,0,2,4,6,1,1,0,0,5
2020-21,2021-04-30,0022000950,SAS,Devin Vassell,928,,2,0,4,0,2,2,2,0,2,2,1,0,0,0,5
2020-21,2021-04-30,0022000953,MEM,Desmond Bane,1205,,7,3,10,1,7,0,0,2,3,5,1,0,0,1,3
2020-21,2021-05-01,0022000957,DET,Saddiq Bey,2402,,22,7,21,5,12,3,4,1,6,7,5,2,2,0,0
2020-21,2021-05-01,0022000961,MEM,Desmond Bane,1859,,5,2,5,1,3,0,0,2,4,6,0,0,0,2,2
2020-21,2021-05-01,0022000964,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-05-02,0022000968,BOS,Aaron Nesmith,1202,,16,6,7,4,4,0,0,1,3,4,0,0,0,1,5
2020-21,2021-05-02,0022000970,DAL,Josh Green,488,,0,0,3,0,2,0,0,1,0,1,0,2,0,0,0
2020-21,2021-05-02,0022000973,SAS,Devin Vassell,1364,,4,1,6,0,3,2,2,0,6,6,0,0,0,0,0
2020-21,2021-05-03,0022000975,DET,Saddiq Bey,1810,,26,10,17,5,10,1,1,3,6,9,1,2,0,2,1
2020-21,2021-05-03,0022000980,MEM,Desmond Bane,1574,,22,9,13,4,7,0,0,2,6,8,2,3,0,2,2
2020-21,2021-05-03,0022000981,SAS,Devin Vassell,1463,,11,4,8,1,2,2,2,2,4,6,0,1,0,0,1
2020-21,2021-05-04,0022000984,DET,Saddiq Bey,2310,,7,2,12,2,10,1,1,2,7,9,3,0,0,0,3
2020-21,2021-05-04,0022000986,DAL,Josh Green,1420,,4,1,2,0,1,2,2,2,2,4,3,3,0,1,1
2020-21,2021-05-05,0022000183,MEM,Desmond Bane,1858,,22,8,14,4,9,2,3,0,4,4,3,0,0,1,1
2020-21,2021-05-05,0022000990,BOS,Aaron Nesmith,1229,,5,2,3,1,2,0,0,0,4,4,0,0,0,1,4
2020-21,2021-05-05,0022000996,SAS,Devin Vassell,1836,,14,6,10,1,3,1,2,1,3,4,2,0,1,0,0
2020-21,2021-05-06,0022000998,DAL,Josh Green,487,,4,2,2,0,0,0,0,1,1,2,0,2,0,0,0
2020-21,2021-05-06,0022000999,MEM,Desmond Bane,1274,,2,1,5,0,4,0,0,0,2,2,4,0,0,0,1
2020-21,2021-05-06,0022000999,DET,Saddiq Bey,2326,,13,4,7,3,4,2,2,0,5,5,1,0,0,0,1
2020-21,2021-05-07,0022000160,BOS,Aaron Nesmith,754,,4,1,2,0,0,2,2,2,3,5,1,0,0,0,3
2020-21,2021-05-07,0022001007,DAL,Josh Green,1531,,6,2,3,1,2,1,3,1,4,5,1,0,0,0,4
2020-21,2021-05-07,0022001011,SAS,Devin Vassell,909,,5,2,5,1,4,0,0,0,2,2,0,2,0,1,1
2020-21,2021-05-08,0022001013,DET,Saddiq Bey,1440,,14,6,10,1,4,1,1,1,6,7,0,0,1,0,2
2020-21,2021-05-08,0022001014,MEM,Desmond Bane,1298,,10,4,9,2,6,0,0,1,2,3,3,0,2,2,0
2020-21,2021-05-08,0022001018,SAS,Devin Vassell,1269,,9,4,5,1,2,0,0,1,6,7,0,0,0,0,3
2020-21,2021-05-09,0022000145,BOS,Aaron Nesmith,1166,,16,5,9,2,5,4,4,1,3,4,1,1,0,0,2
2020-21,2021-05-09,0022001021,DAL,Josh Green,1181,,2,1,4,0,0,0,0,0,1,1,4,0,0,0,3
2020-21,2021-05-09,0022001023,DET,Saddiq Bey,2452,,20,6,17,5,10,3,4,0,7,7,1,0,0,1,1
2020-21,2021-05-10,0022001028,MEM,Desmond Bane,1192,,6,2,6,2,5,0,1,0,3,3,5,0,1,0,1
2020-21,2021-05-10,0022001029,SAS,Devin Vassell,1110,,10,4,6,2,3,0,0,0,3,3,2,0,0,1,1
2020-21,2021-05-11,0022001032,BOS,Aaron Nesmith,1049,,6,2,3,2,3,0,0,0,3,3,2,0,0,0,1
2020-21,2021-05-11,0022001033,DET,Saddiq Bey,2149,,21,8,16,5,8,0,1,0,4,4,2,0,1,4,3
2020-21,2021-05-11,0022001037,MEM,Desmond Bane,1386,,11,4,6,3,5,0,0,0,3,3,1,0,0,0,1
2020-21,2021-05-11,0022001037,DAL,Josh Green,720,,2,1,3,0,0,0,0,2,1,3,1,0,0,0,1
2020-21,2021-05-12,0022000154,DAL,Josh Green,367,,3,1,1,0,0,1,2,0,1,1,0,0,0,0,2
2020-21,2021-05-12,0022001043,SAS,Devin Vassell,1236,,8,2,9,0,6,4,5,0,2,2,0,0,0,0,3
2020-21,2021-05-12,0022001044,BOS,Aaron Nesmith,1330,,8,3,10,0,4,2,2,1,6,7,2,1,0,0,4
2020-21,2021-05-13,0022000255,MEM,Desmond Bane,1389,,7,2,8,1,5,2,2,0,3,3,0,1,0,1,1
2020-21,2021-05-13,0022000458,SAS,Devin Vassell,800,,2,1,2,0,1,0,0,0,3,3,0,0,0,0,0
2020-21,2021-05-14,0022000263,MEM,Desmond Bane,1199,,6,3,7,0,4,0,0,0,3,3,2,1,1,2,1
2020-21,2021-05-14,0022001054,DET,Saddiq Bey,2397,,14,4,15,2,10,4,6,0,4,4,1,2,0,1,1
2020-21,2021-05-14,0022001057,DAL,Josh Green,0,DNP - Coach's Decision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,2021-05-15,0022001063,BOS,Aaron Nesmith,1347,,9,4,8,1,4,0,0,1,3,4,1,0,0,1,5
2020-21,2021-05-15,0022001065,SAS,Devin Vassell,2019,,14,6,15,0,4,2,2,1,6,7,4,1,1,0,5
2020-21,2021-05-16,0022001069,DET,Saddiq Bey,2194,,22,7,21,4,15,4,5,1,4,5,4,1,1,2,2
2020-21,2021-05-16,0022001070,MEM,Desmond Bane,1715,,8,3,6,2,3,0,0,0,0,0,1,2,1,0,1
2020-21,2021-05-16,0022001071,DAL,Josh Green,1017,,8,4,8,0,2,0,1,1,1,2,1,1,0,0,1
2020-21,2021-05-16,0022001073,BOS,Aaron Nesmith,1168,,2,1,6,0,1,0,0,1,2,3,2,0,0,1,3
2020-21,2021-05-16,0022001078,SAS,Devin Vassell,1561,,5,2,9,1,5,0,0,0,2,2,2,0,1,2,1
