id,date,home,away,winner,margin,contact_status,direct_reasons,dependency_reasons,impact_status,selected,changes_CHI_rank_in_one_flip_screen,review_priority
2021-01-11_POR_TOR,2021-01-11,POR,TOR,POR,1,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_PHI_MIA,2021-01-12,PHI,MIA,PHI,3,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_CLE_UTA,2021-01-12,CLE,UTA,UTA,30,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_BKN_DEN,2021-01-12,BKN,DEN,BKN,6,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_HOU_LAL,2021-01-12,HOU,LAL,LAL,17,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_OKC_SAS,2021-01-12,OKC,SAS,SAS,10,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-12_GSW_IND,2021-01-12,GSW,IND,IND,9,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-13_CHA_DAL,2021-01-13,CHA,DAL,DAL,11,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade|DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-13_DET_MIL,2021-01-13,DET,MIL,MIL,9,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-13_NYK_BKN,2021-01-13,NYK,BKN,BKN,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-13_MIN_MEM,2021-01-13,MIN,MEM,MEM,11,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-13_OKC_LAL,2021-01-13,OKC,LAL,LAL,29,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-13_SAC_POR,2021-01-13,SAC,POR,POR,6,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-13_LAC_NOP,2021-01-13,LAC,NOP,LAC,5,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-14_PHI_MIA,2021-01-14,PHI,MIA,PHI,17,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-14_TOR_CHA,2021-01-14,TOR,CHA,TOR,3,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-14_SAS_HOU,2021-01-14,SAS,HOU,HOU,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-14_DEN_GSW,2021-01-14,DEN,GSW,DEN,10,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-14_POR_IND,2021-01-14,POR,IND,IND,24,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-15_CLE_NYK,2021-01-15,CLE,NYK,CLE,3,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-15_BOS_ORL,2021-01-15,BOS,ORL,BOS,27,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-15_MIL_DAL,2021-01-15,MIL,DAL,MIL,3,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-15_UTA_ATL,2021-01-15,UTA,ATL,UTA,24,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-15_SAC_LAC,2021-01-15,SAC,LAC,LAC,38,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-15_LAL_NOP,2021-01-15,LAL,NOP,LAL,17,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-16_SAS_HOU,2021-01-16,SAS,HOU,SAS,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-16_BKN_ORL,2021-01-16,BKN,ORL,BKN,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-16_TOR_CHA,2021-01-16,TOR,CHA,TOR,3,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-16_MEM_PHI,2021-01-16,MEM,PHI,MEM,2,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-16_MIA_DET,2021-01-16,MIA,DET,DET,20,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-16_POR_ATL,2021-01-16,POR,ATL,POR,6,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-17_BOS_NYK,2021-01-17,BOS,NYK,NYK,30,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-17_DEN_UTA,2021-01-17,DEN,UTA,UTA,4,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-17_SAC_NOP,2021-01-17,SAC,NOP,NOP,5,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-17_LAC_IND,2021-01-17,LAC,IND,LAC,33,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_NYK_ORL,2021-01-18,NYK,ORL,NYK,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_ATL_MIN,2021-01-18,ATL,MIN,ATL,11,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_POR_SAS,2021-01-18,POR,SAS,SAS,21,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_MEM_PHX,2021-01-18,MEM,PHX,MEM,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_BKN_MIL,2021-01-18,BKN,MIL,BKN,2,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_TOR_DAL,2021-01-18,TOR,DAL,TOR,23,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_MIA_DET,2021-01-18,MIA,DET,MIA,6,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-18_LAL_GSW,2021-01-18,LAL,GSW,GSW,2,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally|GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-19_UTA_NOP,2021-01-19,UTA,NOP,UTA,16,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-19_DEN_OKC,2021-01-19,DEN,OKC,DEN,18,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_CLE_BKN,2021-01-20,CLE,BKN,CLE,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_PHI_BOS,2021-01-20,PHI,BOS,PHI,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_IND_DAL,2021-01-20,IND,DAL,DAL,12,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_TOR_MIA,2021-01-20,TOR,MIA,MIA,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_ATL_DET,2021-01-20,ATL,DET,ATL,8,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_MIN_ORL,2021-01-20,MIN,ORL,ORL,1,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_HOU_PHX,2021-01-20,HOU,PHX,PHX,6,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_LAC_SAC,2021-01-20,LAC,SAC,LAC,19,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-20_GSW_SAS,2021-01-20,GSW,SAS,GSW,22,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-21_MIL_LAL,2021-01-21,MIL,LAL,LAL,7,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-21_GSW_NYK,2021-01-21,GSW,NYK,NYK,15,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-21_UTA_NOP,2021-01-21,UTA,NOP,UTA,11,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_IND_ORL,2021-01-22,IND,ORL,IND,2,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-22_DET_HOU,2021-01-22,DET,HOU,HOU,1,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_PHI_BOS,2021-01-22,PHI,BOS,PHI,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_TOR_MIA,2021-01-22,TOR,MIA,TOR,20,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_CLE_BKN,2021-01-22,CLE,BKN,CLE,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_MIN_ATL,2021-01-22,MIN,ATL,ATL,18,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_SAS_DAL,2021-01-22,SAS,DAL,DAL,5,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_SAC_NYK,2021-01-22,SAC,NYK,SAC,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_PHX_DEN,2021-01-22,PHX,DEN,DEN,4,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-22_LAC_OKC,2021-01-22,LAC,OKC,LAC,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_DET_PHI,2021-01-23,DET,PHI,PHI,4,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_MIN_NOP,2021-01-23,MIN,NOP,MIN,10,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards|NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_BKN_MIA,2021-01-23,BKN,MIA,BKN,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_PHX_DEN,2021-01-23,PHX,DEN,DEN,8,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_UTA_GSW,2021-01-23,UTA,GSW,UTA,19,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-23_DAL_HOU,2021-01-23,DAL,HOU,HOU,25,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_IND_TOR,2021-01-24,IND,TOR,TOR,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_LAC_OKC,2021-01-24,LAC,OKC,LAC,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_BOS_CLE,2021-01-24,BOS,CLE,BOS,38,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_ORL_CHA,2021-01-24,ORL,CHA,CHA,3,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-24_SAS_WAS,2021-01-24,SAS,WAS,SAS,20,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_MIL_ATL,2021-01-24,MIL,ATL,MIL,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-24_POR_NYK,2021-01-24,POR,NYK,POR,3,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_ORL_CHA,2021-01-25,ORL,CHA,ORL,9,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-25_IND_TOR,2021-01-25,IND,TOR,IND,15,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-25_DET_PHI,2021-01-25,DET,PHI,DET,15,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_BKN_MIA,2021-01-25,BKN,MIA,BKN,13,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_CLE_LAL,2021-01-25,CLE,LAL,LAL,7,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_DAL_DEN,2021-01-25,DAL,DEN,DEN,4,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry|DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_GSW_MIN,2021-01-25,GSW,MIN,GSW,22,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-25_POR_OKC,2021-01-25,POR,OKC,OKC,3,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-26_ATL_LAC,2021-01-26,ATL,LAC,ATL,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-26_HOU_WAS,2021-01-26,HOU,WAS,HOU,19,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-26_UTA_NYK,2021-01-26,UTA,NYK,UTA,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_ORL_SAC,2021-01-27,ORL,SAC,SAC,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_CLE_DET,2021-01-27,CLE,DET,CLE,15,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_CHA_IND,2021-01-27,CHA,IND,IND,10,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_ATL_BKN,2021-01-27,ATL,BKN,BKN,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_TOR_MIL,2021-01-27,TOR,MIL,MIL,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_PHI_LAL,2021-01-27,PHI,LAL,PHI,1,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_MIA_DEN,2021-01-27,MIA,DEN,DEN,27,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_SAS_BOS,2021-01-27,SAS,BOS,SAS,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_NOP_WAS,2021-01-27,NOP,WAS,NOP,18,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira|WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_UTA_DAL,2021-01-27,UTA,DAL,UTA,12,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_PHX_OKC,2021-01-27,PHX,OKC,OKC,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-27_GSW_MIN,2021-01-27,GSW,MIN,GSW,12,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-28_HOU_POR,2021-01-28,HOU,POR,HOU,3,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-28_MIA_LAC,2021-01-28,MIA,LAC,LAC,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-28_DET_LAL,2021-01-28,DET,LAL,DET,15,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-28_PHX_GSW,2021-01-28,PHX,GSW,PHX,21,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_WAS_ATL,2021-01-29,WAS,ATL,ATL,16,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_CHA_IND,2021-01-29,CHA,IND,CHA,3,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-29_NOP_MIL,2021-01-29,NOP,MIL,NOP,5,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_NYK_CLE,2021-01-29,NYK,CLE,NYK,21,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_TOR_SAC,2021-01-29,TOR,SAC,SAC,2,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_MIN_PHI,2021-01-29,MIN,PHI,PHI,24,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_ORL_LAC,2021-01-29,ORL,LAC,LAC,26,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_OKC_BKN,2021-01-29,OKC,BKN,BKN,22,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_SAS_DEN,2021-01-29,SAS,DEN,SAS,10,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-29_UTA_DAL,2021-01-29,UTA,DAL,UTA,19,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_NOP_HOU,2021-01-30,NOP,HOU,HOU,14,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_MIA_SAC,2021-01-30,MIA,SAC,MIA,1,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_CHA_MIL,2021-01-30,CHA,MIL,CHA,12,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-01-30_BOS_LAL,2021-01-30,BOS,LAL,LAL,1,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_SAS_MEM,2021-01-30,SAS,MEM,MEM,17,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_DAL_PHX,2021-01-30,DAL,PHX,PHX,6,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-30_GSW_DET,2021-01-30,GSW,DET,GSW,27,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-31_NYK_LAC,2021-01-31,NYK,LAC,LAC,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-31_DEN_UTA,2021-01-31,DEN,UTA,DEN,11,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-31_WAS_BKN,2021-01-31,WAS,BKN,WAS,3,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-01-31_TOR_ORL,2021-01-31,TOR,ORL,TOR,13,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-31_IND_PHI,2021-01-31,IND,PHI,PHI,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-01-31_MIN_CLE,2021-01-31,MIN,CLE,MIN,5,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_ATL_LAL,2021-02-01,ATL,LAL,LAL,8,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_MIA_CHA,2021-02-01,MIA,CHA,CHA,8,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-01_NOP_SAC,2021-02-01,NOP,SAC,SAC,9,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_MIL_POR,2021-02-01,MIL,POR,MIL,28,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_OKC_HOU,2021-02-01,OKC,HOU,HOU,30,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_CLE_MIN,2021-02-01,CLE,MIN,CLE,2,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_SAS_MEM,2021-02-01,SAS,MEM,MEM,31,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-01_DAL_PHX,2021-02-01,DAL,PHX,PHX,1,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-02_ORL_TOR,2021-02-02,ORL,TOR,TOR,15,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-02_BKN_LAC,2021-02-02,BKN,LAC,BKN,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-02_WAS_POR,2021-02-02,WAS,POR,POR,11,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline|POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-02_IND_MEM,2021-02-02,IND,MEM,IND,18,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,True,P2_BOUNDARY
