event_id,game_id,date,matchup,actual_wl,actual_margin,proxy,scenario,protagonist_rating,protagonist_minutes,protagonist_impact_points,real_player_impact_points,base_impact_points,base_alt_margin,base_alt_wl,base_flip,b2b_second_night,fatigue_05_alt_margin,fatigue_05_alt_wl,fatigue_05_flip,fatigue_10_alt_margin,fatigue_10_alt_wl,fatigue_10_flip
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,NET_EB,HIGH,0,18,0,1.113952,1.113952,-0.886048,L,0,0,-0.886048,L,0,-0.886048,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,BPM,LOW,-3.2,18,-1.2,-0.177222,-1.377222,-6.377222,L,0,0,-6.377222,L,0,-6.377222,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,BPM,BASE,-1.6,18,-0.6,-0.177222,-0.777222,-5.777222,L,0,0,-5.777222,L,0,-5.777222,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,BPM,HIGH,-0.2,18,-0.075,-0.177222,-0.252222,-5.252222,L,0,0,-5.252222,L,0,-5.252222,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,NET_EB,LOW,-4,18,-1.5,0.902575,-0.597425,-5.597425,L,0,0,-5.597425,L,0,-5.597425,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,NET_EB,BASE,-2,18,-0.75,0.902575,0.152575,-4.847425,L,0,0,-4.847425,L,0,-4.847425,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,NET_EB,HIGH,0,18,0,0.902575,0.902575,-4.097425,L,0,0,-4.097425,L,0,-4.097425,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,BPM,LOW,-3.2,18,-1.2,0.437778,-0.762222,-1.762222,L,0,1,-1.949722,L,0,-2.137222,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,BPM,BASE,-1.6,18,-0.6,0.437778,-0.162222,-1.162222,L,0,1,-1.349722,L,0,-1.537222,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,BPM,HIGH,-0.2,18,-0.075,0.437778,0.362778,-0.637222,L,0,1,-0.824722,L,0,-1.012222,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,NET_EB,LOW,-4,18,-1.5,1.487588,-0.012412,-1.012412,L,0,1,-1.199912,L,0,-1.387412,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,NET_EB,BASE,-2,18,-0.75,1.487588,0.737588,-0.262412,L,0,1,-0.449912,L,0,-0.637412,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,NET_EB,HIGH,0,18,0,1.487588,1.487588,0.487588,W,1,1,0.300088,W,1,0.112588,W,1
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,BPM,LOW,-3.2,18,-1.2,0.049167,-1.150833,32.849167,W,0,0,32.849167,W,0,32.849167,W,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,BPM,BASE,-1.6,18,-0.6,0.049167,-0.550833,33.449167,W,0,0,33.449167,W,0,33.449167,W,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,BPM,HIGH,-0.2,18,-0.075,0.049167,-0.025833,33.974167,W,0,0,33.974167,W,0,33.974167,W,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,NET_EB,LOW,-4,18,-1.5,1.009629,-0.490371,33.509629,W,0,0,33.509629,W,0,33.509629,W,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,NET_EB,BASE,-2,18,-0.75,1.009629,0.259629,34.259629,W,0,0,34.259629,W,0,34.259629,W,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,NET_EB,HIGH,0,18,0,1.009629,1.009629,35.009629,W,0,0,35.009629,W,0,35.009629,W,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,BPM,LOW,-3.2,18,-1.2,0.325,-0.875,-10.875,L,0,0,-10.875,L,0,-10.875,L,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,BPM,BASE,-1.6,18,-0.6,0.325,-0.275,-10.275,L,0,0,-10.275,L,0,-10.275,L,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,BPM,HIGH,-0.2,18,-0.075,0.325,0.25,-9.75,L,0,0,-9.75,L,0,-9.75,L,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,NET_EB,LOW,-4,18,-1.5,1.609533,0.109533,-9.890467,L,0,0,-9.890467,L,0,-9.890467,L,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,NET_EB,BASE,-2,18,-0.75,1.609533,0.859533,-9.140467,L,0,0,-9.140467,L,0,-9.140467,L,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,NET_EB,HIGH,0,18,0,1.609533,1.609533,-8.390467,L,0,0,-8.390467,L,0,-8.390467,L,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,BPM,LOW,-3.2,18,-1.2,0.473056,-0.726944,2.273056,W,0,1,2.085556,W,0,1.898056,W,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,BPM,BASE,-1.6,18,-0.6,0.473056,-0.126944,2.873056,W,0,1,2.685556,W,0,2.498056,W,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,BPM,HIGH,-0.2,18,-0.075,0.473056,0.398056,3.398056,W,0,1,3.210556,W,0,3.023056,W,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,NET_EB,LOW,-4,18,-1.5,1.366491,-0.133509,2.866491,W,0,1,2.678991,W,0,2.491491,W,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,NET_EB,BASE,-2,18,-0.75,1.366491,0.616491,3.616491,W,0,1,3.428991,W,0,3.241491,W,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,NET_EB,HIGH,0,18,0,1.366491,1.366491,4.366491,W,0,1,4.178991,W,0,3.991491,W,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,BPM,LOW,-3.2,18,-1.2,0.325,-0.875,-3.875,L,0,0,-3.875,L,0,-3.875,L,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,BPM,BASE,-1.6,18,-0.6,0.325,-0.275,-3.275,L,0,0,-3.275,L,0,-3.275,L,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,BPM,HIGH,-0.2,18,-0.075,0.325,0.25,-2.75,L,0,0,-2.75,L,0,-2.75,L,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,NET_EB,LOW,-4,18,-1.5,1.609533,0.109533,-2.890467,L,0,0,-2.890467,L,0,-2.890467,L,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,NET_EB,BASE,-2,18,-0.75,1.609533,0.859533,-2.140467,L,0,0,-2.140467,L,0,-2.140467,L,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,NET_EB,HIGH,0,18,0,1.609533,1.609533,-1.390467,L,0,0,-1.390467,L,0,-1.390467,L,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,BPM,LOW,-3.2,18,-1.2,0.204444,-0.995556,0.004444,W,0,0,0.004444,W,0,0.004444,W,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,BPM,BASE,-1.6,18,-0.6,0.204444,-0.395556,0.604444,W,0,0,0.604444,W,0,0.604444,W,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,BPM,HIGH,-0.2,18,-0.075,0.204444,0.129444,1.129444,W,0,0,1.129444,W,0,1.129444,W,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,NET_EB,LOW,-4,18,-1.5,1.372299,-0.127701,0.872299,W,0,0,0.872299,W,0,0.872299,W,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,NET_EB,BASE,-2,18,-0.75,1.372299,0.622299,1.622299,W,0,0,1.622299,W,0,1.622299,W,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,NET_EB,HIGH,0,18,0,1.372299,1.372299,2.372299,W,0,0,2.372299,W,0,2.372299,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,BPM,LOW,-3.2,18,-1.2,0.545764,-0.654236,11.345764,W,0,0,11.345764,W,0,11.345764,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,BPM,BASE,-1.6,18,-0.6,0.545764,-0.054236,11.945764,W,0,0,11.945764,W,0,11.945764,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,BPM,HIGH,-0.2,18,-0.075,0.545764,0.470764,12.470764,W,0,0,12.470764,W,0,12.470764,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,NET_EB,LOW,-4,18,-1.5,1.473518,-0.026482,11.973518,W,0,0,11.973518,W,0,11.973518,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,NET_EB,BASE,-2,18,-0.75,1.473518,0.723518,12.723518,W,0,0,12.723518,W,0,12.723518,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,NET_EB,HIGH,0,18,0,1.473518,1.473518,13.473518,W,0,0,13.473518,W,0,13.473518,W,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,BPM,LOW,-3.2,18,-1.2,0.691667,-0.508333,-8.508333,L,0,0,-8.508333,L,0,-8.508333,L,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,BPM,BASE,-1.6,18,-0.6,0.691667,0.091667,-7.908333,L,0,0,-7.908333,L,0,-7.908333,L,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,BPM,HIGH,-0.2,18,-0.075,0.691667,0.616667,-7.383333,L,0,0,-7.383333,L,0,-7.383333,L,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,NET_EB,LOW,-4,18,-1.5,1.577971,0.077971,-7.922029,L,0,0,-7.922029,L,0,-7.922029,L,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,NET_EB,BASE,-2,18,-0.75,1.577971,0.827971,-7.172029,L,0,0,-7.172029,L,0,-7.172029,L,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,NET_EB,HIGH,0,18,0,1.577971,1.577971,-6.422029,L,0,0,-6.422029,L,0,-6.422029,L,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,BPM,LOW,-3.2,19,-1.266667,0.366458,-0.900208,34.099792,W,0,0,34.099792,W,0,34.099792,W,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,BPM,BASE,-1.6,19,-0.633333,0.366458,-0.266875,34.733125,W,0,0,34.733125,W,0,34.733125,W,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,BPM,HIGH,-0.2,19,-0.079167,0.366458,0.287292,35.287292,W,0,0,35.287292,W,0,35.287292,W,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,NET_EB,LOW,-4,19,-1.583333,1.19068,-0.392653,34.607347,W,0,0,34.607347,W,0,34.607347,W,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,NET_EB,BASE,-2,19,-0.791667,1.19068,0.399014,35.399014,W,0,0,35.399014,W,0,35.399014,W,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,NET_EB,HIGH,0,19,0,1.19068,1.19068,36.19068,W,0,0,36.19068,W,0,36.19068,W,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,BPM,LOW,-3.2,19,-1.266667,0.713229,-0.553438,-21.553438,L,0,0,-21.553438,L,0,-21.553438,L,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,BPM,BASE,-1.6,19,-0.633333,0.713229,0.079896,-20.920104,L,0,0,-20.920104,L,0,-20.920104,L,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,BPM,HIGH,-0.2,19,-0.079167,0.713229,0.634062,-20.365938,L,0,0,-20.365938,L,0,-20.365938,L,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,NET_EB,LOW,-4,19,-1.583333,1.303548,-0.279785,-21.279785,L,0,0,-21.279785,L,0,-21.279785,L,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,NET_EB,BASE,-2,19,-0.791667,1.303548,0.511881,-20.488119,L,0,0,-20.488119,L,0,-20.488119,L,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,NET_EB,HIGH,0,19,0,1.303548,1.303548,-19.696452,L,0,0,-19.696452,L,0,-19.696452,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,BPM,LOW,-3.2,19,-1.266667,-0.200833,-1.4675,-5.4675,L,0,0,-5.4675,L,0,-5.4675,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,BPM,BASE,-1.6,19,-0.633333,-0.200833,-0.834167,-4.834167,L,0,0,-4.834167,L,0,-4.834167,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,BPM,HIGH,-0.2,19,-0.079167,-0.200833,-0.28,-4.28,L,0,0,-4.28,L,0,-4.28,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,NET_EB,LOW,-4,19,-1.583333,1.078312,-0.505021,-4.505021,L,0,0,-4.505021,L,0,-4.505021,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,NET_EB,BASE,-2,19,-0.791667,1.078312,0.286645,-3.713355,L,0,0,-3.713355,L,0,-3.713355,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,NET_EB,HIGH,0,19,0,1.078312,1.078312,-2.921688,L,0,0,-2.921688,L,0,-2.921688,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,BPM,LOW,-3.2,19,-1.266667,0.3375,-0.929167,-7.929167,L,0,0,-7.929167,L,0,-7.929167,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,BPM,BASE,-1.6,19,-0.633333,0.3375,-0.295833,-7.295833,L,0,0,-7.295833,L,0,-7.295833,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,BPM,HIGH,-0.2,19,-0.079167,0.3375,0.258333,-6.741667,L,0,0,-6.741667,L,0,-6.741667,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,NET_EB,LOW,-4,19,-1.583333,1.287246,-0.296087,-7.296087,L,0,0,-7.296087,L,0,-7.296087,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,NET_EB,BASE,-2,19,-0.791667,1.287246,0.495579,-6.504421,L,0,0,-6.504421,L,0,-6.504421,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,NET_EB,HIGH,0,19,0,1.287246,1.287246,-5.712754,L,0,0,-5.712754,L,0,-5.712754,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,BPM,LOW,-3.2,19,-1.266667,0.058611,-1.208056,-9.208056,L,0,0,-9.208056,L,0,-9.208056,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,BPM,BASE,-1.6,19,-0.633333,0.058611,-0.574722,-8.574722,L,0,0,-8.574722,L,0,-8.574722,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,BPM,HIGH,-0.2,19,-0.079167,0.058611,-0.020556,-8.020556,L,0,0,-8.020556,L,0,-8.020556,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,NET_EB,LOW,-4,19,-1.583333,1.36496,-0.218373,-8.218373,L,0,0,-8.218373,L,0,-8.218373,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,NET_EB,BASE,-2,19,-0.791667,1.36496,0.573293,-7.426707,L,0,0,-7.426707,L,0,-7.426707,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,NET_EB,HIGH,0,19,0,1.36496,1.36496,-6.63504,L,0,0,-6.63504,L,0,-6.63504,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,BPM,LOW,-3.2,20,-1.333333,0.678056,-0.655278,-15.655278,L,0,0,-15.655278,L,0,-15.655278,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,BPM,BASE,-1.6,20,-0.666667,0.678056,0.011389,-14.988611,L,0,0,-14.988611,L,0,-14.988611,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,BPM,HIGH,-0.2,20,-0.083333,0.678056,0.594722,-14.405278,L,0,0,-14.405278,L,0,-14.405278,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,NET_EB,LOW,-4,20,-1.666667,1.998669,0.332002,-14.667998,L,0,0,-14.667998,L,0,-14.667998,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,NET_EB,BASE,-2,20,-0.833333,1.998669,1.165335,-13.834665,L,0,0,-13.834665,L,0,-13.834665,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,NET_EB,HIGH,0,20,0,1.998669,1.998669,-13.001331,L,0,0,-13.001331,L,0,-13.001331,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,BPM,LOW,-3.2,20,-1.333333,0.797917,-0.535417,-11.535417,L,0,0,-11.535417,L,0,-11.535417,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,BPM,BASE,-1.6,20,-0.666667,0.797917,0.13125,-10.86875,L,0,0,-10.86875,L,0,-10.86875,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,BPM,HIGH,-0.2,20,-0.083333,0.797917,0.714583,-10.285417,L,0,0,-10.285417,L,0,-10.285417,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,NET_EB,LOW,-4,20,-1.666667,2.271756,0.60509,-10.39491,L,0,0,-10.39491,L,0,-10.39491,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,NET_EB,BASE,-2,20,-0.833333,2.271756,1.438423,-9.561577,L,0,0,-9.561577,L,0,-9.561577,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,NET_EB,HIGH,0,20,0,2.271756,2.271756,-8.728244,L,0,0,-8.728244,L,0,-8.728244,L,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,BPM,LOW,-3.2,20,-1.333333,1.064167,-0.269167,8.730833,W,0,1,8.5225,W,0,8.314167,W,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,BPM,BASE,-1.6,20,-0.666667,1.064167,0.3975,9.3975,W,0,1,9.189167,W,0,8.980833,W,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,BPM,HIGH,-0.2,20,-0.083333,1.064167,0.980833,9.980833,W,0,1,9.7725,W,0,9.564167,W,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,NET_EB,LOW,-4,20,-1.666667,2.080539,0.413872,9.413872,W,0,1,9.205539,W,0,8.997206,W,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,NET_EB,BASE,-2,20,-0.833333,2.080539,1.247206,10.247206,W,0,1,10.038872,W,0,9.830539,W,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,NET_EB,HIGH,0,20,0,2.080539,2.080539,11.080539,W,0,1,10.872206,W,0,10.663872,W,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,BPM,LOW,-3.2,21,-1.4,0.781667,-0.618333,-12.618333,L,0,0,-12.618333,L,0,-12.618333,L,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,BPM,BASE,-1.6,21,-0.7,0.781667,0.081667,-11.918333,L,0,0,-11.918333,L,0,-11.918333,L,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,BPM,HIGH,-0.2,21,-0.0875,0.781667,0.694167,-11.305833,L,0,0,-11.305833,L,0,-11.305833,L,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,NET_EB,LOW,-4,21,-1.75,2.23558,0.48558,-11.51442,L,0,0,-11.51442,L,0,-11.51442,L,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,NET_EB,BASE,-2,21,-0.875,2.23558,1.36058,-10.63942,L,0,0,-10.63942,L,0,-10.63942,L,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,NET_EB,HIGH,0,21,0,2.23558,2.23558,-9.76442,L,0,0,-9.76442,L,0,-9.76442,L,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,BPM,LOW,-3.2,21,-1.4,0.927153,-0.472847,8.527153,W,0,0,8.527153,W,0,8.527153,W,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,BPM,BASE,-1.6,21,-0.7,0.927153,0.227153,9.227153,W,0,0,9.227153,W,0,9.227153,W,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,BPM,HIGH,-0.2,21,-0.0875,0.927153,0.839653,9.839653,W,0,0,9.839653,W,0,9.839653,W,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,NET_EB,LOW,-4,21,-1.75,2.046817,0.296817,9.296817,W,0,0,9.296817,W,0,9.296817,W,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,NET_EB,BASE,-2,21,-0.875,2.046817,1.171817,10.171817,W,0,0,10.171817,W,0,10.171817,W,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,NET_EB,HIGH,0,21,0,2.046817,2.046817,11.046817,W,0,0,11.046817,W,0,11.046817,W,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,BPM,LOW,-3.2,22,-1.466667,1.198889,-0.267778,-11.267778,L,0,0,-11.267778,L,0,-11.267778,L,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,BPM,BASE,-1.6,22,-0.733333,1.198889,0.465556,-10.534444,L,0,0,-10.534444,L,0,-10.534444,L,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,BPM,HIGH,-0.2,22,-0.091667,1.198889,1.107222,-9.892778,L,0,0,-9.892778,L,0,-9.892778,L,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,NET_EB,LOW,-4,22,-1.833333,2.718492,0.885159,-10.114841,L,0,0,-10.114841,L,0,-10.114841,L,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,NET_EB,BASE,-2,22,-0.916667,2.718492,1.801825,-9.198175,L,0,0,-9.198175,L,0,-9.198175,L,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,NET_EB,HIGH,0,22,0,2.718492,2.718492,-8.281508,L,0,0,-8.281508,L,0,-8.281508,L,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,BPM,LOW,-3.2,22,-1.466667,0.837361,-0.629306,1.370694,W,0,1,1.141528,W,0,0.912361,W,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,BPM,BASE,-1.6,22,-0.733333,0.837361,0.104028,2.104028,W,0,1,1.874861,W,0,1.645694,W,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,BPM,HIGH,-0.2,22,-0.091667,0.837361,0.745694,2.745694,W,0,1,2.516528,W,0,2.287361,W,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,NET_EB,LOW,-4,22,-1.833333,2.554337,0.721004,2.721004,W,0,1,2.491837,W,0,2.262671,W,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,NET_EB,BASE,-2,22,-0.916667,2.554337,1.637671,3.637671,W,0,1,3.408504,W,0,3.179337,W,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,NET_EB,HIGH,0,22,0,2.554337,2.554337,4.554337,W,0,1,4.325171,W,0,4.096004,W,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,BPM,LOW,-3.2,22,-1.466667,0.931389,-0.535278,-13.535278,L,0,0,-13.535278,L,0,-13.535278,L,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,BPM,BASE,-1.6,22,-0.733333,0.931389,0.198056,-12.801944,L,0,0,-12.801944,L,0,-12.801944,L,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,BPM,HIGH,-0.2,22,-0.091667,0.931389,0.839722,-12.160278,L,0,0,-12.160278,L,0,-12.160278,L,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,NET_EB,LOW,-4,22,-1.833333,2.546523,0.71319,-12.28681,L,0,0,-12.28681,L,0,-12.28681,L,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,NET_EB,BASE,-2,22,-0.916667,2.546523,1.629857,-11.370143,L,0,0,-11.370143,L,0,-11.370143,L,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,NET_EB,HIGH,0,22,0,2.546523,2.546523,-10.453477,L,0,0,-10.453477,L,0,-10.453477,L,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,BPM,LOW,-3.2,22,-1.466667,1.197847,-0.268819,6.731181,W,0,0,6.731181,W,0,6.731181,W,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,BPM,BASE,-1.6,22,-0.733333,1.197847,0.464514,7.464514,W,0,0,7.464514,W,0,7.464514,W,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,BPM,HIGH,-0.2,22,-0.091667,1.197847,1.106181,8.106181,W,0,0,8.106181,W,0,8.106181,W,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,NET_EB,LOW,-4,22,-1.833333,2.732047,0.898714,7.898714,W,0,0,7.898714,W,0,7.898714,W,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,NET_EB,BASE,-2,22,-0.916667,2.732047,1.815381,8.815381,W,0,0,8.815381,W,0,8.815381,W,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,NET_EB,HIGH,0,22,0,2.732047,2.732047,9.732047,W,0,0,9.732047,W,0,9.732047,W,0
