event_id,date,team,policy_id,contact,conditional_newcomers,removed_players,execution_conditions,phase,minute_allocation_status,incumbent_rule,observation_rows,observed_seconds,positive_minute_players,coach_dnp_players,injury_protocol_dnp_players,conditional_newcomers_without_row,observed_source_game_id
2021-01-21_UTA_NOP,2021-01-21,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000227
2021-01-21_UTA_NOP,2021-01-21,NOP,NOP_HAYES,DIRECT_ROSTER_CONTACT,Killian Hayes,Kira Lewis Jr.,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,14,Wenyen Gabriel,,Killian Hayes,0022000227
2021-01-22_CLE_BKN,2021-01-22,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,JaVale McGee,,,0022000232
2021-01-22_CLE_BKN,2021-01-22,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Kevin Durant,,0022000232
2021-01-22_DET_HOU,2021-01-22,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14399,11,Frank Jackson;Jahlil Okafor;Rodney McGruder;Saben Lee,,Patrick Williams;Kira Lewis Jr.,0022000230
2021-01-22_DET_HOU,2021-01-22,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Brodric Thomas;Rodions Kurucs,,,0022000230
2021-01-22_LAC_OKC,2021-01-22,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,12,Patrick Patterson;Reggie Jackson,,,0022000239
2021-01-22_LAC_OKC,2021-01-22,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Darius Miller;Justin Jackson;Moses Brown,,,0022000239
2021-01-22_MIN_ATL,2021-01-22,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,Fictional Rival,0022000236
2021-01-22_MIN_ATL,2021-01-22,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,13,,,,0022000236
2021-01-22_PHI_BOS,2021-01-22,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14401,10,Isaiah Joe;Paul Reed;Terrance Ferguson;Tony Bradley,,,0022000233
2021-01-22_PHI_BOS,2021-01-22,BOS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,11,Tacko Fall;Tremont Waters,,,0022000233
2021-01-22_PHX_DEN,2021-01-22,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,15900,10,E'Twaun Moore;Jalen Smith;Langston Galloway;Ty-Shon Alexander,,,0022000238
2021-01-22_PHX_DEN,2021-01-22,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,15900,10,Bol Bol;Isaiah Hartenstein;R.J. Hampton;Vlatko Cancar;Zeke Nnaji,,Saddiq Bey,0022000238
2021-01-22_SAC_NYK,2021-01-22,SAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,9,Jabari Parker;Justin James;Kyle Guy;Nemanja Bjelica;Robert Woodard II,,,0022000241
2021-01-22_SAC_NYK,2021-01-22,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,10,Dennis Smith Jr.;Ignas Brazdeikis;Jared Harper;Taj Gibson;Theo Pinson,,,0022000241
2021-01-22_SAS_DAL,2021-01-22,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Luka Samanic;Trey Lyles,,,0022000237
2021-01-22_SAS_DAL,2021-01-22,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,9,Boban Marjanovic;Nate Hinton;Tyler Bey;Tyrell Terry,,R.J. Hampton,0022000237
2021-01-22_TOR_MIA,2021-01-22,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,14,,,,0022000234
2021-01-22_TOR_MIA,2021-01-22,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,11,Udonis Haslem,Chris Silva;Meyers Leonard,,0022000234
2021-01-23_BKN_MIA,2021-01-23,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Chris Chiozza;Landry Shamet;Tyler Johnson,,,0022000244
2021-01-23_BKN_MIA,2021-01-23,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Max Strus;Udonis Haslem,Chris Silva;Meyers Leonard,,0022000244
2021-01-23_DAL_HOU,2021-01-23,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,,Kristaps Porzingis,R.J. Hampton,0022000247
2021-01-23_DAL_HOU,2021-01-23,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,,Dante Exum,,0022000247
2021-01-23_DET_PHI,2021-01-23,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14401,11,Deividas Sirvydis;Frank Jackson;Rodney McGruder,,Patrick Williams;Kira Lewis Jr.,0022000243
2021-01-23_DET_PHI,2021-01-23,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Isaiah Joe;Paul Reed;Terrance Ferguson;Tony Bradley,,,0022000243
2021-01-23_MIN_NOP,2021-01-23,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,10,Ashton Hagans;Jake Layman;Jaylen Nowell,,Fictional Rival,0022000246
2021-01-23_MIN_NOP,2021-01-23,NOP,NOP_HAYES,DIRECT_ROSTER_CONTACT,Killian Hayes,Kira Lewis Jr.,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14401,9,Kira Lewis Jr.;Naji Marshall;Nicolo Melli;Sindarius Thornwell;Wenyen Gabriel;Willy Hernangomez,,Killian Hayes,0022000246
2021-01-23_PHX_DEN,2021-01-23,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,17401,11,E'Twaun Moore;Ty-Shon Alexander,Devin Booker,,0022000248
2021-01-23_PHX_DEN,2021-01-23,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,17400,10,Bol Bol;Isaiah Hartenstein;R.J. Hampton;Vlatko Cancar;Zeke Nnaji,,Saddiq Bey,0022000248
2021-01-23_UTA_GSW,2021-01-23,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000242
2021-01-23_UTA_GSW,2021-01-23,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,14,,,,0022000242
2021-01-24_BOS_CLE,2021-01-24,BOS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,14,,,,0022000250
2021-01-24_BOS_CLE,2021-01-24,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,12,,,,0022000250
2021-01-24_IND_TOR,2021-01-24,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,8,Brian Bowen II;Cassius Stanley;Edmond Sumner;Goga Bitadze;JaKarr Sampson;Jalen Lecque;Kelan Martin,,,0022000249
2021-01-24_IND_TOR,2021-01-24,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,11,Jalen Harris;Paul Watson,,,0022000249
2021-01-24_LAC_OKC,2021-01-24,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14401,12,Daniel Oturu;Mfiondu Kabengele,,,0022000251
2021-01-24_LAC_OKC,2021-01-24,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14403,10,Darius Miller;Justin Jackson;Moses Brown,,,0022000251
2021-01-24_MIL_ATL,2021-01-24,MIL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,D.J. Wilson;Jordan Nwora;Sam Merrill;Thanasis Antetokounmpo,,,0022000254
2021-01-24_MIL_ATL,2021-01-24,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,10,Bruno Fernando;Nathan Knight;Skylar Mays,Clint Capela;Trae Young,,0022000254
2021-01-24_SAS_WAS,2021-01-24,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000253
2021-01-24_SAS_WAS,2021-01-24,WAS,WAS_TRENT,DIRECT_ROSTER_CONTACT,Gary Trent Jr.,Isaac Bonga;Chandler Hutchison,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Moritz Wagner;Raul Neto,Gary Trent Jr.,0022000253
2021-01-25_BKN_MIA,2021-01-25,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,9,Landry Shamet;Tyler Johnson,Nic Claxton,,0022000260
2021-01-25_BKN_MIA,2021-01-25,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Udonis Haslem,Chris Silva;Maurice Harkless,,0022000260
2021-01-25_CLE_LAL,2021-01-25,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Dean Wade;Lamar Stevens,,,0022000261
2021-01-25_CLE_LAL,2021-01-25,LAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Alfonzo McKinnie;Quinn Cook;Talen Horton-Tucker,,,0022000261
2021-01-25_DAL_DEN,2021-01-25,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,9,Josh Green;Nate Hinton;Tyler Bey;Tyrell Terry,,R.J. Hampton,0022000265
2021-01-25_DAL_DEN,2021-01-25,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,11,Bol Bol;Isaiah Hartenstein;Vlatko Cancar;Zeke Nnaji,,Saddiq Bey,0022000265
2021-01-25_DET_PHI,2021-01-25,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,12,Deividas Sirvydis;Frank Jackson;Jahlil Okafor,,Patrick Williams;Kira Lewis Jr.,0022000257
2021-01-25_DET_PHI,2021-01-25,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000257
2021-01-25_GSW_MIN,2021-01-25,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000266
2021-01-25_GSW_MIN,2021-01-25,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,Jaylen Nowell,,Fictional Rival,0022000266
2021-01-25_IND_TOR,2021-01-25,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,11,Brian Bowen II;JaKarr Sampson;Jalen Lecque;Kelan Martin,,,0022000258
2021-01-25_IND_TOR,2021-01-25,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,12,Jalen Harris;Malachi Flynn,,,0022000258
2021-01-25_ORL_CHA,2021-01-25,ORL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Jordan Bone;Karim Mane;Mo Bamba,,,0022000259
2021-01-25_ORL_CHA,2021-01-25,CHA,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,Anthony Edwards;Tyrell Terry,LaMelo Ball;Grant Riller,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,9,Cody Martin;Jalen McDaniels;Malik Monk;Vernon Carey Jr.,,Anthony Edwards;Tyrell Terry,0022000259
2021-01-26_ATL_LAC,2021-01-26,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,11,Bruno Fernando;Onyeka Okongwu,Cam Reddish,,0022000268
2021-01-26_ATL_LAC,2021-01-26,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Daniel Oturu;Mfiondu Kabengele;Patrick Patterson,,,0022000268
2021-01-26_HOU_WAS,2021-01-26,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Brodric Thomas;Kenyon Martin Jr.;Mason Jones;Rodions Kurucs,,,0022000269
2021-01-26_HOU_WAS,2021-01-26,WAS,WAS_TRENT,DIRECT_ROSTER_CONTACT,Gary Trent Jr.,Isaac Bonga;Chandler Hutchison,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Moritz Wagner,Gary Trent Jr.,0022000269
2021-01-26_UTA_NYK,2021-01-26,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000270
2021-01-26_UTA_NYK,2021-01-26,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,11,Dennis Smith Jr.;Frank Ntilikina;Ignas Brazdeikis;Taj Gibson,,,0022000270
2021-01-27_ATL_BKN,2021-01-27,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,15900,9,Bruno Fernando;Onyeka Okongwu;Tony Snell,,,0022000274
2021-01-27_ATL_BKN,2021-01-27,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,15900,9,Landry Shamet;Tyler Johnson,Nic Claxton,,0022000274
2021-01-27_CHA_IND,2021-01-27,CHA,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,Anthony Edwards;Tyrell Terry,LaMelo Ball;Grant Riller,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,9,Caleb Martin;Cody Martin,,Anthony Edwards;Tyrell Terry,0022000271
2021-01-27_CHA_IND,2021-01-27,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,9,Edmond Sumner;JaKarr Sampson;Kelan Martin,,,0022000271
2021-01-27_CLE_DET,2021-01-27,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,JaVale McGee,Larry Nance Jr.,,0022000272
2021-01-27_CLE_DET,2021-01-27,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,12,Deividas Sirvydis;Rodney McGruder,,Patrick Williams;Kira Lewis Jr.,0022000272
2021-01-27_GSW_MIN,2021-01-27,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14402,13,,,,0022000283
2021-01-27_GSW_MIN,2021-01-27,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,12,,,Fictional Rival,0022000283
2021-01-27_MIA_DEN,2021-01-27,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Udonis Haslem,Goran Dragic;Maurice Harkless;Tyler Herro,,0022000275
2021-01-27_MIA_DEN,2021-01-27,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,14,Isaiah Hartenstein,,Saddiq Bey,0022000275
2021-01-27_NOP_WAS,2021-01-27,NOP,NOP_HAYES,DIRECT_ROSTER_CONTACT,Killian Hayes,Kira Lewis Jr.,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,9,Kira Lewis Jr.;Naji Marshall;Nicolo Melli;Sindarius Thornwell;Wenyen Gabriel;Willy Hernangomez,,Killian Hayes,0022000279
2021-01-27_NOP_WAS,2021-01-27,WAS,WAS_TRENT,DIRECT_ROSTER_CONTACT,Gary Trent Jr.,Isaac Bonga;Chandler Hutchison,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Moritz Wagner,Gary Trent Jr.,0022000279
2021-01-27_ORL_SAC,2021-01-27,ORL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Michael Carter-Williams,,0022000273
2021-01-27_ORL_SAC,2021-01-27,SAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,Jabari Parker,,,0022000273
2021-01-27_PHX_OKC,2021-01-27,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Langston Galloway,Cameron Payne;Devin Booker,,0022000281
2021-01-27_PHX_OKC,2021-01-27,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,11,Darius Miller;Moses Brown,,,0022000281
2021-01-27_SAS_BOS,2021-01-27,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14399,9,Drew Eubanks;Keita Bates-Diop;Tre Jones;Trey Lyles,,,0022000280
2021-01-27_SAS_BOS,2021-01-27,BOS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14401,13,Tacko Fall;Tremont Waters,,,0022000280
2021-01-27_TOR_MIL,2021-01-27,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14401,10,DeAndre' Bembry;Jalen Harris;Malachi Flynn;Matt Thomas,,,0022000277
2021-01-27_TOR_MIL,2021-01-27,MIL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,D.J. Wilson;Jordan Nwora;Sam Merrill;Thanasis Antetokounmpo,,,0022000277
2021-01-27_UTA_DAL,2021-01-27,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,12,,,,0022000282
2021-01-27_UTA_DAL,2021-01-27,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,15,,,R.J. Hampton,0022000282
2021-01-28_DET_LAL,2021-01-28,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,12,Jahlil Okafor;Rodney McGruder;Saddiq Bey,,Patrick Williams;Kira Lewis Jr.,0022000284
2021-01-28_DET_LAL,2021-01-28,LAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000284
