scope,event_id,date,team,player,historical_evidence,source_game_id,source_team,source_seconds,source_comment,previous_source_date,next_source_date,bracketing_observation_gap_days,edge_observation_distance_days,priority,alternate_availability,action
CHI_WATCH_ONLY,2021-05-13_CHI_TOR,2021-05-13,CHI,Wendell Carter Jr.,SAME_DAY_PLAYED,0022001049,ORL,1640,,2021-05-11,2021-05-14,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-15_BKN_CHI,2021-05-15,CHI,Wendell Carter Jr.,NO_SAME_DAY_ROW,,,,,2021-05-14,2021-05-16,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
CHI_WATCH_ONLY,2021-05-16_CHI_MIL,2021-05-16,CHI,Wendell Carter Jr.,SAME_DAY_RESTRICTED,0022001075,ORL,0,DND - Injury/Illness,2021-05-14,,,2,RESTRICTED_SOURCE_REVIEW,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-23_CLE_CHA,2020-12-23,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000018,MIN,1509,,,2020-12-26,,3,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-26_CHA_OKC,2020-12-26,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000028,MIN,1340,,2020-12-23,2020-12-27,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-27_CHA_BKN,2020-12-27,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000040,MIN,1712,,2020-12-26,2020-12-29,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-30_DAL_CHA,2020-12-30,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2020-12-29,2021-01-01,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-01_CHA_MEM,2021-01-01,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000074,MIN,1581,,2020-12-29,2021-01-03,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-02_PHI_CHA,2021-01-02,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-01,2021-01-03,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-04_PHI_CHA,2021-01-04,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-03,2021-01-05,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-06_ATL_CHA,2021-01-06,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-05,2021-01-07,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-08_NOP_CHA,2021-01-08,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-07,2021-01-09,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-09_CHA_ATL,2021-01-09,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000138,MIN,1816,,2021-01-07,2021-01-10,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-11_CHA_NYK,2021-01-11,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-10,2021-01-13,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-13_CHA_DAL,2021-01-13,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000169,MIN,1011,,2021-01-10,2021-01-18,8,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-14_TOR_CHA,2021-01-14,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-13,2021-01-18,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-16_TOR_CHA,2021-01-16,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-13,2021-01-18,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-22_CHA_CHI,2021-01-22,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000236,MIN,1441,,2021-01-20,2021-01-23,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-24_ORL_CHA,2021-01-24,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-23,2021-01-25,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-25_ORL_CHA,2021-01-25,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000266,MIN,1633,,2021-01-23,2021-01-27,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-27_CHA_IND,2021-01-27,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000283,MIN,1943,,2021-01-25,2021-01-29,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-29_CHA_IND,2021-01-29,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000294,MIN,1728,,2021-01-27,2021-01-31,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-30_CHA_MIL,2021-01-30,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-01-29,2021-01-31,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-01_MIA_CHA,2021-02-01,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000312,MIN,1878,,2021-01-31,2021-02-03,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-03_CHA_PHI,2021-02-03,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000334,MIN,1894,,2021-02-01,2021-02-05,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-05_CHA_UTA,2021-02-05,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000348,MIN,1936,,2021-02-03,2021-02-06,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-07_CHA_WAS,2021-02-07,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-02-06,2021-02-08,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-08_CHA_HOU,2021-02-08,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000370,MIN,1856,,2021-02-06,2021-02-10,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-10_MEM_CHA,2021-02-10,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000387,MIN,1784,,2021-02-08,2021-02-12,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-12_CHA_MIN,2021-02-12,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000395,MIN,2038,,2021-02-10,2021-02-14,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-14_CHA_SAS,2021-02-14,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000413,MIN,2097,,2021-02-12,2021-02-16,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-20_CHA_GSW,2021-02-20,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-02-19,2021-02-21,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-22_UTA_CHA,2021-02-22,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-02-21,2021-02-23,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-24_PHX_CHA,2021-02-24,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000493,MIN,2217,,2021-02-23,2021-02-27,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-26_GSW_CHA,2021-02-26,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-02-24,2021-02-27,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-02-28_SAC_CHA,2021-02-28,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000526,MIN,2129,,2021-02-27,2021-03-03,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-01_POR_CHA,2021-03-01,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-02-28,2021-03-03,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-03_MIN_CHA,2021-03-03,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000547,MIN,1989,,2021-02-28,2021-03-11,11,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-11_CHA_DET,2021-03-11,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000574,MIN,2242,,2021-03-03,2021-03-13,10,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-13_CHA_TOR,2021-03-13,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000591,MIN,1769,,2021-03-11,2021-03-14,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-15_CHA_SAC,2021-03-15,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-14,2021-03-16,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-17_DEN_CHA,2021-03-17,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-16,2021-03-18,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-18_LAL_CHA,2021-03-18,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000628,MIN,2297,,2021-03-16,2021-03-19,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-20_LAC_CHA,2021-03-20,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-19,2021-03-22,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-22_SAS_CHA,2021-03-22,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000654,MIN,1930,,2021-03-19,2021-03-24,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-24_HOU_CHA,2021-03-24,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000673,MIN,2235,,2021-03-22,2021-03-26,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-26_CHA_MIA,2021-03-26,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000688,MIN,1985,,2021-03-24,2021-03-27,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-28_CHA_PHX,2021-03-28,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-27,2021-03-29,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-03-30_WAS_CHA,2021-03-30,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-29,2021-03-31,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-01_BKN_CHA,2021-04-01,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-03-31,2021-04-02,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-02_IND_CHA,2021-04-02,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000741,MIN,1859,,2021-03-31,2021-04-03,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-04_BOS_CHA,2021-04-04,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-04-03,2021-04-05,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-07_OKC_CHA,2021-04-07,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000776,MIN,2032,,2021-04-05,2021-04-09,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-09_MIL_CHA,2021-04-09,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000792,MIN,2426,,2021-04-07,2021-04-11,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-11_CHA_ATL,2021-04-11,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000812,MIN,2149,,2021-04-09,2021-04-13,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-13_CHA_LAL,2021-04-13,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000817,MIN,1992,,2021-04-11,2021-04-14,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-14_CHA_CLE,2021-04-14,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000834,MIN,1854,,2021-04-13,2021-04-16,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-16_BKN_CHA,2021-04-16,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000852,MIN,1820,,2021-04-14,2021-04-18,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-18_CHA_POR,2021-04-18,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000867,MIN,1720,,2021-04-16,2021-04-20,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-20_NYK_CHA,2021-04-20,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000880,MIN,2274,,2021-04-18,2021-04-21,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-22_CHI_CHA,2021-04-22,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-04-21,2021-04-24,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-23_CHA_CLE,2021-04-23,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-04-21,2021-04-24,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-25_CHA_BOS,2021-04-25,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-04-24,2021-04-26,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-27_CHA_MIL,2021-04-27,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000931,MIN,1984,,2021-04-26,2021-04-29,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-04-28_BOS_CHA,2021-04-28,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-04-27,2021-04-29,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-01_CHA_DET,2021-05-01,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022000962,MIN,2292,,2021-04-29,2021-05-05,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-02_CHA_MIA,2021-05-02,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-05-01,2021-05-05,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-04_DET_CHA,2021-05-04,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-05-01,2021-05-05,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-06_CHA_CHI,2021-05-06,CHA,Anthony Edwards,NO_SAME_DAY_ROW,,,,,2021-05-05,2021-05-07,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-07_CHA_ORL,2021-05-07,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001005,MIN,2481,,2021-05-05,2021-05-09,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-09_CHA_NOP,2021-05-09,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001022,MIN,1738,,2021-05-07,2021-05-11,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-11_CHA_DEN,2021-05-11,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001033,MIN,2044,,2021-05-09,2021-05-13,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-13_CHA_LAC,2021-05-13,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001052,MIN,2369,,2021-05-11,2021-05-15,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-15_NYK_CHA,2021-05-15,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001063,MIN,2030,,2021-05-13,2021-05-16,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-05-16_WAS_CHA,2021-05-16,CHA,Anthony Edwards,SAME_DAY_PLAYED,0022001071,MIN,2293,,2021-05-15,,,1,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-23_CLE_CHA,2020-12-23,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000004,DAL,0,DNP - Coach's Decision,,2020-12-25,,2,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-26_CHA_OKC,2020-12-26,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2020-12-25,2020-12-27,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-27_CHA_BKN,2020-12-27,CHA,Tyrell Terry,SAME_DAY_PLAYED,0022000031,DAL,526,,2020-12-25,2020-12-30,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2020-12-30_DAL_CHA,2020-12-30,CHA,Tyrell Terry,SAME_DAY_PLAYED,0022000059,DAL,220,,2020-12-27,2021-01-01,5,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-01_CHA_MEM,2021-01-01,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000071,DAL,0,DNP - Coach's Decision,2020-12-30,2021-01-03,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-02_PHI_CHA,2021-01-02,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-01,2021-01-03,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-04_PHI_CHA,2021-01-04,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000098,DAL,0,DNP - Coach's Decision,2021-01-03,2021-01-07,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-06_ATL_CHA,2021-01-06,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-04,2021-01-07,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-08_NOP_CHA,2021-01-08,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-07,2021-01-09,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-09_CHA_ATL,2021-01-09,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000139,DAL,0,DNP - Coach's Decision,2021-01-07,2021-01-13,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-11_CHA_NYK,2021-01-11,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-09,2021-01-13,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-13_CHA_DAL,2021-01-13,CHA,Tyrell Terry,SAME_DAY_PLAYED,0022000164,DAL,75,,2021-01-09,2021-01-15,6,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-14_TOR_CHA,2021-01-14,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-13,2021-01-15,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-16_TOR_CHA,2021-01-16,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-15,2021-01-17,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-22_CHA_CHI,2021-01-22,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000237,DAL,0,DNP - Coach's Decision,2021-01-20,2021-01-23,3,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-24_ORL_CHA,2021-01-24,CHA,Tyrell Terry,NO_SAME_DAY_ROW,,,,,2021-01-23,2021-01-25,2,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-25_ORL_CHA,2021-01-25,CHA,Tyrell Terry,SAME_DAY_COACH_DNP,0022000265,DAL,0,DNP - Coach's Decision,2021-01-23,2021-01-27,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
NEW_TEAM_TARGET,2021-01-27_CHA_IND,2021-01-27,CHA,Tyrell Terry,SAME_DAY_PLAYED,0022000282,DAL,94,,2021-01-25,2021-01-29,4,,NO_AUTOMATIC_HEALTH_INFERENCE,NOT_SELECTED,Review causal health/registration separately; never map missing row to healthy or injured
