player_name,player_id,season,season_type,team,poss,mp,raptor_total
Caleb Martin,martica02,2021,RS,CHA,1703,818,-1.172107930716839
Cody Martin,martico01,2021,RS,CHA,1772,849,-.1307221013860087
Jeremiah Martin,martije02,2021,RS,CLE,156,75,-10.3145190465549
Kelan Martin,martike03,2021,RS,IND,690,322,-.0900210454912773
Kenyon Martin Jr.,martike04,2021,RS,HOU,2285,1068,-3.312437863653474
Frank Mason,masonfr01,2021,RS,ORL,161,79,-17.30132392669592
Garrison Mathews,mathega01,2021,RS,WAS,2302,1038,.9406485515206213
Dakota Mathias,mathida01,2021,RS,PHI,264,123,-3.65393772744031
Wesley Matthews,matthwe02,2021,RS,LAL,2339,1130,-.20706101433696
Tyrese Maxey,maxeyty01,2021,RS,PHI,1971,935,-2.935803128471639
Skylar Mays,mayssk01,2021,RS,ATL,555,269,.4505736974865924
Patrick McCaw,mccawpa01,2021,RS,TOR,65,33,-7.866378023268809
CJ McCollum,mccolcj01,2021,RS,POR,3334,1600,4.682211222807977
T.J. McConnell,mccontj01,2021,RS,IND,3881,1796,2.321938306033979
Jalen McDaniels,mcdanja01,2021,RS,CHA,1856,904,-4.297225888319905
Jaden McDaniels,mcdanja02,2021,RS,MIN,3246,1511,-2.626156598607381
Doug McDermott,mcderdo01,2021,RS,IND,3498,1619,-3.057743303675069
Sean McDermott,mcderse01,2021,RS,MEM,340,158,-6.74525799710624
JaVale McGee,mcgeeja01,2021,RS,CLE,1046,503,-.3069882475722159
JaVale McGee,mcgeeja01,2021,RS,DEN,364,175,-3.53672037245635
Rodney McGruder,mcgruro01,2021,RS,DET,393,194,1.37510692421128
Alfonzo McKinnie,mckinal01,2021,RS,LAL,561,258,1.527611738928763
Jordan McLaughlin,mclaujo01,2021,RS,MIN,2021,938,-1.699379737683186
Ben McLemore,mclembe01,2021,RS,HOU,1192,537,-4.651133922274722
Ben McLemore,mclembe01,2021,RS,LAL,768,368,-2.026523215531442
Nicolo Melli,mellini01,2021,RS,DAL,655,325,-2.224944029506618
Nicolo Melli,mellini01,2021,RS,NOP,487,241,-.6400843754451477
De'Anthony Melton,meltode01,2021,RS,MEM,2237,1045,2.217470166289642
Sam Merrill,merrisa01,2021,RS,MIL,508,233,-3.1109264599563
Chimezie Metu,metuch01,2021,RS,SAC,1052,488,-5.217659693142538
Khris Middleton,middlkh01,2021,RS,MIL,4895,2269,1.606334959931939
Darius Miller,milleda01,2021,RS,OKC,430,197,5.522299603542677
Paul Millsap,millspa01,2021,RS,DEN,2342,1162,2.019875841613915
Patty Mills,millspa02,2021,RS,SAS,3580,1685,-.6087009072412486
Shake Milton,miltosh01,2021,RS,PHI,3088,1461,-.2740255322291595
Donovan Mitchell,mitchdo01,2021,RS,UTA,3689,1771,2.824572462354933
Adam Mokoka,mokokad01,2021,RS,CHI,124,56,-6.719764559825242
Malik Monk,monkma01,2021,RS,CHA,1865,878,-1.187865193811959
E'Twaun Moore,mooreet01,2021,RS,PHO,821,389,-2.333275024270508
Ja Morant,moranja01,2021,RS,MEM,4369,2053,-1.573579418847236
Juwan Morgan,morgaju01,2021,RS,UTA,320,147,-10.62966241173769
Markieff Morris,morrima02,2021,RS,LAL,2512,1200,-3.034962924046074
Marcus Morris Sr.,morrima03,2021,RS,LAC,3088,1502,-.1511234983636853
Monte Morris,morrimo01,2021,RS,DEN,2464,1196,.4478373019941146
Mychal Mulder,muldemy01,2021,RS,GSW,1689,766,-2.201665883214434
Dejounte Murray,murrade01,2021,RS,SAS,4457,2139,1.061754932799895
Jamal Murray,murraja01,2021,RS,DEN,3458,1704,3.478461698073128
Mike Muscala,muscami01,2021,RS,OKC,1383,645,2.029778118282728
Svi Mykhailiuk,mykhasv01,2021,RS,DET,1309,634,.3189680291156994
Svi Mykhailiuk,mykhasv01,2021,RS,OKC,1512,690,-5.911284537185274
Abdel Nader,naderab01,2021,RS,PHO,761,355,-.3083004152979476
Larry Nance Jr.,nancela02,2021,RS,CLE,2224,1091,.5189338603080671
Aaron Nesmith,nesmiaa01,2021,RS,BOS,1409,669,-3.119589239056475
Raul Neto,netora01,2021,RS,WAS,3099,1403,2.31383822849008
Georges Niang,niangge01,2021,RS,UTA,2446,1154,1.434244589390887
Zeke Nnaji,nnajize01,2021,RS,DEN,848,397,-5.576696308081257
Nerlens Noel,noelne01,2021,RS,NYK,3118,1547,.153682058605944
Jaylen Nowell,nowelja01,2021,RS,MIN,1640,759,-3.12565243954059
Frank Ntilikina,ntilila01,2021,RS,NYK,667,322,-1.964760907190395
James Nunnally,nunnaja01,2021,RS,NOP,104,48,-9.803483915530967
Kendrick Nunn,nunnke01,2021,RS,MIA,3351,1650,-.8080544969016801
Jusuf Nurkic,nurkiju01,2021,RS,POR,1874,880,4.217755376135512
David Nwaba,nwabada01,2021,RS,HOU,1456,679,3.180641755141817
Jordan Nwora,nworajo01,2021,RS,MIL,604,274,.1110085289829824
Semi Ojeleye,ojelese01,2021,RS,BOS,1959,950,-1.523309628093712
Jahlil Okafor,okafoja01,2021,RS,DET,721,347,-7.743667048832283
Chuma Okeke,okekech01,2021,RS,ORL,2380,1133,.2432980774569034
Josh Okogie,okogijo01,2021,RS,MIN,2567,1197,-.5731214381881524
Onyeka Okongwu,okongon01,2021,RS,ATL,1270,601,-1.564838424101592
Isaac Okoro,okorois01,2021,RS,CLE,4440,2173,-4.200877591157475
KZ Okpala,okpalkz01,2021,RS,MIA,917,447,-5.594086981570811
Victor Oladipo,oladivi01,2021,RS,HOU,1422,669,-.7225441199867433
Victor Oladipo,oladivi01,2021,RS,IND,623,300,4.184327564362976
Victor Oladipo,oladivi01,2021,RS,MIA,231,111,-6.022246761723656
Cameron Oliver,oliveca01,2021,RS,HOU,188,87,-3.693290234489859
Kelly Olynyk,olynyke01,2021,RS,HOU,1819,840,2.388094263144107
Kelly Olynyk,olynyke01,2021,RS,MIA,2383,1157,-2.103275971422332
Royce O'Neale,onealro01,2021,RS,UTA,4644,2241,1.656930694558606
Miye Oni,onimi01,2021,RS,UTA,1099,519,-2.219425280647972
Cedi Osman,osmande01,2021,RS,CLE,3114,1510,-3.264464838206558
Daniel Oturu,oturuda01,2021,RS,LAC,328,161,-6.504680764329914
Kelly Oubre Jr.,oubreke01,2021,RS,GSW,3675,1687,-2.665286132137051
Jabari Parker,parkeja01,2021,RS,BOS,286,138,1.225578581431489
Jabari Parker,parkeja01,2021,RS,SAC,59,27,-13.8639605019929
Eric Paschall,pascher01,2021,RS,GSW,1488,695,-4.583698949035343
Anzejs Pasecniks,pasecan01,2021,RS,WAS,13,6,-63.74964587916353
Patrick Patterson,pattepa01,2021,RS,LAC,1211,582,-1.977309766901429
Justin Patton,pattoju01,2021,RS,HOU,527,247,-6.197479489095921
Chris Paul,paulch01,2021,RS,PHO,4532,2199,3.152779010616742
Cameron Payne,payneca01,2021,RS,PHO,2231,1079,4.207442752877614
Elfrid Payton,paytoel01,2021,RS,NYK,3008,1484,-3.133497675276974
Gary Payton II,paytoga02,2021,RS,GSW,92,40,8.644182066483324
Norvel Pelle,pelleno01,2021,RS,BRK,60,28,-15.48772746106919
Norvel Pelle,pelleno01,2021,RS,NYK,112,52,5.88795710408985
Norvel Pelle,pelleno01,2021,RS,SAC,10,4,18.5719781461219
Reggie Perry,perryre01,2021,RS,BRK,448,211,-6.896621259470185
Theo Pinson,pinsoth01,2021,RS,NYK,82,34,-23.74033433840108
Mason Plumlee,plumlma01,2021,RS,DET,3077,1499,-1.498609918706397
Jakob Poeltl,poeltja01,2021,RS,SAS,3838,1845,4.534611643682618
Vincent Poirier,poirivi01,2021,RS,PHI,87,39,-16.05780158316827
Aleksej Pokusevski,pokusal01,2021,RS,OKC,2372,1090,-9.168210632965046
Jordan Poole,poolejo01,2021,RS,GSW,2098,988,-2.558225285235642
Jontay Porter,portejo01,2021,RS,MEM,115,54,-6.732800553365632
Kevin Porter Jr.,porteke02,2021,RS,HOU,1786,835,-4.194936962682316
Michael Porter Jr.,portemi01,2021,RS,DEN,3908,1912,2.224970974946769
Otto Porter Jr.,porteot01,2021,RS,CHI,1156,540,-1.953181403180975
Otto Porter Jr.,porteot01,2021,RS,ORL,139,66,2.312180037329874
Bobby Portis,portibo01,2021,RS,MIL,2993,1372,2.568471617445929
Kristaps Porzingis,porzikr01,2021,RS,DAL,2735,1327,.1004918641704449
Dwight Powell,poweldw01,2021,RS,DAL,2010,966,1.82962557509018
Norman Powell,powelno01,2021,RS,POR,1939,928,.7646273904536619
Norman Powell,powelno01,2021,RS,TOR,2704,1277,.1942627136213921
Taurean Prince,princta02,2021,RS,BRK,476,218,-2.30900567016622
Taurean Prince,princta02,2021,RS,CLE,1442,687,-.0836007334158755
Payton Pritchard,pritcpa01,2021,RS,BOS,2625,1268,-1.071038665915314
Immanuel Quickley,quickim01,2021,RS,NYK,2517,1243,.9058992756392843
Jahmi'us Ramsey,ramseja01,2021,RS,SAC,210,94,-2.988646165679516
Chasson Randle,randlch01,2021,RS,ORL,1759,837,-7.308087239091575
Julius Randle,randlju01,2021,RS,NYK,5402,2667,3.12992666139484
Cam Reddish,reddica01,2021,RS,ATL,1606,750,-2.792778363568934
JJ Redick,redicjj01,2021,RS,DAL,310,147,-3.672064880097714
JJ Redick,redicjj01,2021,RS,NOP,1231,576,-1.471131933271237
Paul Reed,reedpa01,2021,RS,PHI,376,177,-1.072465809056113
Naz Reid,reidna01,2021,RS,MIN,2920,1347,-.5452048211206322
Cameron Reynolds,reynoca01,2021,RS,HOU,73,34,-8.957408445552236
Cameron Reynolds,reynoca01,2021,RS,SAS,14,6,-9.218813868172777
Josh Richardson,richajo01,2021,RS,DAL,3665,1790,-1.58367851577466
Nick Richards,richani01,2021,RS,CHA,134,63,-9.944992943045788
Grant Riller,rillegr01,2021,RS,CHA,55,27,-1.108290535171093
Austin Rivers,riverau01,2021,RS,DEN,833,403,-.7740874810222067
Austin Rivers,riverau01,2021,RS,NYK,888,442,-2.190610209000934
Andre Roberson,roberan03,2021,RS,BRK,127,63,-9.706629099640628
Duncan Robinson,robindu01,2021,RS,MIA,4597,2262,.0170753018323896
Glenn Robinson III,robingl02,2021,RS,SAC,790,369,-5.674641179016312
Jerome Robinson,robinje01,2021,RS,WAS,666,305,-7.512142598370867
Justin Robinson,robinju01,2021,RS,OKC,190,88,-10.58107189713756
Mitchell Robinson,robinmi01,2021,RS,NYK,1713,853,-.0293229196323912
Isaiah Roby,robyis01,2021,RS,OKC,3055,1425,-5.011469150026361
Rajon Rondo,rondora01,2021,RS,ATL,836,402,-5.377710828217811
Rajon Rondo,rondora01,2021,RS,LAC,753,368,1.669803561577822
Derrick Rose,rosede01,2021,RS,DET,728,342,-.278847103576026
Derrick Rose,rosede01,2021,RS,NYK,1892,937,5.692173692263778
Terrence Ross,rosste01,2021,RS,ORL,2813,1347,-1.689329606817752
Terry Rozier,roziete01,2021,RS,CHA,4947,2383,1.555602080535583
Ricky Rubio,rubiori01,2021,RS,MIN,3815,1772,-1.424909040384844
D'Angelo Russell,russeda01,2021,RS,MIN,2596,1196,-1.239690988509434
Domantas Sabonis,sabondo01,2021,RS,IND,4746,2231,.288928676421264
Luka Samanic,samanlu01,2021,RS,SAS,651,308,-2.216510146103929
JaKarr Sampson,sampsja02,2021,RS,IND,687,316,-2.061137859116474
Dario Saric,saricda01,2021,RS,PHO,1838,871,.3574935136332327
Tomas Satoransky,satorto01,2021,RS,CHI,2702,1307,.1324190709720192
Dennis Schroder,schrode01,2021,RS,LAL,4062,1956,-.1786804442579705
Mike Scott,scottmi01,2021,RS,PHI,1809,852,-2.786239162793737
Jay Scrubb,scrubja01,2021,RS,LAC,176,84,-10.0473233304621
Collin Sexton,sextoco01,2021,RS,CLE,4374,2115,-2.481915341973528
Landry Shamet,shamela01,2021,RS,BRK,2962,1403,-1.018834598638478
Iman Shumpert,shumpim01,2021,RS,BRK,23,11,1.32149371995059
Pascal Siakam,siakapa01,2021,RS,TOR,4158,2006,.4207428332374843
Chris Silva,silvach01,2021,RS,MIA,179,83,-1.147692240504206
Chris Silva,silvach01,2021,RS,SAC,22,9,-10.88385060751701
Ben Simmons,simmobe01,2021,RS,PHI,3967,1877,2.168462365339319
Anfernee Simons,simonan01,2021,RS,POR,2273,1104,-2.958157039911101
Deividas Sirvydis,sirvyde01,2021,RS,DET,279,133,-3.693506765432057
Alen Smailagic,smailal01,2021,RS,GSW,188,84,-9.064559399230589
Marcus Smart,smartma01,2021,RS,BOS,3332,1581,1.214850330177901
Dennis Smith Jr.,smithde03,2021,RS,DET,801,392,3.985926141005971
Dennis Smith Jr.,smithde03,2021,RS,NYK,56,28,-4.616181552321533
Ish Smith,smithis01,2021,RS,WAS,2019,924,-.0702479096459774
Jalen Smith,smithja04,2021,RS,PHO,337,156,-9.9852857316545
Tony Snell,snellto01,2021,RS,ATL,2043,992,-1.873325952666522
Ray Spalding,spaldra01,2021,RS,HOU,45,19,-14.02381324244718
Cassius Stanley,stanlca01,2021,RS,IND,200,93,-4.63107884895635
Lamar Stevens,stevela01,2021,RS,CLE,1046,499,-3.967441382095394
Isaiah Stewart,stewais01,2021,RS,DET,3021,1455,1.416288103763579
Max Strus,strusma01,2021,RS,MIA,1039,507,-.1530349936730429
Edmond Sumner,sumneed01,2021,RS,IND,1900,861,-2.881631880362773
Jae'Sean Tate,tateja01,2021,RS,HOU,4372,2043,.7758672574910717
Jayson Tatum,tatumja01,2021,RS,BOS,4758,2290,2.826519239614295
Jeff Teague,teaguje01,2021,RS,BOS,1279,616,-.7563549691306237
Jeff Teague,teaguje01,2021,RS,MIL,738,334,-3.801491822250902
Garrett Temple,templga01,2021,RS,CHI,3253,1528,.2444299585682261
Tyrell Terry,terryty01,2021,RS,DAL,120,56,2.322564329534393
Daniel Theis,theisda01,2021,RS,BOS,2135,1027,1.587755944360191
Daniel Theis,theisda01,2021,RS,CHI,1192,574,-2.193088263294761
Brodric Thomas,thomabr01,2021,RS,CLE,784,375,-1.200887345437127
Brodric Thomas,thomabr01,2021,RS,HOU,54,24,.0961056890813845
Isaiah Thomas,thomais02,2021,RS,NOP,104,48,-4.791987434398478
Khyri Thomas,thomakh01,2021,RS,HOU,339,153,10.79525025313306
Matt Thomas,thomama02,2021,RS,TOR,414,192,-8.548881239099845
Matt Thomas,thomama02,2021,RS,UTA,281,134,-7.226245103356695
Tristan Thompson,thomptr01,2021,RS,BOS,2672,1287,-2.476742057375032
Sindarius Thornwell,thornsi01,2021,RS,NOP,147,73,-1.522703008658572
Sindarius Thornwell,thornsi01,2021,RS,ORL,307,144,-.0743606943424844
Matisse Thybulle,thybuma01,2021,RS,PHI,2754,1298,3.166195262115992
Killian Tillie,tilliki02,2021,RS,MEM,387,182,-2.191245914438396
Xavier Tillman,tillmxa01,2021,RS,MEM,2292,1085,-.766532775825621
Anthony Tolliver,tollian01,2021,RS,PHI,217,99,.4959547493963994
Obi Toppin,toppiob01,2021,RS,NYK,1386,683,-1.44995199536774
Juan Toscano-Anderson,toscaju01,2021,RS,GSW,2400,1107,.6576024429092215
Axel Toupane,toupaax01,2021,RS,MIL,134,61,1.920691748382813
Karl-Anthony Towns,townska01,2021,RS,MIN,3581,1689,3.364186447833529
Gary Trent Jr.,trentga02,2021,RS,POR,2620,1262,-2.297233823055999
Gary Trent Jr.,trentga02,2021,RS,TOR,1127,540,-3.942398484462077
P.J. Tucker,tuckepj01,2021,RS,HOU,2014,959,-6.373213545935195
P.J. Tucker,tuckepj01,2021,RS,MIL,867,397,-2.824379932599417
Rayjon Tucker,tuckera01,2021,RS,PHI,155,68,2.110769331529813
Myles Turner,turnemy01,2021,RS,IND,3053,1455,2.44553184877836
Jonas Valanciunas,valanjo01,2021,RS,MEM,3728,1755,2.861168627238126
Denzel Valentine,valende01,2021,RS,CHI,2159,1036,-1.77485036589743
Jarred Vanderbilt,vandeja01,2021,RS,MIN,2462,1139,1.977227943191631
Fred VanVleet,vanvlfr01,2021,RS,TOR,3923,1899,4.903574736979413
Anderson Varejao,varejan01,2021,RS,CLE,80,36,-14.03909399042685
Devin Vassell,vassede01,2021,RS,SAS,2252,1056,-1.805277003851186
Gabe Vincent,vincega01,2021,RS,MIA,1334,655,-2.122076320483065
Noah Vonleh,vonleno01,2021,RS,BRK,24,11,-39.00840765772864
Nikola Vucevic,vucevni01,2021,RS,CHI,1733,848,1.848966813642985
Nikola Vucevic,vucevni01,2021,RS,ORL,3117,1500,1.497932831413743
Dean Wade,wadede01,2021,RS,CLE,2501,1212,-2.287583815652734
Moritz Wagner,wagnemo01,2021,RS,BOS,131,61,-14.49181247888997
Moritz Wagner,wagnemo01,2021,RS,ORL,613,286,-5.74610538438793
Moritz Wagner,wagnemo01,2021,RS,WAS,832,375,4.091154906335985
Kemba Walker,walkeke02,2021,RS,BOS,2836,1369,3.930858169102907
Lonnie Walker IV,walkelo01,2021,RS,SAS,3172,1522,-5.728137286761237
John Wall,walljo01,2021,RS,HOU,2721,1288,-2.313758331899629
Brad Wanamaker,wanambr01,2021,RS,CHA,885,428,-5.032696208865755
Brad Wanamaker,wanambr01,2021,RS,GSW,1318,625,-2.642936857146508
T.J. Warren,warretj01,2021,RS,IND,250,117,-5.101240142963478
P.J. Washington,washipj01,2021,RS,CHA,4077,1954,-1.697087620638543
Yuta Watanabe,watanyu01,2021,RS,TOR,1533,723,-1.183714373734938
Tremont Waters,watertr01,2021,RS,BOS,511,238,-1.154356830261903
Paul Watson,watsopa01,2021,RS,TOR,630,297,-4.43430727109998
Quinndary Weatherspoon,weathqu01,2021,RS,SAS,261,121,-11.44458075784776
Russell Westbrook,westbru01,2021,RS,WAS,5290,2369,-1.65195880381949
Coby White,whiteco01,2021,RS,CHI,4564,2156,-2.53078720205084
Derrick White,whitede01,2021,RS,SAS,2201,1064,4.620222659327307
Hassan Whiteside,whiteha01,2021,RS,SAC,1171,546,-3.897592936341438
Greg Whittington,whittgr01,2021,RS,DEN,27,12,-12.56777086332635
Andrew Wiggins,wiggian01,2021,RS,GSW,5081,2364,-.5698314109071348
Grant Williams,willigr01,2021,RS,BOS,2395,1138,-3.370345863936019
Kenrich Williams,willike04,2021,RS,OKC,3066,1426,1.098463647377573
Lou Williams,willilo02,2021,RS,ATL,1061,505,-4.947544937856175
Lou Williams,willilo02,2021,RS,LAC,1953,918,-2.169750543486207
Patrick Williams,willipa01,2021,RS,CHI,4148,1983,-3.718445572841774
Robert Williams III,williro04,2021,RS,BOS,2051,985,.5912231903664984
Zion Williamson,willizi01,2021,RS,NOP,4360,2026,2.965017006172464
D.J. Wilson,wilsodj01,2021,RS,HOU,694,328,-4.322169813196913
D.J. Wilson,wilsodj01,2021,RS,MIL,227,105,.5742632370721723
Dylan Windler,windldy01,2021,RS,CLE,1089,513,-1.770697795238117
Justise Winslow,winslju01,2021,RS,MEM,1107,507,-4.766284131122202
Cassius Winston,winstca01,2021,RS,WAS,210,98,-14.19081929849874
James Wiseman,wisemja01,2021,RS,GSW,1840,836,-8.505966322211032
Robert Woodard II,woodaro01,2021,RS,SAC,103,45,-3.104275784660044
Christian Wood,woodch01,2021,RS,HOU,2825,1326,2.447939035327159
Delon Wright,wrighde01,2021,RS,DET,2143,1052,4.098197437970651
Delon Wright,wrighde01,2021,RS,SAC,1459,696,.45765484541639
Thaddeus Young,youngth01,2021,RS,CHI,3443,1652,4.722239511117714
Trae Young,youngtr01,2021,RS,ATL,4449,2125,2.21064195006988
Cody Zeller,zelleco01,2021,RS,CHA,2113,1005,1.04405570753626
Ivica Zubac,zubaciv01,2021,RS,LAC,3318,1609,1.764686192475625
